Time - Plot 0,Amplitude - Plot 1,Amplitude - Plot 0
2.84E-06,-3,-2.8
2.88E-06,-3.2,-3
2.92E-06,-3,-3
2.96E-06,-3,-3.2
3.00E-06,-3,-3.2
3.04E-06,-3.2,-3.2
3.08E-06,-3,-3
3.12E-06,-3,-3
3.16E-06,-3,-3.2
3.20E-06,-3,-3.2
3.24E-06,-3,-3
3.28E-06,-3.2,-3.2
3.32E-06,-3,-3
3.36E-06,-3,-3.4
3.40E-06,-3,-3
3.44E-06,-2.8,-2.8
3.48E-06,-3.2,-3.2
3.52E-06,-3,-3.4
3.56E-06,-3.2,-2.8
3.60E-06,-2.8,-3
3.64E-06,-3,-3.2
3.68E-06,-3.4,-2.8
3.72E-06,-3,-3.4
3.76E-06,-3.2,-3
3.80E-06,-3,-3
3.84E-06,-3,-3.2
3.88E-06,-2.8,-3
3.92E-06,-3.2,-3.2
3.96E-06,-3,-3
4.00E-06,-3.2,-3.2
4.04E-06,-3.4,-3
4.08E-06,-3.2,-3.2
4.12E-06,-3.4,-3
4.16E-06,-3,-3
4.20E-06,-3,-3
4.24E-06,-3.2,-3
4.28E-06,-3,-3.2
4.32E-06,-3,-3.2
4.36E-06,-3,-3.2
4.40E-06,-3,-2.8
4.44E-06,-3.2,-3
4.48E-06,-3.2,-2.8
4.52E-06,-3.2,-2.8
4.56E-06,-3.2,-3
4.60E-06,-3.2,-3
4.64E-06,-3.2,-3.4
4.68E-06,-3.2,-3.4
4.72E-06,-3,-3.2
4.76E-06,-3.2,-3
4.80E-06,-3.2,-3.2
4.84E-06,-3,-3
4.88E-06,-3.2,-3.2
4.92E-06,-3,-3
4.96E-06,-3.2,-3
5.00E-06,-3.4,-3
5.04E-06,-3,-3
5.08E-06,-3,-3
5.12E-06,-3,-3
5.16E-06,-3.2,-3
5.20E-06,-2.8,-2.8
5.24E-06,-3.2,-3.2
5.28E-06,-3.2,-3
5.32E-06,-3.2,-3.2
5.36E-06,-3.2,-3.2
5.40E-06,-2.8,-3
5.44E-06,-3.2,-3.4
5.48E-06,-3,-3
5.52E-06,-3.2,-3
5.56E-06,-3.2,-3
5.60E-06,-3,-3.2
5.64E-06,-3.2,-3.2
5.68E-06,-2.8,-3.2
5.72E-06,-3.2,-2.8
5.76E-06,-3.2,-3
5.80E-06,-3.2,-3
5.84E-06,-3,-3
5.88E-06,-3.2,-3.4
5.92E-06,-3.2,-3
5.96E-06,-3,-3.2
6.00E-06,-3,-3
6.04E-06,-3,-3.2
6.08E-06,-3,-3.2
6.12E-06,-3,-3.2
6.16E-06,-3.2,-3
6.20E-06,-2.8,-3.2
6.24E-06,-3.2,-3
6.28E-06,-3.2,-3
6.32E-06,-3,-3
6.36E-06,-3,-3.4
6.40E-06,-2.8,-3
6.44E-06,-3.2,-3
6.48E-06,-3,-3.2
6.52E-06,-3,-3.2
6.56E-06,-3,-3.2
6.60E-06,-3.2,-3.2
6.64E-06,-3.2,-3
6.68E-06,-3.2,-3
6.72E-06,-3,-3
6.76E-06,-3.2,-3
6.80E-06,-3.2,-3
6.84E-06,-3.2,-3.4
6.88E-06,-3.2,-3
6.92E-06,-3.2,-3
6.96E-06,-3.2,-3.2
7.00E-06,-3.2,-3.2
7.04E-06,-3.2,-3.2
7.08E-06,-3,-3.2
7.12E-06,-3,-3.2
7.16E-06,-3.4,-3
7.20E-06,-3,-3.2
7.24E-06,-3.2,-3
7.28E-06,-3,-3
7.32E-06,-3,-3.2
7.36E-06,-3.2,-3.2
7.40E-06,-3,-2.8
7.44E-06,-3.2,-3
7.48E-06,-3.2,-3.2
7.52E-06,-3.2,-2.8
7.56E-06,-2.8,-3
7.60E-06,-3,-3.2
7.64E-06,-3.2,-3
7.68E-06,-3,-3.2
7.72E-06,-3.2,-3
7.76E-06,-3,-3
7.80E-06,-3.2,-3.2
7.84E-06,-3,-3.4
7.88E-06,-2.8,-3.2
7.92E-06,-2.8,-2.8
7.96E-06,-3.4,-3.2
8.00E-06,-3,-3
8.04E-06,-3.2,-3
8.08E-06,-3.2,-2.8
8.12E-06,-3,-3
8.16E-06,-3.2,-2.8
8.20E-06,-3.2,-2.8
8.24E-06,-2.8,-3.2
8.28E-06,-3,-3.2
8.32E-06,-3,-2.8
8.36E-06,-3.2,-3
8.40E-06,-3,-3.4
8.44E-06,-3,-3.2
8.48E-06,-3.2,-3
8.52E-06,-3.2,-3
8.56E-06,-3.2,-3
8.60E-06,-3,-3.4
8.64E-06,-3.2,-3.2
8.68E-06,-3.4,-3.2
8.72E-06,-3,-3
8.76E-06,-3.4,-3.2
8.80E-06,-3,-3
8.84E-06,-3.4,-3
8.88E-06,-3,-3.2
8.92E-06,-3.2,-3.2
8.96E-06,-3,-2.8
9.00E-06,-3,-3
9.04E-06,-3,-3
9.08E-06,-3.2,-3.2
9.12E-06,-3,-3.2
9.16E-06,-3,-3
9.20E-06,-3,-3
9.24E-06,-3.2,-3
9.28E-06,-3.2,-3
9.32E-06,-3,-3
9.36E-06,-3,-3
9.40E-06,-3.2,-3.2
9.44E-06,-3,-3.2
9.48E-06,-3,-3
9.52E-06,-3.2,-3
9.56E-06,-2.8,-3.2
9.60E-06,-3,-3
9.64E-06,-3,-3.2
9.68E-06,-3,-2.8
9.72E-06,-3,-3.2
9.76E-06,-3.2,-3
9.80E-06,-3.2,-3
9.84E-06,-3.2,-3.2
9.88E-06,-3.2,-3.2
9.92E-06,-3.2,-3
9.96E-06,-3,-3.2
1.00E-05,-3.2,-3
1.00E-05,-3,-3
1.01E-05,-3.2,-3.2
1.01E-05,-3.2,-3
1.02E-05,-2.8,-3
1.02E-05,-3,-3
1.02E-05,-3,-3.2
1.03E-05,-3.2,-3.2
1.03E-05,-3.2,-3.4
1.04E-05,-3.2,-3.2
1.04E-05,-2.8,-3.2
1.04E-05,-3.4,-3.2
1.05E-05,-3.2,-3
1.05E-05,-3,-3.6
1.06E-05,-3,-3
1.06E-05,-3,-3
1.06E-05,-3.2,-3.2
1.07E-05,-3.2,-3
1.07E-05,-3.2,-3.2
1.08E-05,-2.8,-3
1.08E-05,-3,-3
1.08E-05,-3.4,-3.2
1.09E-05,-2.8,-3.2
1.09E-05,-3,-3.2
1.10E-05,-3.2,-3
1.10E-05,-3.2,-3.2
1.10E-05,-3,-3
1.11E-05,-3,-3.2
1.11E-05,-3.2,-3
1.12E-05,-3.2,-3
1.12E-05,-3,-3.2
1.12E-05,-3,-3
1.13E-05,-3,-3.2
1.13E-05,-3.2,-3
1.14E-05,-3,-3
1.14E-05,-3.2,-3.2
1.14E-05,-3,-3.2
1.15E-05,-3,-3
1.15E-05,-2.8,-2.8
1.16E-05,-3.2,-3
1.16E-05,-3.2,-3
1.16E-05,-3.2,-3.2
1.17E-05,-3,-2.8
1.17E-05,-3,-2.8
1.18E-05,-3.2,-3.2
1.18E-05,-3,-3.2
1.18E-05,-3.2,-3.2
1.19E-05,-3,-3
1.19E-05,-3.2,-3.4
1.20E-05,-3.2,-2.8
1.20E-05,-2.8,-3
1.20E-05,-2.8,-2.8
1.21E-05,-2.8,-2.8
1.21E-05,-3,-3.2
1.22E-05,-3.2,-3
1.22E-05,-3.2,-3.2
1.22E-05,-3,-3
1.23E-05,-3.2,-3
1.23E-05,-3,-3
1.24E-05,-3,-3.4
1.24E-05,-2.8,-2.8
1.24E-05,-3,-3
1.25E-05,-3.2,-2.8
1.25E-05,-3.2,-3
1.26E-05,-3,-3.2
1.26E-05,-3,-3.4
1.26E-05,-3,-3.2
1.27E-05,-3.2,-3
1.27E-05,-3.4,-3
1.28E-05,-3.2,-3
1.28E-05,-3,-2.8
1.28E-05,-3,-3.2
1.29E-05,-3,-3.2
1.29E-05,-3.2,-3
1.30E-05,-3.2,-2.8
1.30E-05,-3.2,-3.2
1.30E-05,-3.2,-3
1.31E-05,-3.2,-3
1.31E-05,-3.4,-3.2
1.32E-05,-3,-3.4
1.32E-05,-3.2,-3
1.32E-05,-3.2,-3.2
1.33E-05,-3,-3
1.33E-05,-2.8,-3.2
1.34E-05,-3.2,-3.2
1.34E-05,-3,-2.8
1.34E-05,-3,-3.2
1.35E-05,-3.2,-2.8
1.35E-05,-3,-3.4
1.36E-05,-3,-3.2
1.36E-05,-3,-3.2
1.36E-05,-3,-2.6
1.37E-05,-3,-3
1.37E-05,-3,-3
1.38E-05,-3.2,-3
1.38E-05,-3.2,-3.2
1.38E-05,-3.2,-2.6
1.39E-05,-3,-3.2
1.39E-05,-3,-3.2
1.40E-05,-3,-3
1.40E-05,-2.8,-2.8
1.40E-05,-3.2,-3.2
1.41E-05,-3,-3.2
1.41E-05,-3.2,-3
1.42E-05,-3,-3.2
1.42E-05,-3.2,-3
1.42E-05,-3,-3.2
1.43E-05,-3,1.6
1.43E-05,-3,3
1.44E-05,-3.2,3.2
1.44E-05,-3,3.2
1.44E-05,-2.8,3.2
1.45E-05,-2.4,2.8
1.45E-05,-2.6,3.2
1.46E-05,-2.4,3.2
1.46E-05,-2.4,3.6
1.46E-05,-2.4,3
1.47E-05,-2.2,3.2
1.47E-05,-2,3.2
1.48E-05,-2.2,3.2
1.48E-05,-2.2,3.2
1.48E-05,-2,3.2
1.49E-05,-2,3.2
1.49E-05,-2,3.2
1.50E-05,-2,3.2
1.50E-05,-1.6,3.2
1.50E-05,-1.6,3
1.51E-05,-2,3
1.51E-05,-1.8,3.2
1.52E-05,-1.8,3.4
1.52E-05,-1.8,3.2
1.52E-05,-1.8,3.4
1.53E-05,-1.8,3.2
1.53E-05,-1.6,3.4
1.54E-05,-1.8,3
1.54E-05,-1.4,3
1.54E-05,-1.6,3
1.55E-05,-1.4,3.2
1.55E-05,-1.4,3.4
1.56E-05,-1.6,3.2
1.56E-05,-1.4,2.8
1.56E-05,-1.4,3
1.57E-05,-1.6,3
1.57E-05,-1.6,3.2
1.58E-05,-1.2,2.8
1.58E-05,-1.4,3.2
1.58E-05,-1.4,3
1.59E-05,-1.2,3.2
1.59E-05,-1.4,3.2
1.60E-05,-1.2,3.2
1.60E-05,-1,3.2
1.60E-05,-1,3.2
1.61E-05,-1.2,3.4
1.61E-05,-1,3.2
1.62E-05,-1.2,2.8
1.62E-05,-1.2,3.2
1.62E-05,-1,3.2
1.63E-05,-1,3.4
1.63E-05,-1,3
1.64E-05,-0.8,3.2
1.64E-05,-1,3.2
1.64E-05,-0.8,3.2
1.65E-05,-0.8,3.4
1.65E-05,-0.8,3
1.66E-05,-0.6,3
1.66E-05,-1,3.2
1.66E-05,-0.6,3
1.67E-05,-0.8,3
1.67E-05,-0.6,3
1.68E-05,-0.6,3.2
1.68E-05,-0.8,2.8
1.68E-05,-0.6,3
1.69E-05,-0.6,3.2
1.69E-05,-0.6,3.2
1.70E-05,-0.6,2.8
1.70E-05,-0.6,3.2
1.70E-05,-0.4,3.2
1.71E-05,-0.2,3.2
1.71E-05,-0.6,3.2
1.72E-05,-0.6,3.4
1.72E-05,-0.4,3.2
1.72E-05,-0.4,3.2
1.73E-05,0,3.2
1.73E-05,-0.2,2.8
1.74E-05,-0.4,3.2
1.74E-05,-0.4,3
1.74E-05,-0.2,3.4
1.75E-05,0,3.2
1.75E-05,0.2,3.2
1.76E-05,0,3
1.76E-05,0,3.6
1.76E-05,-0.2,3.2
1.77E-05,0.2,3
1.77E-05,0,3.2
1.78E-05,0,3
1.78E-05,0,3.2
1.78E-05,0.4,3
1.79E-05,0,3
1.79E-05,0.4,3.2
1.80E-05,0.4,3
1.80E-05,0.2,3
1.80E-05,0.2,3.2
1.81E-05,0.4,3.2
1.81E-05,0.4,3
1.82E-05,0.2,3.4
1.82E-05,0.4,3.2
1.82E-05,0.6,3
1.83E-05,0.4,3
1.83E-05,0.4,3.2
1.84E-05,0.6,3.2
1.84E-05,0.4,3.2
1.84E-05,0.4,2.6
1.85E-05,0.6,3.2
1.85E-05,0.6,3.2
1.86E-05,0.6,3.6
1.86E-05,0.8,3.2
1.86E-05,0.8,3.2
1.87E-05,0.8,3.2
1.87E-05,0.8,3.2
1.88E-05,0.6,3.2
1.88E-05,1,3.2
1.88E-05,1,3
1.89E-05,0.8,3.2
1.89E-05,0.8,3.2
1.90E-05,1,3.2
1.90E-05,1.2,3
1.90E-05,1,3.2
1.91E-05,1.2,3.2
1.91E-05,0.6,3.4
1.92E-05,1.2,3.2
1.92E-05,1.2,3.2
1.92E-05,1.2,3.2
1.93E-05,1.4,3.2
1.93E-05,1.2,3.2
1.94E-05,1.2,2.8
1.94E-05,1.2,3.4
1.94E-05,1.4,3.6
1.95E-05,1.4,3.4
1.95E-05,1.2,3.4
1.96E-05,1.4,3
1.96E-05,1.2,3.2
1.96E-05,1.6,3.2
1.97E-05,1.4,3
1.97E-05,1.8,3
1.98E-05,1.6,3.2
1.98E-05,1.8,3
1.98E-05,1.4,3
1.99E-05,1.8,3.2
1.99E-05,1.6,3
2.00E-05,1.8,3.2
2.00E-05,1.6,3.4
2.00E-05,2,3.2
2.01E-05,1.6,3.2
2.01E-05,2,2.8
2.02E-05,2,3.2
2.02E-05,1.6,3.2
2.02E-05,1.8,3.4
2.03E-05,2,3.2
2.03E-05,2,3.4
2.04E-05,2,3
2.04E-05,2.2,3
2.04E-05,2,3.4
2.05E-05,2,3
2.05E-05,2.2,2.8
2.06E-05,2,3
2.06E-05,2.2,2.8
2.06E-05,2.2,2.8
2.07E-05,2.4,3
2.07E-05,2.4,3.4
2.08E-05,2.2,3
2.08E-05,2.4,3.2
2.08E-05,2.6,3
2.09E-05,2.4,3.2
2.09E-05,2.4,3
2.10E-05,2.4,3
2.10E-05,2.4,3.2
2.10E-05,2.6,3.2
2.11E-05,2.6,3.2
2.11E-05,2.4,3
2.12E-05,2.4,3.2
2.12E-05,2.8,3.2
2.12E-05,2.8,3
2.13E-05,2.8,3
2.13E-05,2.8,3.2
2.14E-05,3,3.2
2.14E-05,2.8,3
2.14E-05,3,2.8
2.15E-05,2.8,3.2
2.15E-05,2.8,3
2.16E-05,3,3.4
2.16E-05,3,3
2.16E-05,2.8,3.2
2.17E-05,3.2,3.2
2.17E-05,2.8,2.8
2.18E-05,2.6,3.2
2.18E-05,3,3.2
2.18E-05,3.2,3.2
2.19E-05,3,3.2
2.19E-05,3.2,3
2.20E-05,3.2,3.2
2.20E-05,3,3.2
2.20E-05,3,3.2
2.21E-05,3.2,3.2
2.21E-05,3,3.2
2.22E-05,3.4,3
2.22E-05,3,3
2.22E-05,3.2,3.2
2.23E-05,3.2,3.4
2.23E-05,3.2,3.2
2.24E-05,3.2,3
2.24E-05,3,2.8
2.24E-05,3,3
2.25E-05,3,3
2.25E-05,3.2,3.4
2.26E-05,3.2,3.2
2.26E-05,3,3.4
2.26E-05,3.2,3.2
2.27E-05,3.2,3.2
2.27E-05,3,3.2
2.28E-05,3.4,3
2.28E-05,3,2.8
2.28E-05,3,3.2
2.29E-05,3,3.4
2.29E-05,3.2,3.2
2.30E-05,3.2,2.8
2.30E-05,3,3.2
2.30E-05,3,3.2
2.31E-05,3,3.2
2.31E-05,3.4,3.4
2.32E-05,3,3.2
2.32E-05,3,3.2
2.32E-05,3.2,3.2
2.33E-05,3.2,3
2.33E-05,3.2,3
2.34E-05,3,3.2
2.34E-05,3.2,3.2
2.34E-05,3.2,3.2
2.35E-05,3,3.4
2.35E-05,3.2,3
2.36E-05,3.2,3.2
2.36E-05,3,3.2
2.36E-05,3.2,3
2.37E-05,3.2,3
2.37E-05,3.2,3
2.38E-05,3.4,3.2
2.38E-05,3,3
2.38E-05,3.2,3.4
2.39E-05,3,3.2
2.39E-05,3,3.2
2.40E-05,3.4,3.2
2.40E-05,3.4,3.2
2.40E-05,3.2,3.2
2.41E-05,3,3
2.41E-05,3,3
2.42E-05,3,3.2
2.42E-05,3,3.2
2.42E-05,3.2,3
2.43E-05,3.2,3
2.43E-05,3.2,3.2
2.44E-05,3,3.2
2.44E-05,3,3.2
2.44E-05,3,3
2.45E-05,2.8,3
2.45E-05,3,3.2
2.46E-05,3,3
2.46E-05,3.2,3
2.46E-05,3,3
2.47E-05,3.2,3
2.47E-05,3,3.2
2.48E-05,3,3
2.48E-05,3.2,3
2.48E-05,3,3.2
2.49E-05,3.2,3
2.49E-05,3.2,3.2
2.50E-05,3,3.4
2.50E-05,3,3.2
2.50E-05,3,3
2.51E-05,2.8,3.2
2.51E-05,3.2,3
2.52E-05,3.2,3.2
2.52E-05,3.2,3
2.52E-05,3.2,2.8
2.53E-05,3,3.2
2.53E-05,3.2,3.2
2.54E-05,3,3.2
2.54E-05,3.4,3
2.54E-05,3.2,3.2
2.55E-05,3.2,3.2
2.55E-05,3.2,3.6
2.56E-05,3.2,3
2.56E-05,3.2,3.2
2.56E-05,3.2,3.2
2.57E-05,3,3.2
2.57E-05,2.8,3
2.58E-05,3.2,3
2.58E-05,3.2,3.2
2.58E-05,3,3
2.59E-05,3.2,3
2.59E-05,3.2,3
2.60E-05,3,3.2
2.60E-05,3,3.2
2.60E-05,3.2,3.2
2.61E-05,3,3.2
2.61E-05,3.2,3.2
2.62E-05,3,2.8
2.62E-05,3.2,3
2.62E-05,3.2,3
2.63E-05,3.2,3.2
2.63E-05,3.2,3.2
2.64E-05,3.2,2.8
2.64E-05,3.2,3.2
2.64E-05,3.2,3
2.65E-05,3,3.6
2.65E-05,3,3.2
2.66E-05,3.4,3.2
2.66E-05,3.2,3.2
2.66E-05,3.2,3.2
2.67E-05,3.4,3.2
2.67E-05,3.2,3.2
2.68E-05,3.2,3.2
2.68E-05,3,3.2
2.68E-05,3,3.4
2.69E-05,3.2,3.2
2.69E-05,3.2,2.8
2.70E-05,3.2,3
2.70E-05,3.2,3
2.70E-05,3.2,3.4
2.71E-05,3,3
2.71E-05,3.2,3
2.72E-05,3,3.2
2.72E-05,3,3.2
2.72E-05,3,3.2
2.73E-05,3,3
2.73E-05,3.2,2.8
2.74E-05,3.2,3.6
2.74E-05,3,3.2
2.74E-05,3,3.2
2.75E-05,3,3
2.75E-05,3.4,3.4
2.76E-05,3,3.4
2.76E-05,3,3.2
2.76E-05,3.2,3.2
2.77E-05,3,3.2
2.77E-05,3.2,3.2
2.78E-05,3,3.2
2.78E-05,3,3.2
2.78E-05,3.2,3.4
2.79E-05,3.2,3.4
2.79E-05,3.2,3.2
2.80E-05,3.2,3.4
2.80E-05,3.2,3
2.80E-05,3.2,3
2.81E-05,3.2,3.2
2.81E-05,3,3
2.82E-05,2.8,3.6
2.82E-05,3.2,3
2.82E-05,3.2,3.2
2.83E-05,3.2,3
2.83E-05,3,3.2
2.84E-05,3,3.4
2.84E-05,3.2,3
2.84E-05,3.2,3
2.85E-05,3.2,3
2.85E-05,3.2,3.2
2.86E-05,3,3
2.86E-05,3.2,3
2.86E-05,3,3.2
2.87E-05,3,3.2
2.87E-05,3.2,3
2.88E-05,3.2,3.2
2.88E-05,3,3
2.88E-05,3.2,3.2
2.89E-05,3.2,3.2
2.89E-05,3,3.4
2.90E-05,3.2,3.2
2.90E-05,3.2,3
2.90E-05,3.2,3.4
2.91E-05,3,3.2
2.91E-05,3.2,3.2
2.92E-05,3.2,3.2
2.92E-05,3.2,3
2.92E-05,3.2,3.2
2.93E-05,3.2,3.2
2.93E-05,3,3.4
2.94E-05,3.2,3.2
2.94E-05,3.2,3.4
2.94E-05,3.2,3.4
2.95E-05,3.2,3.6
2.95E-05,3,3.4
2.96E-05,3.2,3
2.96E-05,3,3.2
2.96E-05,3,2.8
2.97E-05,3,3.2
2.97E-05,3,3.4
2.98E-05,3.2,3.2
2.98E-05,3,3.4
2.98E-05,3.2,3.4
2.99E-05,3.2,3
2.99E-05,3,3.2
3.00E-05,3.4,3.2
3.00E-05,3.2,3.4
3.00E-05,3.2,3.2
3.01E-05,3.2,3.2
3.01E-05,3.2,3
3.02E-05,3.2,3.2
3.02E-05,3.2,3.4
3.02E-05,3,3.4
3.03E-05,3.2,3.2
3.03E-05,3.2,3
3.04E-05,3,3.2
3.04E-05,3.2,3.2
3.04E-05,3,3.6
3.05E-05,3.2,3.4
3.05E-05,3,3.2
3.06E-05,3,3.2
3.06E-05,3.4,3.2
3.06E-05,3,3
3.07E-05,3.4,3.2
3.07E-05,3.2,3
3.08E-05,3,3.2
3.08E-05,3,3.2
3.08E-05,3.2,3.2
3.09E-05,3.4,3
3.09E-05,3,3.2
3.10E-05,3.2,3
3.10E-05,3,3.4
3.10E-05,3,3.2
3.11E-05,3.2,3.2
3.11E-05,3,3
3.12E-05,3.2,3.2
3.12E-05,3,3
3.12E-05,3,3.2
3.13E-05,3,3.2
3.13E-05,3.2,3.4
3.14E-05,3.2,3.2
3.14E-05,3,3.2
3.14E-05,3.2,3
3.15E-05,3.2,3.4
3.15E-05,3.2,3.2
3.16E-05,3.2,3.2
3.16E-05,3,3.2
3.16E-05,3.2,3.4
3.17E-05,3.4,3.2
3.17E-05,3.2,3.2
3.18E-05,3,3.4
3.18E-05,3.2,3.2
3.18E-05,3.2,3.2
3.19E-05,3.2,3
3.19E-05,3.2,3.6
3.20E-05,3.2,3.2
3.20E-05,3,3
3.20E-05,3.2,3.4
3.21E-05,3,3.2
3.21E-05,3.2,3.6
3.22E-05,3,2.8
3.22E-05,3.2,3
3.22E-05,3.2,3.2
3.23E-05,3.2,3.2
3.23E-05,3.2,3.6
3.24E-05,3.2,3.2
3.24E-05,3,3
3.24E-05,3,3
3.25E-05,3.2,3
3.25E-05,3,2.8
3.26E-05,3.2,3
3.26E-05,3.2,3.2
3.26E-05,3,3.2
3.27E-05,3,3.2
3.27E-05,3.2,3.4
3.28E-05,3.4,3
3.28E-05,3,3.2
3.28E-05,3.2,3.4
3.29E-05,3,3.4
3.29E-05,3.2,2.8
3.30E-05,3,3
3.30E-05,3.4,3.2
3.30E-05,3.2,3.2
3.31E-05,3.2,3.2
3.31E-05,3.2,3.2
3.32E-05,3.2,2.8
3.32E-05,3.2,3.4
3.32E-05,3.2,3.2
3.33E-05,3.2,3.2
3.33E-05,3.2,3
3.34E-05,3.2,3.2
3.34E-05,3.2,3.2
3.34E-05,3.2,3.6
3.35E-05,3,3.2
3.35E-05,3.2,3.2
3.36E-05,3,3
3.36E-05,3.2,3.2
3.36E-05,3,3.2
3.37E-05,3.2,3
3.37E-05,3.2,3.4
3.38E-05,3.4,3.2
3.38E-05,3.2,3
3.38E-05,3.2,3
3.39E-05,3,3
3.39E-05,3,3.2
3.40E-05,3.2,3.2
3.40E-05,3.2,3.4
3.40E-05,3.2,3.4
3.41E-05,3.2,2.8
3.41E-05,3.2,3
3.42E-05,3.2,3.2
3.42E-05,3,3.2
3.42E-05,3.2,3.2
3.43E-05,3.2,2.8
3.43E-05,3,3
3.44E-05,3.2,3.2
3.44E-05,3,3.6
3.44E-05,3.2,3
3.45E-05,3.2,3.4
3.45E-05,3.2,3.4
3.46E-05,3.4,3.2
3.46E-05,3,3.2
3.46E-05,3.2,3.6
3.47E-05,3.2,3.2
3.47E-05,2.8,3
3.48E-05,3.2,3.6
3.48E-05,3.4,3.2
3.48E-05,3.2,2.8
3.49E-05,3.2,3.4
3.49E-05,3.2,3
3.50E-05,2.8,3.2
3.50E-05,3.2,3
3.50E-05,3,3.2
3.51E-05,3.2,3.2
3.51E-05,3.2,3.2
3.52E-05,3.2,3
3.52E-05,3.2,3.2
3.52E-05,3,3
3.53E-05,3.2,3.4
3.53E-05,3.2,3.2
3.54E-05,3,3.2
3.54E-05,3,3
3.54E-05,3.2,3.2
3.55E-05,3,3
3.55E-05,3.4,3.4
3.56E-05,3.2,2.8
3.56E-05,3.2,3.2
3.56E-05,3.2,3.2
3.57E-05,3.2,3
3.57E-05,3,3
3.58E-05,3,3.2
3.58E-05,3.2,3.2
3.58E-05,3,3.2
3.59E-05,3.2,3.4
3.59E-05,2.8,3
3.60E-05,3.2,2.8
3.60E-05,3.2,3.2
3.60E-05,2.8,3.2
3.61E-05,3,3.4
3.61E-05,3.4,3.2
3.62E-05,3,3.2
3.62E-05,3.2,3.2
3.62E-05,3,3.4
3.63E-05,3,3.2
3.63E-05,3.2,3.2
3.64E-05,3.2,3.2
3.64E-05,3,3.4
3.64E-05,3,3
3.65E-05,3.2,3.2
3.65E-05,3.2,3
3.66E-05,3.2,3.2
3.66E-05,3.2,3.2
3.66E-05,3.2,3.2
3.67E-05,3.2,3
3.67E-05,3,3
3.68E-05,3,3
3.68E-05,3,3
3.68E-05,3,3.2
3.69E-05,3.2,3.2
3.69E-05,3.2,3.2
3.70E-05,3,3.2
3.70E-05,3.2,3.2
3.70E-05,3.2,3.2
3.71E-05,3.4,3
3.71E-05,3.2,3
3.72E-05,3,3.4
3.72E-05,3.2,3
3.72E-05,3,3.4
3.73E-05,3,3.2
3.73E-05,3.2,3
3.74E-05,3.2,3.2
3.74E-05,3.2,3.4
3.74E-05,3.2,3
3.75E-05,3.2,3
3.75E-05,3.2,3
3.76E-05,3,3.2
3.76E-05,2.8,3.4
3.76E-05,3.2,3.2
3.77E-05,3.2,3.2
3.77E-05,3,3.2
3.78E-05,3.2,3.2
3.78E-05,3.2,3.2
3.78E-05,3,3.2
3.79E-05,3.4,3.4
3.79E-05,3.4,3
3.80E-05,3.2,3
3.80E-05,3.2,3.4
3.80E-05,3.2,3
3.81E-05,3.4,3.2
3.81E-05,3,3.2
3.82E-05,3,3.2
3.82E-05,3,3.2
3.82E-05,3.2,2.8
3.83E-05,3.2,3
3.83E-05,3,3.2
3.84E-05,3,3.6
3.84E-05,3.2,3
3.84E-05,3.2,3.2
3.85E-05,3.2,3.2
3.85E-05,3.2,3.2
3.86E-05,3.2,3.2
3.86E-05,3.2,3
