Time - Plot 0,Amplitude - Plot 1,Amplitude - Plot 0
4.96E-05,-2,-1
4.96E-05,-1.8,-1.2
4.97E-05,-2,-0.8
4.97E-05,-2,-0.8
4.98E-05,-2,-0.8
4.98E-05,-1.8,-0.6
4.98E-05,-1.8,-0.8
4.99E-05,-1.8,-0.6
4.99E-05,-1.8,-0.6
5.00E-05,-1.6,-0.6
5.00E-05,-1.6,-0.4
5.00E-05,-1.2,-0.2
5.01E-05,-1.4,-0.2
5.01E-05,-1.4,-0.2
5.02E-05,-1.6,0.2
5.02E-05,-1.6,0
5.02E-05,-1.6,0.2
5.03E-05,-1.6,0.2
5.03E-05,-1.2,0
5.04E-05,-1.4,0.2
5.04E-05,-1.4,0.2
5.04E-05,-1,0.4
5.05E-05,-1,0.6
5.05E-05,-1.4,0.4
5.06E-05,-1.2,0.4
5.06E-05,-1.2,0.4
5.06E-05,-1.2,0.6
5.07E-05,-1,0.8
5.07E-05,-1.2,0.8
5.08E-05,-1.2,1
5.08E-05,-1,0.8
5.08E-05,-0.6,1
5.09E-05,-0.8,1
5.09E-05,-0.8,1
5.10E-05,-0.8,1
5.10E-05,-0.8,1.2
5.10E-05,-0.8,1.2
5.11E-05,-0.8,1.4
5.11E-05,-0.8,1.6
5.12E-05,-0.6,1.6
5.12E-05,-0.6,1.4
5.12E-05,-0.4,1.6
5.13E-05,-0.4,1.6
5.13E-05,-0.4,1.6
5.14E-05,-0.2,1.6
5.14E-05,-0.4,1.6
5.14E-05,-0.2,1.8
5.15E-05,-0.2,2
5.15E-05,-0.4,1.6
5.16E-05,-0.2,2.2
5.16E-05,-0.4,2.2
5.16E-05,-0.2,2.2
5.17E-05,0,2.2
5.17E-05,-0.2,2.2
5.18E-05,0,2.4
5.18E-05,0,2.4
5.18E-05,0,2.4
5.19E-05,-0.2,2.6
5.19E-05,0,2.4
5.20E-05,0.2,2.8
5.20E-05,0,2.4
5.20E-05,0.2,2.6
5.21E-05,0,2.8
5.21E-05,0.2,2.8
5.22E-05,0.2,2.8
5.22E-05,0.2,3
5.22E-05,0.2,3
5.23E-05,0.2,3
5.23E-05,0.6,3
5.24E-05,0.4,3.2
5.24E-05,0.4,3.4
5.24E-05,0.6,3.2
5.25E-05,0.2,3.2
5.25E-05,0.4,3.2
5.26E-05,0.6,3.4
5.26E-05,0.6,3.4
5.26E-05,0.6,3.6
5.27E-05,0.6,3.6
5.27E-05,0.8,3.6
5.28E-05,0.8,3.6
5.28E-05,0.8,4.2
5.28E-05,0.8,3.8
5.29E-05,0.8,3.6
5.29E-05,1,3.8
5.30E-05,1.2,3.8
5.30E-05,1,3.8
5.30E-05,1,3.8
5.31E-05,0.8,4
5.31E-05,1,3.8
5.32E-05,1,4.2
5.32E-05,1,4.2
5.32E-05,1,4.2
5.33E-05,1.2,4.2
5.33E-05,1.2,4
5.34E-05,1.2,4.6
5.34E-05,1.4,4.4
5.34E-05,1.2,4.2
5.35E-05,1.4,4.4
5.35E-05,1.4,4.4
5.36E-05,1.6,4.4
5.36E-05,1.2,4.4
5.36E-05,1.6,4.4
5.37E-05,1.6,4.6
5.37E-05,1.6,4.6
5.38E-05,1.4,5
5.38E-05,1.4,4.6
5.38E-05,1.8,4.6
5.39E-05,1.8,4.6
5.39E-05,1.6,4.8
5.40E-05,2,4.6
5.40E-05,2,4.8
5.40E-05,1.8,4.8
5.41E-05,1.6,5
5.41E-05,1.8,4.8
5.42E-05,1.8,4.6
5.42E-05,2,4.6
5.42E-05,2,4.8
5.43E-05,2,5
5.43E-05,2,5
5.44E-05,2,4.8
5.44E-05,2,4.8
5.44E-05,2.2,5
5.45E-05,2,5
5.45E-05,2.2,5
5.46E-05,2.2,4.8
5.46E-05,2.2,5
5.46E-05,2.2,5.2
5.47E-05,2.2,5.2
5.47E-05,2.2,5
5.48E-05,2.2,4.8
5.48E-05,2.6,5
5.48E-05,2.4,5
5.49E-05,2.4,4.8
5.49E-05,2.4,5.2
5.50E-05,2.6,5
5.50E-05,2.4,5.2
5.50E-05,2.4,5
5.51E-05,2.6,5.4
5.51E-05,2.4,5.2
5.52E-05,2.8,5.4
5.52E-05,2.8,5.2
5.52E-05,3,5
5.53E-05,2.6,5.2
5.53E-05,2.8,5
5.54E-05,3,5.2
5.54E-05,3,4.8
5.54E-05,3,5.2
5.55E-05,3.2,4.8
5.55E-05,2.8,5.4
5.56E-05,2.8,5.2
5.56E-05,3,5.2
5.56E-05,3.2,4.8
5.57E-05,3,5.2
5.57E-05,3,5.2
5.58E-05,3,5
5.58E-05,3.2,5.2
5.58E-05,3,5
5.59E-05,3.2,5
5.59E-05,3.6,5
5.60E-05,3,4.8
5.60E-05,3.2,5
5.60E-05,3.2,5
5.61E-05,3.4,5.2
5.61E-05,3.6,5.2
5.62E-05,3.6,5
5.62E-05,3.6,5
5.62E-05,3.2,4.8
5.63E-05,3.6,5
5.63E-05,3.8,4.8
5.64E-05,3.4,4.8
5.64E-05,3.6,4.8
5.64E-05,3.6,4.8
5.65E-05,3.6,4.6
5.65E-05,3.8,5
5.66E-05,3.6,4.8
5.66E-05,3.4,4.8
5.66E-05,3.8,4.6
5.67E-05,3.8,4.6
5.67E-05,3.8,4.4
5.68E-05,4,4.8
5.68E-05,3.6,4.6
5.68E-05,3.8,4.8
5.69E-05,3.6,4.4
5.69E-05,4,4.6
5.70E-05,4.2,4.4
5.70E-05,4,4.4
5.70E-05,4,4.4
5.71E-05,4,4.6
5.71E-05,4,4.4
5.72E-05,4,4.2
5.72E-05,4.4,4.2
5.72E-05,4.2,4.2
5.73E-05,4.2,4.2
5.73E-05,3.8,4.2
5.74E-05,4,4.2
5.74E-05,4.4,4
5.74E-05,4,3.8
5.75E-05,4.4,4.2
5.75E-05,4.4,3.8
5.76E-05,4.2,4
5.76E-05,4.4,3.8
5.76E-05,4.2,4
5.77E-05,4.2,3.8
5.77E-05,4.4,4
5.78E-05,4,3.6
5.78E-05,4.2,3.6
5.78E-05,3.8,3.8
5.79E-05,4,3.6
5.79E-05,4,3.6
5.80E-05,4.2,3.4
5.80E-05,4,3.4
5.80E-05,4,3.4
5.81E-05,3.8,3.4
5.81E-05,4,3.4
5.82E-05,3.8,3
5.82E-05,3.8,3.2
5.82E-05,3.8,3
5.83E-05,3.8,3.4
5.83E-05,3.8,3
5.84E-05,3.6,2.8
5.84E-05,3.8,3
5.84E-05,3.8,3
5.85E-05,3.8,2.8
5.85E-05,3.6,2.4
5.86E-05,4,2.6
5.86E-05,3.8,2.8
5.86E-05,3.6,2.6
5.87E-05,3.6,2.4
5.87E-05,3.4,2.4
5.88E-05,4,2.4
5.88E-05,3.8,2.4
5.88E-05,3.4,2.4
5.89E-05,3.4,2
5.89E-05,3.4,2.2
5.90E-05,3.4,2.2
5.90E-05,3.4,2
5.90E-05,3.4,2.4
5.91E-05,3.2,1.8
5.91E-05,3.4,1.8
5.92E-05,3.2,2
5.92E-05,3.2,2
5.92E-05,3.2,1.6
5.93E-05,3.4,1.6
5.93E-05,3.2,1.6
5.94E-05,3.2,1.6
5.94E-05,3.4,1.6
5.94E-05,3.2,1.2
5.95E-05,3.2,1.4
5.95E-05,3,1
5.96E-05,2.8,1.4
5.96E-05,3.2,1
5.96E-05,3.2,1
5.97E-05,3,1.2
5.97E-05,3,0.8
5.98E-05,3,0.6
5.98E-05,3,0.8
5.98E-05,2.8,0.8
5.99E-05,3,0.8
5.99E-05,2.8,0.6
6.00E-05,2.8,0.4
6.00E-05,2.6,0.6
6.00E-05,2.8,0.4
6.01E-05,2.8,0.4
6.01E-05,2.6,0.4
6.02E-05,2.8,0.2
6.02E-05,2.6,0
6.02E-05,2.6,0.2
6.03E-05,2.6,0.2
6.03E-05,2.6,-0.2
6.04E-05,2.6,-0.2
6.04E-05,2.6,-0.2
6.04E-05,2.6,-0.4
6.05E-05,2.6,-0.2
6.05E-05,2.4,-0.4
6.06E-05,2.6,-0.6
6.06E-05,2.4,-0.6
6.06E-05,2.4,-0.4
6.07E-05,2.4,-0.8
6.07E-05,2.2,-0.4
6.08E-05,2.4,-0.6
6.08E-05,2.4,-0.8
6.08E-05,2.4,-0.8
6.09E-05,2.4,-1
6.09E-05,2.4,-0.8
6.10E-05,2.2,-0.8
6.10E-05,2,-1
6.10E-05,2.2,-1.2
6.11E-05,2,-1
6.11E-05,2.2,-1.6
6.12E-05,2,-1.4
6.12E-05,2,-1.4
6.12E-05,2,-1.2
6.13E-05,1.8,-1.4
6.13E-05,2,-1.6
6.14E-05,2,-1.8
6.14E-05,2,-1.6
6.14E-05,1.8,-1.6
6.15E-05,2.2,-1.8
6.15E-05,1.8,-2
6.16E-05,1.8,-2
6.16E-05,1.8,-2
6.16E-05,1.8,-2
6.17E-05,1.8,-1.8
6.17E-05,1.8,-2.2
6.18E-05,1.6,-2.2
6.18E-05,1.8,-2.2
6.18E-05,1.6,-2.6
6.19E-05,1.6,-2.4
6.19E-05,1.8,-2.4
6.20E-05,1.6,-2.8
6.20E-05,1.6,-2.6
6.20E-05,1.4,-2.4
6.21E-05,1.2,-2.6
6.21E-05,1.2,-2.8
6.22E-05,1.4,-2.8
6.22E-05,1.4,-3
6.22E-05,1.4,-2.8
6.23E-05,1.2,-2.8
6.23E-05,1.4,-3
6.24E-05,1.2,-3.2
6.24E-05,1.2,-2.8
6.24E-05,1.2,-3.2
6.25E-05,1.4,-3.4
6.25E-05,1.2,-3.4
6.26E-05,1.4,-3.2
6.26E-05,1.2,-3.4
6.26E-05,0.8,-3.4
6.27E-05,1.2,-3.6
6.27E-05,1.4,-3.4
6.28E-05,1.2,-3.6
6.28E-05,1.2,-3.8
6.28E-05,0.8,-3.6
6.29E-05,1,-3.8
6.29E-05,1,-3.6
6.30E-05,0.8,-3.8
6.30E-05,1,-3.8
6.30E-05,0.8,-3.6
6.31E-05,1,-4
6.31E-05,0.8,-4
6.32E-05,0.8,-3.6
6.32E-05,0.8,-4
6.32E-05,0.8,-4.4
6.33E-05,1,-4.2
6.33E-05,0.8,-4.2
6.34E-05,0.8,-4
6.34E-05,0.8,-4.4
6.34E-05,0.6,-4.2
6.35E-05,0.4,-4.4
6.35E-05,0.6,-4.4
6.36E-05,0.6,-4.4
6.36E-05,0.6,-4.2
6.36E-05,0.4,-4.4
6.37E-05,0.6,-4.6
6.37E-05,0.4,-4.6
6.38E-05,0.4,-4.6
6.38E-05,0.4,-4.6
6.38E-05,0.6,-4.6
6.39E-05,0.4,-4.4
6.39E-05,0.2,-4.8
6.40E-05,0.4,-4.6
6.40E-05,0.2,-5
6.40E-05,0.4,-4.6
6.41E-05,0.4,-4.6
6.41E-05,0.6,-4.8
6.42E-05,0.2,-5
6.42E-05,0,-5
6.42E-05,0.4,-5
6.43E-05,0,-4.8
6.43E-05,0.2,-5
6.44E-05,0.2,-5
6.44E-05,0,-5
6.44E-05,0.2,-4.6
6.45E-05,-0.2,-5
6.45E-05,0,-4.8
6.46E-05,0,-5.2
6.46E-05,0,-5
6.46E-05,0.2,-5.2
6.47E-05,-0.2,-4.6
6.47E-05,-0.2,-5
6.48E-05,-0.2,-5.2
6.48E-05,-0.4,-4.8
6.48E-05,-0.2,-5.4
6.49E-05,-0.2,-5
6.49E-05,-0.2,-5.2
6.50E-05,-0.4,-5.2
6.50E-05,-0.2,-5
6.50E-05,-0.6,-5
6.51E-05,-0.4,-5
6.51E-05,-0.6,-5
6.52E-05,-0.4,-5.2
6.52E-05,-0.4,-5.2
6.52E-05,-0.6,-5
6.53E-05,-0.6,-5.2
6.53E-05,-0.4,-5.4
6.54E-05,-0.8,-5.2
6.54E-05,-0.6,-5
6.54E-05,-0.4,-5
6.55E-05,-0.8,-5.4
6.55E-05,-0.8,-5
6.56E-05,-0.6,-5.2
6.56E-05,-0.8,-5.2
6.56E-05,-0.8,-5
6.57E-05,-0.8,-5.2
6.57E-05,-0.8,-5.2
6.58E-05,-1,-5
6.58E-05,-0.8,-5.2
6.58E-05,-0.8,-5
6.59E-05,-0.8,-5
6.59E-05,-1,-5.2
6.60E-05,-0.6,-4.8
6.60E-05,-1.2,-5
6.60E-05,-1,-4.8
6.61E-05,-1,-5
6.61E-05,-1,-5
6.62E-05,-1,-5
6.62E-05,-1.2,-5
6.62E-05,-1.2,-4.8
6.63E-05,-1,-5
6.63E-05,-1,-4.8
6.64E-05,-1.2,-4.8
6.64E-05,-1.2,-4.6
6.64E-05,-1.6,-4.8
6.65E-05,-1.2,-5
6.65E-05,-1.2,-4.6
6.66E-05,-1.2,-4.8
6.66E-05,-1.4,-4.6
6.66E-05,-1.4,-4.8
6.67E-05,-1,-4.4
6.67E-05,-1.2,-4.4
6.68E-05,-1.2,-4.6
6.68E-05,-1.4,-4.6
6.68E-05,-1.4,-4.6
6.69E-05,-1.6,-4.4
6.69E-05,-1.6,-4.4
6.70E-05,-1.6,-4.2
6.70E-05,-1.6,-4.2
6.70E-05,-1.6,-4.6
6.71E-05,-1.4,-4.2
6.71E-05,-1.6,-4.2
6.72E-05,-1.6,-4.4
6.72E-05,-1.6,-4.4
6.72E-05,-1.6,-4.2
6.73E-05,-1.8,-4.2
6.73E-05,-1.8,-4.2
6.74E-05,-1.8,-4.2
6.74E-05,-1.8,-4
6.74E-05,-2,-4
6.75E-05,-1.8,-4
6.75E-05,-2,-4
6.76E-05,-1.8,-4
6.76E-05,-2.2,-3.6
6.76E-05,-2,-3.6
6.77E-05,-1.8,-3.8
6.77E-05,-2.2,-3.6
6.78E-05,-2,-3.8
6.78E-05,-2,-3.6
6.78E-05,-2.2,-3.4
6.79E-05,-2.2,-3.6
6.79E-05,-2.2,-3.4
6.80E-05,-2.2,-3.4
6.80E-05,-2,-3.6
6.80E-05,-2.2,-3.4
6.81E-05,-2.2,-3.4
6.81E-05,-2.2,-3.4
6.82E-05,-2.4,-3.2
6.82E-05,-2,-3.2
6.82E-05,-2.2,-3
6.83E-05,-2.4,-3
6.83E-05,-2.4,-3
6.84E-05,-2.4,-3.2
6.84E-05,-2.4,-2.8
6.84E-05,-2.4,-2.6
6.85E-05,-2.4,-2.8
6.85E-05,-2.4,-2.8
6.86E-05,-2.6,-2.6
6.86E-05,-2.4,-2.6
6.86E-05,-2.4,-2.2
6.87E-05,-2.4,-2.4
6.87E-05,-2.6,-2.6
6.88E-05,-2.6,-2.2
6.88E-05,-2.4,-2.4
6.88E-05,-2.6,-2.4
6.89E-05,-2.8,-2.2
6.89E-05,-2.6,-2.2
6.90E-05,-2.6,-2.2
6.90E-05,-2.4,-1.8
6.90E-05,-2.6,-2
6.91E-05,-2.6,-1.8
6.91E-05,-2.4,-1.8
6.92E-05,-2.4,-1.8
6.92E-05,-2.4,-1.4
6.92E-05,-2.2,-1.6
6.93E-05,-2.2,-1.8
6.93E-05,-2.2,-1.4
6.94E-05,-2,-1.4
6.94E-05,-2,-1.4
6.94E-05,-2,-1.4
6.95E-05,-2.2,-1.2
6.95E-05,-2,-1.2
6.96E-05,-2,-1.4
6.96E-05,-2.2,-0.8
6.96E-05,-2.2,-1
6.97E-05,-2,-0.8
6.97E-05,-1.8,-1
6.98E-05,-2,-1
6.98E-05,-1.8,-0.6
6.98E-05,-1.8,-0.6
6.99E-05,-1.6,-0.6
6.99E-05,-1.8,-0.4
7.00E-05,-1.8,-0.4
7.00E-05,-1.6,-0.4
7.00E-05,-1.8,-0.6
7.01E-05,-1.6,-0.2
7.01E-05,-1.4,-0.2
7.02E-05,-1.6,0
7.02E-05,-1.6,-0.2
7.02E-05,-1.4,0
7.03E-05,-1.4,-0.2
7.03E-05,-1.4,0.2
7.04E-05,-1.2,0.2
7.04E-05,-1.2,0.2
7.04E-05,-1.4,0.2
7.05E-05,-1,0.4
7.05E-05,-1,0.6
7.06E-05,-1.2,0.6
7.06E-05,-1.2,0.6
7.06E-05,-0.8,0.6
7.07E-05,-1,0.8
7.07E-05,-1,0.8
7.08E-05,-1,0.6
7.08E-05,-1,0.8
7.08E-05,-1,1
7.09E-05,-1,0.8
7.09E-05,-0.8,1
7.10E-05,-0.8,1.2
7.10E-05,-0.8,1.4
7.10E-05,-0.6,1.4
7.11E-05,-0.6,1.4
7.11E-05,-0.6,1.4
7.12E-05,-0.6,1.2
7.12E-05,-0.4,1.6
7.12E-05,-0.6,1.4
7.13E-05,-0.4,1.6
7.13E-05,-0.2,1.6
7.14E-05,-0.4,2
7.14E-05,-0.6,1.8
7.14E-05,-0.4,1.8
7.15E-05,-0.2,2
7.15E-05,-0.4,1.8
7.16E-05,-0.6,2
7.16E-05,-0.2,2
7.16E-05,-0.2,2.2
7.17E-05,-0.2,2.2
7.17E-05,0,2.4
7.18E-05,0,2
7.18E-05,-0.2,2.4
7.18E-05,0,2.6
7.19E-05,-0.2,2.6
7.19E-05,0,2.4
7.20E-05,0.2,2.6
7.20E-05,0,2.8
7.20E-05,0.2,2.8
7.21E-05,0,2.8
7.21E-05,0.2,2.8
7.22E-05,0.4,2.8
7.22E-05,0.2,3
7.22E-05,0,2.8
7.23E-05,0.4,2.8
7.23E-05,0.4,2.8
7.24E-05,0.4,3.2
7.24E-05,0.4,3.4
7.24E-05,0.4,3.4
7.25E-05,0.6,3.2
7.25E-05,0.4,3.6
7.26E-05,0.8,3.6
7.26E-05,0.4,4
7.26E-05,0.8,3.6
7.27E-05,0.4,3.6
7.27E-05,0.6,3.6
7.28E-05,0.8,3.6
7.28E-05,1,3.6
7.28E-05,0.6,3.8
7.29E-05,0.8,3.8
7.29E-05,1,3.8
7.30E-05,0.8,4.2
7.30E-05,0.8,3.6
7.30E-05,0.8,3.8
7.31E-05,1,4
7.31E-05,1,4
7.32E-05,1,4.2
7.32E-05,1.4,4.4
7.32E-05,1.2,3.8
7.33E-05,1,4.2
7.33E-05,1.4,4.2
7.34E-05,1.4,4.2
7.34E-05,1.4,4.2
7.34E-05,1,4.4
7.35E-05,1.4,4.2
7.35E-05,1.4,4.4
7.36E-05,1.6,4.8
7.36E-05,1.4,4.4
7.36E-05,1.4,4.6
7.37E-05,1.6,4.6
7.37E-05,1.6,4.4
7.38E-05,1.6,4.6
7.38E-05,1.8,4.8
7.38E-05,1.6,4.6
7.39E-05,1.6,4.6
7.39E-05,1.6,4.8
7.40E-05,1.8,4.6
7.40E-05,1.8,4.6
7.40E-05,1.6,4.8
7.41E-05,1.8,4.6
7.41E-05,2,4.8
7.42E-05,1.8,4.8
7.42E-05,2,4.8
7.42E-05,2,4.8
7.43E-05,2.2,4.8
7.43E-05,2,5
7.44E-05,2,4.6
7.44E-05,2.2,5
7.44E-05,2.4,5
7.45E-05,2,5
7.45E-05,2,5.2
7.46E-05,2.2,5
7.46E-05,2.6,5.2
7.46E-05,2.2,5.2
7.47E-05,2.2,5
7.47E-05,2.4,5
7.48E-05,2.2,5
7.48E-05,2.4,5.2
7.48E-05,2.4,5
7.49E-05,2.4,5.4
7.49E-05,2.6,5.2
7.50E-05,2.6,5.4
7.50E-05,2.8,5.2
7.50E-05,2.6,5.4
7.51E-05,2.6,5.2
7.51E-05,2.8,5
7.52E-05,3,5.4
7.52E-05,2.8,5.2
7.52E-05,3,5.2
7.53E-05,2.8,5
7.53E-05,3,5.4
7.54E-05,2.8,4.8
7.54E-05,2.8,5.2
7.54E-05,2.8,5
7.55E-05,3,5
7.55E-05,2.8,5.2
7.56E-05,3,5.2
7.56E-05,3,5.2
7.56E-05,3,5.2
7.57E-05,3.4,5
7.57E-05,3.2,5.2
7.58E-05,3,5.2
7.58E-05,3.2,5.2
7.58E-05,3,5
7.59E-05,3.2,5
7.59E-05,3.2,5
7.60E-05,3.4,5.2
7.60E-05,3.6,5.2
7.60E-05,3,4.8
7.61E-05,3.2,5
7.61E-05,3.4,5
7.62E-05,3.4,5
7.62E-05,3.4,4.8
7.62E-05,3.4,5
7.63E-05,3.4,4.8
7.63E-05,3.6,5
7.64E-05,3.6,5
7.64E-05,3.6,4.8
7.64E-05,3.4,4.8
7.65E-05,3.6,5.2
7.65E-05,3.6,5
7.66E-05,3.8,5.2
7.66E-05,3.6,4.8
7.66E-05,3.6,5
7.67E-05,3.6,4.8
7.67E-05,3.8,4.4
7.68E-05,4,4.8
7.68E-05,4,4.6
7.68E-05,3.8,4.6
7.69E-05,3.8,4.8
7.69E-05,4,4.8
7.70E-05,3.8,4.4
7.70E-05,4,4.6
7.70E-05,3.8,4.4
7.71E-05,4,4.4
7.71E-05,3.8,4.6
7.72E-05,4.4,4.4
7.72E-05,4,4
7.72E-05,4.4,4.4
7.73E-05,4.2,4.4
7.73E-05,4.2,4.4
7.74E-05,4.2,4.2
7.74E-05,4,4
7.74E-05,4.4,4
7.75E-05,4.2,3.8
7.75E-05,4.2,4.4
7.76E-05,4.4,4
7.76E-05,4.4,4
7.76E-05,4.2,4
7.77E-05,4.2,4
7.77E-05,4,3.8
7.78E-05,4.4,3.8
7.78E-05,4.2,3.6
7.78E-05,4,3.6
7.79E-05,4,3.8
7.79E-05,3.8,3.6
7.80E-05,3.8,3.4
7.80E-05,4,3.4
7.80E-05,4,3.4
7.81E-05,4.2,3.2
7.81E-05,4,3.2
7.82E-05,4,3.4
7.82E-05,4,3.2
7.82E-05,3.8,3.4
7.83E-05,3.8,3.2
7.83E-05,3.6,3
7.84E-05,3.6,3
7.84E-05,3.8,3.2
7.84E-05,3.8,3
7.85E-05,3.6,2.8
7.85E-05,3.8,2.6
7.86E-05,3.8,2.6
7.86E-05,3.6,2.6
7.86E-05,3.8,2.6
7.87E-05,3.6,2.2
7.87E-05,3.4,2.4
7.88E-05,3.4,2.4
7.88E-05,3.6,2.4
7.88E-05,3.6,2.6
7.89E-05,3.4,2.2
7.89E-05,3.6,2.4
7.90E-05,3.4,2.2
7.90E-05,3.6,2.2
7.90E-05,3.6,2.2
7.91E-05,3.4,1.6
7.91E-05,3.4,1.6
7.92E-05,3.6,1.8
7.92E-05,3.4,2
7.92E-05,3.2,1.4
7.93E-05,3.2,1.6
7.93E-05,3,1.6
7.94E-05,3.2,1.6
7.94E-05,3.4,1.4
7.94E-05,3.4,1.4
7.95E-05,2.8,1.2
7.95E-05,3.2,1.4
7.96E-05,3.2,1.2
7.96E-05,3,1
7.96E-05,3,1.2
7.97E-05,3,1
7.97E-05,3,1
7.98E-05,3,0.8
7.98E-05,3.2,1
7.98E-05,2.8,0.6
7.99E-05,3.2,0.8
7.99E-05,2.6,0.8
8.00E-05,3,0.4
8.00E-05,2.8,0.4
8.00E-05,2.8,0.4
8.01E-05,3,0.4
8.01E-05,2.6,0.2
8.02E-05,2.8,0.2
8.02E-05,2.8,0.2
8.02E-05,2.8,0
8.03E-05,2.8,0.4
8.03E-05,2.8,0
8.04E-05,2.8,-0.2
8.04E-05,2.6,-0.4
8.04E-05,2.6,-0.2
8.05E-05,2.6,-0.4
8.05E-05,2.4,0
8.06E-05,2.4,-0.6
8.06E-05,2.6,-0.4
8.06E-05,2.2,-0.6
8.07E-05,2.6,-1
8.07E-05,2.2,-0.8
8.08E-05,2.2,-0.6
8.08E-05,2.2,-0.8
8.08E-05,2.4,-0.8
8.09E-05,2.2,-0.6
8.09E-05,2.2,-1
8.10E-05,2.2,-1.2
8.10E-05,2.2,-1.2
8.10E-05,2.2,-1.4
8.11E-05,2.2,-0.8
8.11E-05,2.2,-1.2
8.12E-05,2.2,-1.4
8.12E-05,2,-1.4
8.12E-05,2,-1.4
8.13E-05,2.2,-1.6
8.13E-05,2,-1.6
8.14E-05,2,-1.6
8.14E-05,2,-1.6
8.14E-05,1.8,-1.8
8.15E-05,1.8,-1.4
8.15E-05,1.8,-2
8.16E-05,1.8,-2
8.16E-05,2,-2
8.16E-05,1.8,-2.2
8.17E-05,1.6,-2
8.17E-05,1.8,-2
8.18E-05,1.6,-2.4
8.18E-05,1.6,-2.4
8.18E-05,1.4,-2.4
8.19E-05,1.4,-2.4
8.19E-05,1.6,-2.6
8.20E-05,1.4,-2.6
8.20E-05,1.6,-2.6
8.20E-05,1.4,-2.6
8.21E-05,1.4,-2.8
8.21E-05,1.4,-3
8.22E-05,1.4,-2.8
8.22E-05,1.6,-2.8
8.22E-05,1.2,-3
8.23E-05,1.4,-3.2
8.23E-05,1.4,-3
8.24E-05,1.4,-3
8.24E-05,1.4,-3.2
8.24E-05,1,-3
8.25E-05,1.2,-3.4
8.25E-05,1.6,-3.2
8.26E-05,1.2,-3.4
8.26E-05,1.2,-3.2
8.26E-05,1,-3.6
8.27E-05,1,-3.6
8.27E-05,1,-3.4
8.28E-05,1,-3.8
8.28E-05,1.2,-3.4
8.28E-05,1,-3.6
8.29E-05,1,-3.8
8.29E-05,1,-3.6
8.30E-05,1,-3.6
8.30E-05,0.8,-3.6
8.30E-05,1,-4
8.31E-05,1,-4
8.31E-05,0.8,-4
8.32E-05,1,-4
8.32E-05,0.6,-4.2
8.32E-05,0.6,-3.8
8.33E-05,0.6,-4
8.33E-05,0.6,-4
8.34E-05,0.6,-4.2
8.34E-05,0.6,-4.2
8.34E-05,0.6,-4.4
8.35E-05,0.8,-4.2
8.35E-05,0.4,-4.6
8.36E-05,0.6,-4.4
8.36E-05,0.4,-4.4
8.36E-05,0.8,-4.4
8.37E-05,0.4,-4.4
8.37E-05,0.6,-4.4
8.38E-05,0.4,-4.4
8.38E-05,0.2,-4.6
8.38E-05,0.4,-4.2
8.39E-05,0.4,-4.8
8.39E-05,0.4,-4.8
8.40E-05,0.4,-4.6
8.40E-05,0.2,-4.8
8.40E-05,0.4,-4.8
8.41E-05,0.2,-4.8
8.41E-05,0.2,-4.8
8.42E-05,0.2,-4.8
8.42E-05,0,-5
8.42E-05,0.2,-4.8
8.43E-05,0.2,-4.6
8.43E-05,0.2,-4.8
8.44E-05,0,-5.2
8.44E-05,0.2,-5
8.44E-05,0.4,-5
8.45E-05,-0.2,-4.6
8.45E-05,-0.2,-5
8.46E-05,-0.2,-5
8.46E-05,0,-5
8.46E-05,0,-5.2
8.47E-05,0,-5.2
8.47E-05,0,-5
8.48E-05,-0.4,-5
8.48E-05,-0.4,-4.8
8.48E-05,-0.2,-5
8.49E-05,-0.2,-5
8.49E-05,-0.2,-5
8.50E-05,-0.2,-5.2
8.50E-05,-0.4,-5.2
8.50E-05,-0.2,-4.8
8.51E-05,-0.4,-5
8.51E-05,-0.4,-5.2
8.52E-05,-0.4,-5
8.52E-05,-0.4,-5
8.52E-05,-0.6,-5.2
8.53E-05,-0.6,-5.2
8.53E-05,-0.2,-5.2
8.54E-05,-0.4,-5.2
8.54E-05,-0.8,-5.2
8.54E-05,-0.6,-5
8.55E-05,-0.6,-5.2
8.55E-05,-0.8,-5.2
8.56E-05,-0.6,-5
8.56E-05,-0.6,-5.2
8.56E-05,-0.8,-4.8
8.57E-05,-0.6,-5
8.57E-05,-0.6,-5.2
8.58E-05,-0.8,-5
8.58E-05,-1,-5.2
8.58E-05,-0.8,-5
8.59E-05,-0.8,-5.2
8.59E-05,-0.8,-5
8.60E-05,-1,-5
8.60E-05,-1,-5
8.60E-05,-1,-5
8.61E-05,-1.2,-4.8
8.61E-05,-1,-5.2
8.62E-05,-1.2,-4.8
8.62E-05,-1.2,-4.8
8.62E-05,-1,-4.8
8.63E-05,-1.2,-4.6
8.63E-05,-1,-4.8
8.64E-05,-1,-5
8.64E-05,-1.4,-4.8
8.64E-05,-1.4,-4.8
8.65E-05,-1,-4.8
8.65E-05,-1.2,-4.6
8.66E-05,-1.4,-4.8
8.66E-05,-1.2,-4.8
8.66E-05,-1.4,-4.8
8.67E-05,-1.2,-4.6
8.67E-05,-1.6,-4.8
8.68E-05,-1.2,-4.4
8.68E-05,-1.2,-4.4
8.68E-05,-1.4,-4.4
8.69E-05,-1.2,-4.4
8.69E-05,-1.4,-4.2
8.70E-05,-1.6,-4.4
8.70E-05,-1.6,-4.6
8.70E-05,-1.6,-4.4
