Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,*build graph off of,,Time - square,Amplitude,,Time - circuit,Amplitude,1.839397206,3.160602794
0.001184,0.2,0.001184,0,,0.001184,0.002824,10.4,0.001184,0.002824,9.4,,
0.001188,0.2,0.001188,0,,0.001188,0.002828,10.4,0.001188,0.002828,9.4,,
0.001192,0.2,0.001192,0,,0.001192,0.002832,10.4,0.001192,0.002832,9.4,,
0.001196,0.2,0.001196,0,,0.001196,0.002836,10.2,0.001196,0.002836,9.4,,
0.0012,0.2,0.0012,0,,0.0012,0.00284,10.4,0.0012,0.00284,9.4,,
0.001204,0.2,0.001204,0,,0.001204,0.002844,10.4,0.001204,0.002844,9.4,,
0.001208,0.2,0.001208,0,,0.001208,0.002848,10.4,0.001208,0.002848,9.4,,
0.001212,0.2,0.001212,0,,0.001212,0.002852,10.2,0.001212,0.002852,9.4,,
0.001216,0.2,0.001216,0,,0.001216,0.002856,10.4,0.001216,0.002856,9.4,,
0.00122,0.2,0.00122,0,,0.00122,0.00286,10.2,0.00122,0.00286,9.4,,
0.001224,0.2,0.001224,0,,0.001224,0.002864,10.4,0.001224,0.002864,9.4,,
0.001228,0,0.001228,0,,0.001228,0.002868,10.4,0.001228,0.002868,9.4,,
0.001232,0.2,0.001232,0,,0.001232,0.002872,10.2,0.001232,0.002872,9.4,,
0.001236,0.2,0.001236,0,,0.001236,0.002876,10.4,0.001236,0.002876,9.4,,
0.00124,0.2,0.00124,0,,0.00124,0.00288,10.4,0.00124,0.00288,9.6,,
0.001244,0.2,0.001244,0,,0.001244,0.002884,10.4,0.001244,0.002884,9.4,,
0.001248,0.2,0.001248,0.2,,0.001248,0.002888,10.4,0.001248,0.002888,9.6,,
0.001252,0.2,0.001252,0,,0.001252,0.002892,10.4,0.001252,0.002892,9.4,,
0.001256,0.2,0.001256,0,,0.001256,0.002896,10.4,0.001256,0.002896,9.4,,
0.00126,0.2,0.00126,0,,0.00126,0.0029,10.4,0.00126,0.0029,9.6,,
0.001264,0.2,0.001264,0,,0.001264,0.002904,10.4,0.001264,0.002904,9.4,,
0.001268,0.2,0.001268,0,,0.001268,0.002908,10.4,0.001268,0.002908,9.6,,
0.001272,0.2,0.001272,0,,0.001272,0.002912,10.4,0.001272,0.002912,9.4,,
0.001276,0.2,0.001276,0,,0.001276,0.002916,10.4,0.001276,0.002916,9.6,,
0.00128,0.2,0.00128,0,,0.00128,0.00292,10.4,0.00128,0.00292,9.6,,
0.001284,0.2,0.001284,0,,0.001284,0.002924,10.4,0.001284,0.002924,9.6,,
0.001288,0.2,0.001288,0,,0.001288,0.002928,10.4,0.001288,0.002928,9.6,,
0.001292,0.2,0.001292,0,,0.001292,0.002932,10.4,0.001292,0.002932,9.6,,
0.001296,0.2,0.001296,0,,0.001296,0.002936,10.4,0.001296,0.002936,9.6,,
0.0013,0.2,0.0013,0,,0.0013,0.00294,10.2,0.0013,0.00294,9.6,,
0.001304,0.2,0.001304,0,,0.001304,0.002944,10.4,0.001304,0.002944,9.4,,
0.001308,0.2,0.001308,0,,0.001308,0.002948,10.4,0.001308,0.002948,9.6,,
0.001312,0.2,0.001312,0,,0.001312,0.002952,10.4,0.001312,0.002952,9.6,,
0.001316,0.2,0.001316,0,,0.001316,0.002956,10.2,0.001316,0.002956,9.4,,
0.00132,0.2,0.00132,0,,0.00132,0.00296,10.2,0.00132,0.00296,9.6,,
0.001324,0.2,0.001324,0,,0.001324,0.002964,10.2,0.001324,0.002964,9.4,,
0.001328,0.2,0.001328,0,,0.001328,0.002968,10.4,0.001328,0.002968,9.4,,
0.001332,0.2,0.001332,0,,0.001332,0.002972,10.4,0.001332,0.002972,9.4,,
0.001336,0,0.001336,0,,0.001336,0.002976,10.4,0.001336,0.002976,9.6,,
0.00134,0.2,0.00134,0,,0.00134,0.00298,10.4,0.00134,0.00298,9.6,,
0.001344,0.2,0.001344,0,,0.001344,0.002984,10.4,0.001344,0.002984,9.6,,
0.001348,0,0.001348,0,,0.001348,0.002988,10.4,0.001348,0.002988,9.6,,
0.001352,0.2,0.001352,0.2,,0.001352,0.002992,10.4,0.001352,0.002992,9.6,,
0.001356,0,0.001356,0,,0.001356,0.002996,10.2,0.001356,0.002996,9.6,,
0.00136,0.2,0.00136,0,,0.00136,0.003,10.4,0.00136,0.003,9.6,,
0.001364,0.2,0.001364,0,,0.001364,0.003004,10.4,0.001364,0.003004,9.6,,
0.001368,0.2,0.001368,0,,0.001368,0.003008,10.2,0.001368,0.003008,9.6,,
0.001372,0.2,0.001372,0,,0.001372,0.003012,10.4,0.001372,0.003012,9.6,,
0.001376,0.2,0.001376,0,,0.001376,0.003016,10.2,0.001376,0.003016,9.4,,
0.00138,0.2,0.00138,0,,0.00138,0.00302,10.2,0.00138,0.00302,9.6,,
0.001384,0.2,0.001384,0,,0.001384,0.003024,10.4,0.001384,0.003024,9.6,,
0.001388,0.2,0.001388,0,,0.001388,0.003028,10.4,0.001388,0.003028,9.6,,
0.001392,0.2,0.001392,0,,0.001392,0.003032,10.4,0.001392,0.003032,9.6,,
0.001396,0.2,0.001396,0,,0.001396,0.003036,10.4,0.001396,0.003036,9.6,,
0.0014,0.2,0.0014,0,,0.0014,0.00304,10.2,0.0014,0.00304,9.6,,
0.001404,0.2,0.001404,0,,0.001404,0.003044,10.4,0.001404,0.003044,9.6,,
0.001408,0.2,0.001408,0,,0.001408,0.003048,10.4,0.001408,0.003048,9.6,,
0.001412,0.2,0.001412,0,,0.001412,0.003052,10.4,0.001412,0.003052,9.6,,
0.001416,0.2,0.001416,0,,0.001416,0.003056,10.4,0.001416,0.003056,9.6,,
0.00142,0.2,0.00142,0,,0.00142,0.00306,10.4,0.00142,0.00306,9.6,,
0.001424,0.2,0.001424,0,,0.001424,0.003064,10.4,0.001424,0.003064,9.6,,
0.001428,0.2,0.001428,0,,0.001428,0.003068,10.4,0.001428,0.003068,9.6,,
0.001432,0.2,0.001432,0,,0.001432,0.003072,10.4,0.001432,0.003072,9.6,,
0.001436,0.2,0.001436,0.2,,0.001436,0.003076,10.4,0.001436,0.003076,9.6,,
0.00144,0.2,0.00144,0,,0.00144,0.00308,10.4,0.00144,0.00308,9.6,,
0.001444,0.2,0.001444,0.2,,0.001444,0.003084,10.4,0.001444,0.003084,9.6,,
0.001448,0.2,0.001448,0,,0.001448,0.003088,10.4,0.001448,0.003088,9.6,,
0.001452,0.2,0.001452,0,,0.001452,0.003092,10.4,0.001452,0.003092,9.6,,
0.001456,0.2,0.001456,0,,0.001456,0.003096,10.4,0.001456,0.003096,9.6,,
0.00146,0.2,0.00146,0,,0.00146,0.0031,10.2,0.00146,0.0031,9.6,,
0.001464,0.2,0.001464,0,,0.001464,0.003104,10.4,0.001464,0.003104,9.6,,
0.001468,0.2,0.001468,0,,0.001468,0.003108,10.4,0.001468,0.003108,9.6,,
0.001472,0.2,0.001472,0,,0.001472,0.003112,10.2,0.001472,0.003112,9.6,,
0.001476,0.2,0.001476,0,,0.001476,0.003116,10.4,0.001476,0.003116,9.6,,
0.00148,0.2,0.00148,0,,0.00148,0.00312,10.4,0.00148,0.00312,9.8,,
0.001484,0.2,0.001484,0,,0.001484,0.003124,10.4,0.001484,0.003124,9.6,,
0.001488,0.2,0.001488,0,,0.001488,0.003128,10.4,0.001488,0.003128,9.6,,
0.001492,0.2,0.001492,0.2,,0.001492,0.003132,10.4,0.001492,0.003132,9.6,,
0.001496,0.2,0.001496,0,,0.001496,0.003136,10.4,0.001496,0.003136,9.6,,
0.0015,0,0.0015,0,,0.0015,0.00314,10.4,0.0015,0.00314,9.6,,
0.001504,0.2,0.001504,0,,0.001504,0.003144,10.2,0.001504,0.003144,9.6,,
0.001508,0,0.001508,0,,0.001508,0.003148,10.4,0.001508,0.003148,9.6,,
0.001512,0,0.001512,0.2,,0.001512,0.003152,10.4,0.001512,0.003152,9.6,,
0.001516,0.2,0.001516,0,,0.001516,0.003156,10.4,0.001516,0.003156,9.6,,
0.00152,0.2,0.00152,0,,0.00152,0.00316,10.2,0.00152,0.00316,9.6,,
0.001524,0.2,0.001524,0,,0.001524,0.003164,10.4,0.001524,0.003164,9.6,,
0.001528,0.2,0.001528,0,,0.001528,0.003168,10.2,0.001528,0.003168,9.6,,
0.001532,0.2,0.001532,0,,0.001532,0.003172,10.2,0.001532,0.003172,9.6,,
0.001536,0.2,0.001536,0,,0.001536,0.003176,10.2,0.001536,0.003176,9.6,,
0.00154,0.2,0.00154,0,,0.00154,0.00318,10.4,0.00154,0.00318,9.6,,
0.001544,0.2,0.001544,0,,0.001544,0.003184,10.4,0.001544,0.003184,9.6,,
0.001548,0.2,0.001548,0,,0.001548,0.003188,10.4,0.001548,0.003188,9.6,,
0.001552,0.2,0.001552,0,,0.001552,0.003192,10.4,0.001552,0.003192,9.6,,
0.001556,0.2,0.001556,0,,0.001556,0.003196,10.4,0.001556,0.003196,9.6,,
0.00156,0.2,0.00156,0,,0.00156,0.0032,10.4,0.00156,0.0032,9.6,,
0.001564,0.2,0.001564,0,,0.001564,0.003204,10.4,0.001564,0.003204,9.6,,
0.001568,0.2,0.001568,0,,0.001568,0.003208,10.4,0.001568,0.003208,9.6,,
0.001572,0.2,0.001572,0,,0.001572,0.003212,10.4,0.001572,0.003212,9.6,,
0.001576,0.2,0.001576,0,,0.001576,0.003216,10.4,0.001576,0.003216,9.6,,
0.00158,0.2,0.00158,0,,0.00158,0.00322,10.4,0.00158,0.00322,9.6,,
0.001584,0.2,0.001584,0,,0.001584,0.003224,10.4,0.001584,0.003224,9.6,,
0.001588,0.2,0.001588,0,,0.001588,0.003228,10.4,0.001588,0.003228,9.6,,
0.001592,0.2,0.001592,0,,0.001592,0.003232,10.4,0.001592,0.003232,9.6,,
0.001596,0.2,0.001596,0,,0.001596,0.003236,10.4,0.001596,0.003236,9.6,,
0.0016,0.2,0.0016,0,,0.0016,0.00324,10.4,0.0016,0.00324,9.6,,
0.001604,0.2,0.001604,0,,0.001604,0.003244,10.4,0.001604,0.003244,9.6,,
0.001608,0.2,0.001608,0,,0.001608,0.003248,10.4,0.001608,0.003248,9.6,,
0.001612,0.2,0.001612,0.2,,0.001612,0.003252,10.4,0.001612,0.003252,9.6,,
0.001616,0.2,0.001616,0,,0.001616,0.003256,10.2,0.001616,0.003256,9.6,,
0.00162,0.2,0.00162,0,,0.00162,0.00326,10.4,0.00162,0.00326,9.6,,
0.001624,0.2,0.001624,0,,0.001624,0.003264,10.4,0.001624,0.003264,9.6,,
0.001628,0.2,0.001628,0,,0.001628,0.003268,10.4,0.001628,0.003268,9.6,,
0.001632,0.2,0.001632,0,,0.001632,0.003272,10.4,0.001632,0.003272,9.6,,
0.001636,0.2,0.001636,0,,0.001636,0.003276,10.4,0.001636,0.003276,9.6,,
,,,,,0.00164,0.00328,10.4,0.00164,0.00328,9.6,,
,,,,,0.001644,0.003284,10.4,0.001644,0.003284,9.6,,
,,,,,0.001648,0.003288,10.4,0.001648,0.003288,9.6,,
,,,,,0.001652,0.003292,10.4,0.001652,0.003292,9.8,,
,,,,,0.001656,0.003296,10.4,0.001656,0.003296,9.8,,
,,,,,0.00166,0.0033,10.4,0.00166,0.0033,9.6,,
,,,,,0.001664,0.003304,10.4,0.001664,0.003304,9.8,,
,,,,,0.001668,0.003308,10.4,0.001668,0.003308,9.6,,
,,,,,0.001672,0.003312,10.4,0.001672,0.003312,9.6,,
,,,,,0.001676,0.003316,10.2,0.001676,0.003316,9.6,,
,,,,,0.00168,0.00332,10.4,0.00168,0.00332,9.8,,
,,,,,0.001684,0.003324,10.2,0.001684,0.003324,9.8,,
,,,,,0.001688,0.003328,10.4,0.001688,0.003328,9.6,,
,,,,,0.001692,0.003332,10.4,0.001692,0.003332,9.8,,
,,,,,0.001696,0.003336,10.4,0.001696,0.003336,9.6,,
,,,,,0.0017,0.00334,10.4,0.0017,0.00334,9.6,,
,,,,,0.001704,0.003344,10.4,0.001704,0.003344,9.8,,
,,,,,0.001708,0.003348,10.4,0.001708,0.003348,9.8,,
,,,,,0.001712,0.003352,10.2,0.001712,0.003352,9.6,,
,,,,,0.001716,0.003356,10.4,0.001716,0.003356,9.6,,
,,,,,0.00172,0.00336,10.4,0.00172,0.00336,9.6,,
,,,,,0.001724,0.003364,10.2,0.001724,0.003364,9.8,,
,,,,,0.001728,0.003368,10.4,0.001728,0.003368,9.6,,
,,,,,0.001732,0.003372,10.4,0.001732,0.003372,9.8,,
,,,,,0.001736,0.003376,10.4,0.001736,0.003376,9.6,,
,,,,,0.00174,0.00338,10.4,0.00174,0.00338,9.6,,
,,,,,0.001744,0.003384,10.4,0.001744,0.003384,9.8,,
,,,,,0.001748,0.003388,10.4,0.001748,0.003388,9.6,,
,,,,,0.001752,0.003392,10.4,0.001752,0.003392,9.8,,
,,,,,0.001756,0.003396,10.2,0.001756,0.003396,9.8,,
,,,,,0.00176,0.0034,10.4,0.00176,0.0034,9.8,,
,,,,,0.001764,0.003404,10.2,0.001764,0.003404,9.6,,
,,,,,0.001768,0.003408,10.2,0.001768,0.003408,9.6,,
,,,,,0.001772,0.003412,10.4,0.001772,0.003412,9.8,,
,,,,,0.001776,0.003416,10.2,0.001776,0.003416,9.8,,
,,,,,0.00178,0.00342,10.4,0.00178,0.00342,9.6,,
,,,,,0.001784,0.003424,10.4,0.001784,0.003424,9.6,,
,,,,,0.001788,0.003428,10.4,0.001788,0.003428,9.8,,
,,,,,0.001792,0.003432,10.4,0.001792,0.003432,9.8,,
,,,,,0.001796,0.003436,10.2,0.001796,0.003436,9.6,,
,,,,,0.0018,0.00344,10.4,0.0018,0.00344,9.6,,
,,,,,0.001804,0.003444,10.4,0.001804,0.003444,9.8,,
,,,,,0.001808,0.003448,10.4,0.001808,0.003448,9.6,,
,,,,,0.001812,0.003452,10.4,0.001812,0.003452,9.8,,
,,,,,0.001816,0.003456,10.4,0.001816,0.003456,9.6,,
,,,,,0.00182,0.00346,10.4,0.00182,0.00346,9.8,,
,,,,,0.001824,0.003464,10.4,0.001824,0.003464,9.6,,
,,,,,0.001828,0.003468,10.4,0.001828,0.003468,9.8,,
,,,,,0.001832,0.003472,10.4,0.001832,0.003472,9.8,,
,,,,,0.001836,0.003476,10.2,0.001836,0.003476,9.8,,
,,,,,0.00184,0.00348,10.2,0.00184,0.00348,9.8,,
,,,,,0.001844,0.003484,10.4,0.001844,0.003484,9.6,,
,,,,,0.001848,0.003488,10.4,0.001848,0.003488,9.8,,
,,,,,0.001852,0.003492,10.4,0.001852,0.003492,9.6,,
,,,,,0.001856,0.003496,10.4,0.001856,0.003496,9.8,,
,,,,,0.00186,0.0035,10.2,0.00186,0.0035,9.8,,
,,,,,0.001864,0.003504,10.4,0.001864,0.003504,9.6,,
,,,,,0.001868,0.003508,10.4,0.001868,0.003508,9.6,,
,,,,,0.001872,0.003512,10.4,0.001872,0.003512,9.6,,
,,,,,0.001876,0.003516,10.4,0.001876,0.003516,9.8,,
,,,,,0.00188,0.00352,10.4,0.00188,0.00352,9.8,,
,,,,,0.001884,0.003524,10.4,0.001884,0.003524,9.8,,
,,,,,0.001888,0.003528,10.4,0.001888,0.003528,9.8,,
,,,,,0.001892,0.003532,10.4,0.001892,0.003532,9.8,,
,,,,,0.001896,0.003536,10.4,0.001896,0.003536,9.8,,
,,,,,0.0019,0.00354,10.4,0.0019,0.00354,9.8,,
,,,,,0.001904,0.003544,10.4,0.001904,0.003544,9.8,,
,,,,,0.001908,0.003548,10.4,0.001908,0.003548,9.8,,
,,,,,0.001912,0.003552,10.4,0.001912,0.003552,9.6,,
,,,,,0.001916,0.003556,10.4,0.001916,0.003556,9.6,,
,,,,,0.00192,0.00356,10.4,0.00192,0.00356,9.8,,
,,,,,0.001924,0.003564,10.2,0.001924,0.003564,9.8,,
,,,,,0.001928,0.003568,10.4,0.001928,0.003568,9.8,,
,,,,,0.001932,0.003572,10.2,0.001932,0.003572,9.6,,
,,,,,0.001936,0.003576,10.4,0.001936,0.003576,9.8,,
,,,,,0.00194,0.00358,10.4,0.00194,0.00358,9.8,,
,,,,,0.001944,0.003584,10.2,0.001944,0.003584,9.8,,
,,,,,0.001948,0.003588,10.4,0.001948,0.003588,9.8,,
,,,,,0.001952,0.003592,10.2,0.001952,0.003592,9.8,,
,,,,,0.001956,0.003596,10.4,0.001956,0.003596,9.8,,
,,,,,0.00196,0.0036,10.4,0.00196,0.0036,9.8,,
,,,,,0.001964,0.003604,10.4,0.001964,0.003604,9.8,,
,,,,,0.001968,0.003608,10.2,0.001968,0.003608,9.8,,
,,,,,0.001972,0.003612,10.2,0.001972,0.003612,9.8,,
,,,,,0.001976,0.003616,10.2,0.001976,0.003616,9.8,,
,,,,,0.00198,0.00362,10.4,0.00198,0.00362,9.8,,
,,,,,0.001984,0.003624,10.4,0.001984,0.003624,9.8,,
,,,,,0.001988,0.003628,10.4,0.001988,0.003628,9.6,,
,,,,,0.001992,0.003632,10.4,0.001992,0.003632,9.8,,
,,,,,0.001996,0.003636,10.4,0.001996,0.003636,9.8,,
,,,,,0.002,0.00364,10.4,0.002,0.00364,9.8,,
,,,,,0.002004,0.003644,10.4,0.002004,0.003644,9.8,,
,,,,,0.002008,0.003648,10.4,0.002008,0.003648,9.8,,
,,,,,0.002012,0.003652,10.4,0.002012,0.003652,9.6,,
,,,,,0.002016,0.003656,10.4,0.002016,0.003656,9.8,,
,,,,,0.00202,0.00366,10.4,0.00202,0.00366,9.8,,
,,,,,0.002024,0.003664,10.4,0.002024,0.003664,9.8,,
,,,,,0.002028,0.003668,10.4,0.002028,0.003668,9.8,,
,,,,,0.002032,0.003672,10.4,0.002032,0.003672,9.6,,
,,,,,0.002036,0.003676,10.4,0.002036,0.003676,9.8,,
,,,,,0.00204,0.00368,10.4,0.00204,0.00368,9.8,,
,,,,,0.002044,0.003684,10.2,0.002044,0.003684,9.8,,
,,,,,0.002048,0.003688,10.4,0.002048,0.003688,9.8,,
,,,,,0.002052,0.003692,10.2,0.002052,0.003692,9.6,,
,,,,,0.002056,0.003696,10.4,0.002056,0.003696,9.6,,
,,,,,0.00206,0.0037,10.4,0.00206,0.0037,9.8,,
,,,,,0.002064,0.003704,10.4,0.002064,0.003704,9.6,,
,,,,,0.002068,0.003708,10.4,0.002068,0.003708,9.6,,
,,,,,0.002072,0.003712,10.4,0.002072,0.003712,9.8,,
,,,,,0.002076,0.003716,10.4,0.002076,0.003716,9.8,,
,,,,,0.00208,0.00372,10.4,0.00208,0.00372,9.8,,
,,,,,0.002084,0.003724,10.4,0.002084,0.003724,9.8,,
,,,,,0.002088,0.003728,10.2,0.002088,0.003728,9.8,,
,,,,,0.002092,0.003732,10.4,0.002092,0.003732,9.8,,
,,,,,0.002096,0.003736,10.4,0.002096,0.003736,9.8,,
,,,,,0.0021,0.00374,10.4,0.0021,0.00374,9.8,,
,,,,,0.002104,0.003744,10.4,0.002104,0.003744,9.8,,
,,,,,0.002108,0.003748,10.4,0.002108,0.003748,9.8,,
,,,,,0.002112,0.003752,10.4,0.002112,0.003752,9.8,,
,,,,,0.002116,0.003756,10.4,0.002116,0.003756,9.8,,
,,,,,0.00212,0.00376,10.4,0.00212,0.00376,9.8,,
,,,,,0.002124,0.003764,10.4,0.002124,0.003764,9.6,,
,,,,,0.002128,0.003768,10.4,0.002128,0.003768,9.8,,
,,,,,0.002132,0.003772,10.4,0.002132,0.003772,9.8,,
,,,,,0.002136,0.003776,10.2,0.002136,0.003776,9.8,,
,,,,,0.00214,0.00378,10.4,0.00214,0.00378,9.6,,
,,,,,0.002144,0.003784,10.2,0.002144,0.003784,9.8,,
,,,,,0.002148,0.003788,10.4,0.002148,0.003788,9.8,,
,,,,,0.002152,0.003792,10.4,0.002152,0.003792,9.8,,
,,,,,0.002156,0.003796,10.4,0.002156,0.003796,9.8,,
,,,,,0.00216,0.0038,10.4,0.00216,0.0038,9.6,,
,,,,,0.002164,0.003804,10.4,0.002164,0.003804,9.6,,
,,,,,0.002168,0.003808,10.2,0.002168,0.003808,9.8,,
,,,,,0.002172,0.003812,10.4,0.002172,0.003812,9.6,,
,,,,,0.002176,0.003816,10.4,0.002176,0.003816,9.6,,
,,,,,0.00218,0.00382,10.4,0.00218,0.00382,9.8,,
,,,,,0.002184,0.003824,10.4,0.002184,0.003824,9.8,,
,,,,,0.002188,0.003828,10.4,0.002188,0.003828,9.6,,
,,,,,0.002192,0.003832,10.4,0.002192,0.003832,9.6,,
,,,,,0.002196,0.003836,10.4,0.002196,0.003836,9.8,,
,,,,,0.0022,0.00384,10.4,0.0022,0.00384,9.8,,
,,,,,0.002204,0.003844,10.4,0.002204,0.003844,9.8,,
,,,,,0.002208,0.003848,10.4,0.002208,0.003848,9.8,,
,,,,,0.002212,0.003852,10.4,0.002212,0.003852,9.8,,
,,,,,0.002216,0.003856,10.4,0.002216,0.003856,9.6,,
,,,,,0.00222,0.00386,10.4,0.00222,0.00386,9.8,,
,,,,,0.002224,0.003864,10.4,0.002224,0.003864,9.8,,
,,,,,0.002228,0.003868,10.2,0.002228,0.003868,9.8,,
,,,,,0.002232,0.003872,10.4,0.002232,0.003872,9.8,,
,,,,,0.002236,0.003876,10.4,0.002236,0.003876,9.8,,
,,,,,0.00224,0.00388,10.4,0.00224,0.00388,9.8,,
,,,,,0.002244,0.003884,10.4,0.002244,0.003884,9.8,,
,,,,,0.002248,0.003888,10.2,0.002248,0.003888,9.8,,
,,,,,0.002252,0.003892,10.4,0.002252,0.003892,9.8,,
,,,,,0.002256,0.003896,10.4,0.002256,0.003896,9.8,,
,,,,,0.00226,0.0039,10.2,0.00226,0.0039,9.8,,
,,,,,0.002264,0.003904,10.4,0.002264,0.003904,9.8,,
,,,,,0.002268,0.003908,10.4,0.002268,0.003908,9.6,,
,,,,,0.002272,0.003912,10.2,0.002272,0.003912,9.8,,
,,,,,0.002276,0.003916,10.4,0.002276,0.003916,9.8,,
,,,,,0.00228,0.00392,10.4,0.00228,0.00392,9.8,,
,,,,,0.002284,0.003924,10.2,0.002284,0.003924,9.8,,
,,,,,0.002288,0.003928,10.4,0.002288,0.003928,9.8,,
,,,,,0.002292,0.003932,10.4,0.002292,0.003932,9.6,,
,,,,,0.002296,0.003936,10.4,0.002296,0.003936,9.8,,
,,,,,0.0023,0.00394,10.4,0.0023,0.00394,9.8,,
,,,,,0.002304,0.003944,10.4,0.002304,0.003944,9.8,,
,,,,,0.002308,0.003948,10.2,0.002308,0.003948,9.8,,
,,,,,0.002312,0.003952,10.4,0.002312,0.003952,9.8,,
,,,,,0.002316,0.003956,10.2,0.002316,0.003956,9.8,,
,,,,,0.00232,0.00396,10.4,0.00232,0.00396,9.6,,
,,,,,0.002324,0.003964,10.4,0.002324,0.003964,9.6,,
,,,,,0.002328,0.003968,10.4,0.002328,0.003968,9.6,,
,,,,,0.002332,0.003972,10.4,0.002332,0.003972,9.8,,
,,,,,0.002336,0.003976,10.4,0.002336,0.003976,9.8,,
,,,,,0.00234,0.00398,10.4,0.00234,0.00398,9.8,,
,,,,,0.002344,0.003984,10.4,0.002344,0.003984,9.8,,
,,,,,0.002348,0.003988,10.4,0.002348,0.003988,9.8,,
,,,,,0.002352,0.003992,10.4,0.002352,0.003992,9.8,,
,,,,,0.002356,0.003996,10.4,0.002356,0.003996,9.8,,
,,,,,0.00236,0.004,10.4,0.00236,0.004,9.6,,
,,,,,0.002364,0.004004,10.4,0.002364,0.004004,9.8,,
,,,,,0.002368,0.004008,10.2,0.002368,0.004008,9.8,,
,,,,,0.002372,0.004012,10.4,0.002372,0.004012,9.8,,
,,,,,0.002376,0.004016,10.4,0.002376,0.004016,9.8,,
,,,,,0.00238,0.00402,10.4,0.00238,0.00402,9.8,,
,,,,,0.002384,0.004024,10.4,0.002384,0.004024,9.8,,
,,,,,0.002388,0.004028,10.4,0.002388,0.004028,9.8,,
,,,,,0.002392,0.004032,10.4,0.002392,0.004032,9.8,,
,,,,,0.002396,0.004036,10.4,0.002396,0.004036,9.8,,
,,,,,0.0024,0.00404,10.4,0.0024,0.00404,9.6,,
,,,,,0.002404,0.004044,10.4,0.002404,0.004044,9.8,,
,,,,,0.002408,0.004048,10.4,0.002408,0.004048,9.8,,
,,,,,0.002412,0.004052,10.4,0.002412,0.004052,9.8,,
,,,,,0.002416,0.004056,10.4,0.002416,0.004056,9.6,,
,,,,,0.00242,0.00406,10.4,0.00242,0.00406,9.8,,
,,,,,0.002424,0.004064,10.4,0.002424,0.004064,9.8,,
,,,,,0.002428,0.004068,10.4,0.002428,0.004068,9.8,,
,,,,,0.002432,0.004072,10.4,0.002432,0.004072,9.8,,
,,,,,0.002436,0.004076,10.2,0.002436,0.004076,9.8,,
,,,,,0.00244,0.00408,10.4,0.00244,0.00408,9.8,,
,,,,,0.002444,0.004084,10.4,0.002444,0.004084,9.8,,
,,,,,0.002448,0.004088,10.2,0.002448,0.004088,9.8,,
,,,,,0.002452,0.004092,10.4,0.002452,0.004092,9.8,,
,,,,,0.002456,0.004096,10.2,0.002456,0.004096,9.8,,
,,,,,0.00246,0.0041,10.4,0.00246,0.0041,9.8,,
,,,,,0.002464,0.004104,10.4,0.002464,0.004104,9.8,,
,,,,,0.002468,0.004108,10.2,0.002468,0.004108,9.6,,
,,,,,0.002472,0.004112,10.4,0.002472,0.004112,9.8,,
,,,,,0.002476,0.004116,10.4,0.002476,0.004116,9.8,,
,,,,,0.00248,0.00412,10.4,0.00248,0.00412,9.8,,
,,,,,0.002484,0.004124,10.2,0.002484,0.004124,9.8,,
,,,,,0.002488,0.004128,10.4,0.002488,0.004128,9.8,,
,,,,,0.002492,0.004132,10.4,0.002492,0.004132,9.8,,
,,,,,0.002496,0.004136,10.4,0.002496,0.004136,9.6,,
,,,,,0.0025,0.00414,10.4,0.0025,0.00414,9.6,,
,,,,,0.002504,0.004144,10.4,0.002504,0.004144,9.8,,
,,,,,0.002508,0.004148,10.2,0.002508,0.004148,9.8,,
,,,,,0.002512,0.004152,10.4,0.002512,0.004152,9.8,,
,,,,,0.002516,0.004156,10.4,0.002516,0.004156,9.8,,
,,,,,0.00252,0.00416,10.4,0.00252,0.00416,9.8,,
,,,,,0.002524,0.004164,10.4,0.002524,0.004164,9.8,,
,,,,,0.002528,0.004168,10.4,0.002528,0.004168,9.8,,
,,,,,0.002532,0.004172,10.4,0.002532,0.004172,9.8,,
,,,,,0.002536,0.004176,10.4,0.002536,0.004176,9.8,,
,,,,,0.00254,0.00418,10.4,0.00254,0.00418,9.8,,
,,,,,0.002544,0.004184,10.4,0.002544,0.004184,9.8,,
,,,,,0.002548,0.004188,10.4,0.002548,0.004188,9.8,,
,,,,,0.002552,0.004192,10.4,0.002552,0.004192,9.8,,
,,,,,0.002556,0.004196,10.4,0.002556,0.004196,9.6,,
,,,,,0.00256,0.0042,10.4,0.00256,0.0042,9.8,,
,,,,,0.002564,0.004204,10.4,0.002564,0.004204,9.8,,
,,,,,0.002568,0.004208,10.4,0.002568,0.004208,9.8,,
,,,,,0.002572,0.004212,10.4,0.002572,0.004212,9.8,,
,,,,,0.002576,0.004216,10.4,0.002576,0.004216,9.8,,
,,,,,0.00258,0.00422,10.4,0.00258,0.00422,9.8,,
,,,,,0.002584,0.004224,10.4,0.002584,0.004224,9.8,,
,,,,,0.002588,0.004228,10.4,0.002588,0.004228,9.8,,
,,,,,0.002592,0.004232,10.4,0.002592,0.004232,9.8,,
,,,,,0.002596,0.004236,10.4,0.002596,0.004236,9.8,,
,,,,,0.0026,0.00424,10.4,0.0026,0.00424,9.8,,
,,,,,0.002604,0.004244,10.4,0.002604,0.004244,9.8,,
,,,,,0.002608,0.004248,10.4,0.002608,0.004248,9.8,,
,,,,,0.002612,0.004252,10.4,0.002612,0.004252,9.8,,
