Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,*build graph off of,,Time - square,Amplitude,,Time - circuit,Amplitude,1.839397206,3.160602794
0.000092,0.2,0.000092,0,,0.000092,0.001732,10.4,0.000092,0.001732,2.4,,
0.000096,0.2,0.000096,0,,0.000096,0.001736,10.2,0.000096,0.001736,2.6,,
0.0001,0.2,0.0001,0,,0.0001,0.00174,10.2,0.0001,0.00174,2.6,,
0.000104,0.2,0.000104,0,,0.000104,0.001744,10.2,0.000104,0.001744,2.6,,
0.000108,0,0.000108,0,,0.000108,0.001748,10.2,0.000108,0.001748,2.8,,
0.000112,0.2,0.000112,0,,0.000112,0.001752,10.4,0.000112,0.001752,2.8,,
0.000116,0.2,0.000116,0,,0.000116,0.001756,10.4,0.000116,0.001756,3,,
0.00012,0.2,0.00012,0,,0.00012,0.00176,10.4,0.00012,0.00176,3,,
0.000124,0.2,0.000124,0,,0.000124,0.001764,10.4,0.000124,0.001764,3,,
0.000128,0.2,0.000128,0,,0.000128,0.001768,10.2,0.000128,0.001768,3,,
0.000132,0.2,0.000132,0,,0.000132,0.001772,10.2,0.000132,0.001772,3.2,,
0.000136,0.2,0.000136,0,,0.000136,0.001776,10.4,0.000136,0.001776,3.2,,
0.00014,0.2,0.00014,0,,0.00014,0.00178,10.2,0.00014,0.00178,3.4,,
0.000144,0.2,0.000144,0,,0.000144,0.001784,10.4,0.000144,0.001784,3.4,,
0.000148,0.2,0.000148,0,,0.000148,0.001788,10.2,0.000148,0.001788,3.6,,
0.000152,0.2,0.000152,0,,0.000152,0.001792,10.4,0.000152,0.001792,3.6,,
0.000156,0.2,0.000156,0,,0.000156,0.001796,10.4,0.000156,0.001796,3.6,,
0.00016,0,0.00016,0,,0.00016,0.0018,10.4,0.00016,0.0018,3.6,,
0.000164,0.2,0.000164,0,,0.000164,0.001804,10.4,0.000164,0.001804,3.8,,
0.000168,0.2,0.000168,0,,0.000168,0.001808,10.4,0.000168,0.001808,3.8,,
0.000172,0.2,0.000172,0,,0.000172,0.001812,10.2,0.000172,0.001812,4,,
0.000176,0.2,0.000176,0,,0.000176,0.001816,10.4,0.000176,0.001816,4,,
0.00018,0.2,0.00018,0,,0.00018,0.00182,10.4,0.00018,0.00182,4,,
0.000184,0.2,0.000184,0,,0.000184,0.001824,10.4,0.000184,0.001824,4,,
0.000188,0.2,0.000188,0,,0.000188,0.001828,10.2,0.000188,0.001828,4.2,,
0.000192,0.2,0.000192,0,,0.000192,0.001832,10.4,0.000192,0.001832,4.2,,
0.000196,0.2,0.000196,0,,0.000196,0.001836,10.4,0.000196,0.001836,4.2,,
0.0002,0.2,0.0002,0,,0.0002,0.00184,10.4,0.0002,0.00184,4.4,,
0.000204,0.2,0.000204,0,,0.000204,0.001844,10.4,0.000204,0.001844,4.4,,
0.000208,0.2,0.000208,0,,0.000208,0.001848,10.4,0.000208,0.001848,4.4,,
0.000212,0.2,0.000212,0,,0.000212,0.001852,10.4,0.000212,0.001852,4.6,,
0.000216,0.2,0.000216,0.2,,0.000216,0.001856,10.4,0.000216,0.001856,4.6,,
0.00022,0.2,0.00022,0,,0.00022,0.00186,10.4,0.00022,0.00186,4.6,,
0.000224,0.2,0.000224,0,,0.000224,0.001864,10.2,0.000224,0.001864,4.8,,
0.000228,0.2,0.000228,0,,0.000228,0.001868,10.4,0.000228,0.001868,4.8,,
0.000232,0.2,0.000232,0,,0.000232,0.001872,10.2,0.000232,0.001872,4.8,,
0.000236,0.2,0.000236,0,,0.000236,0.001876,10.2,0.000236,0.001876,4.8,,
0.00024,0.2,0.00024,0,,0.00024,0.00188,10.4,0.00024,0.00188,5,,
0.000244,0.2,0.000244,0,,0.000244,0.001884,10.4,0.000244,0.001884,5,,
0.000248,0.2,0.000248,0,,0.000248,0.001888,10.2,0.000248,0.001888,5,,
0.000252,0.2,0.000252,0,,0.000252,0.001892,10.2,0.000252,0.001892,5,,
0.000256,0.2,0.000256,0,,0.000256,0.001896,10.2,0.000256,0.001896,5.2,,
0.00026,0.2,0.00026,0.2,,0.00026,0.0019,10.4,0.00026,0.0019,5.2,,
0.000264,0.2,0.000264,0,,0.000264,0.001904,10.4,0.000264,0.001904,5.2,,
0.000268,0.2,0.000268,0,,0.000268,0.001908,10.4,0.000268,0.001908,5.2,,
0.000272,0.2,0.000272,0,,0.000272,0.001912,10.2,0.000272,0.001912,5.4,,
0.000276,0.2,0.000276,0,,0.000276,0.001916,10.4,0.000276,0.001916,5.4,,
0.00028,0.2,0.00028,0,,0.00028,0.00192,10.2,0.00028,0.00192,5.6,,
0.000284,0.2,0.000284,0,,0.000284,0.001924,10.4,0.000284,0.001924,5.6,,
0.000288,0.2,0.000288,0,,0.000288,0.001928,10.2,0.000288,0.001928,5.6,,
0.000292,0.2,0.000292,0,,0.000292,0.001932,10.2,0.000292,0.001932,5.6,,
0.000296,0.2,0.000296,0,,0.000296,0.001936,10.2,0.000296,0.001936,5.6,,
0.0003,0.2,0.0003,0,,0.0003,0.00194,10.2,0.0003,0.00194,5.8,,
0.000304,0.2,0.000304,0,,0.000304,0.001944,10.2,0.000304,0.001944,5.8,,
0.000308,0.2,0.000308,0,,0.000308,0.001948,10.4,0.000308,0.001948,5.8,,
0.000312,0.2,0.000312,0,,0.000312,0.001952,10.2,0.000312,0.001952,5.8,,
0.000316,0.2,0.000316,0,,0.000316,0.001956,10.2,0.000316,0.001956,6,,
0.00032,0.2,0.00032,0,,0.00032,0.00196,10.4,0.00032,0.00196,6,,
0.000324,0.2,0.000324,0,,0.000324,0.001964,10.4,0.000324,0.001964,6,,
0.000328,0.2,0.000328,0,,0.000328,0.001968,10.4,0.000328,0.001968,6,,
0.000332,0.2,0.000332,0,,0.000332,0.001972,10.4,0.000332,0.001972,6,,
0.000336,0.2,0.000336,0,,0.000336,0.001976,10.4,0.000336,0.001976,6,,
0.00034,0.2,0.00034,0,,0.00034,0.00198,10.4,0.00034,0.00198,6.2,,
0.000344,0.2,0.000344,0,,0.000344,0.001984,10.2,0.000344,0.001984,6.2,,
0.000348,0.2,0.000348,0,,0.000348,0.001988,10.4,0.000348,0.001988,6.2,,
0.000352,0.2,0.000352,0,,0.000352,0.001992,10.4,0.000352,0.001992,6.2,,
0.000356,0.2,0.000356,0,,0.000356,0.001996,10.4,0.000356,0.001996,6.2,,
0.00036,0.2,0.00036,0,,0.00036,0.002,10.4,0.00036,0.002,6.4,,
0.000364,0.2,0.000364,0,,0.000364,0.002004,10.4,0.000364,0.002004,6.2,,
0.000368,0.2,0.000368,0,,0.000368,0.002008,10.4,0.000368,0.002008,6.4,,
0.000372,0.2,0.000372,0,,0.000372,0.002012,10.4,0.000372,0.002012,6.4,,
0.000376,0.2,0.000376,0,,0.000376,0.002016,10.4,0.000376,0.002016,6.6,,
0.00038,0.2,0.00038,0,,0.00038,0.00202,10.4,0.00038,0.00202,6.4,,
0.000384,0.2,0.000384,0,,0.000384,0.002024,10.4,0.000384,0.002024,6.6,,
0.000388,0.2,0.000388,0,,0.000388,0.002028,10.4,0.000388,0.002028,6.6,,
0.000392,0.2,0.000392,0,,0.000392,0.002032,10.4,0.000392,0.002032,6.6,,
0.000396,0.2,0.000396,0,,0.000396,0.002036,10.2,0.000396,0.002036,6.8,,
0.0004,0.2,0.0004,0,,0.0004,0.00204,10.2,0.0004,0.00204,6.6,,
0.000404,0.2,0.000404,0,,0.000404,0.002044,10.2,0.000404,0.002044,6.8,,
0.000408,0.2,0.000408,0,,0.000408,0.002048,10.2,0.000408,0.002048,6.8,,
0.000412,0,0.000412,0,,0.000412,0.002052,10.4,0.000412,0.002052,6.8,,
0.000416,0.2,0.000416,0,,0.000416,0.002056,10.4,0.000416,0.002056,6.8,,
0.00042,0.2,0.00042,0,,0.00042,0.00206,10.4,0.00042,0.00206,6.8,,
0.000424,0.2,0.000424,0,,0.000424,0.002064,10.4,0.000424,0.002064,7,,
0.000428,0.2,0.000428,0,,0.000428,0.002068,10.4,0.000428,0.002068,7,,
0.000432,0,0.000432,0,,0.000432,0.002072,10.4,0.000432,0.002072,7,,
0.000436,0.2,0.000436,0,,0.000436,0.002076,10.4,0.000436,0.002076,7,,
0.00044,0.2,0.00044,0,,0.00044,0.00208,10.4,0.00044,0.00208,7,,
0.000444,0.2,0.000444,0,,0.000444,0.002084,10.4,0.000444,0.002084,7,,
0.000448,0.2,0.000448,0,,0.000448,0.002088,10.4,0.000448,0.002088,7,,
0.000452,0.2,0.000452,0,,0.000452,0.002092,10.4,0.000452,0.002092,7.2,,
0.000456,0.2,0.000456,0,,0.000456,0.002096,10.4,0.000456,0.002096,7.2,,
0.00046,0.2,0.00046,0,,0.00046,0.0021,10.4,0.00046,0.0021,7.2,,
0.000464,0.2,0.000464,0.2,,0.000464,0.002104,10.4,0.000464,0.002104,7.2,,
0.000468,0.2,0.000468,0,,0.000468,0.002108,10.4,0.000468,0.002108,7.2,,
0.000472,0.2,0.000472,0,,0.000472,0.002112,10.4,0.000472,0.002112,7.2,,
0.000476,0.2,0.000476,0,,0.000476,0.002116,10.4,0.000476,0.002116,7.2,,
0.00048,0.2,0.00048,0,,0.00048,0.00212,10.4,0.00048,0.00212,7.4,,
0.000484,0.2,0.000484,0,,0.000484,0.002124,10.2,0.000484,0.002124,7.4,,
0.000488,0.2,0.000488,0,,0.000488,0.002128,10.2,0.000488,0.002128,7.4,,
0.000492,0,0.000492,0,,0.000492,0.002132,10.4,0.000492,0.002132,7.4,,
0.000496,0.2,0.000496,0,,0.000496,0.002136,10.4,0.000496,0.002136,7.4,,
0.0005,0.2,0.0005,0,,0.0005,0.00214,10.2,0.0005,0.00214,7.4,,
0.000504,0.2,0.000504,0,,0.000504,0.002144,10.2,0.000504,0.002144,7.6,,
0.000508,0.2,0.000508,0,,0.000508,0.002148,10.4,0.000508,0.002148,7.6,,
0.000512,0.2,0.000512,0,,0.000512,0.002152,10.4,0.000512,0.002152,7.6,,
0.000516,0.2,0.000516,0,,0.000516,0.002156,10.4,0.000516,0.002156,7.6,,
0.00052,0.2,0.00052,0,,0.00052,0.00216,10.4,0.00052,0.00216,7.6,,
0.000524,0.2,0.000524,0,,0.000524,0.002164,10.2,0.000524,0.002164,7.6,,
0.000528,0.2,0.000528,0,,0.000528,0.002168,10.4,0.000528,0.002168,7.6,,
0.000532,0.2,0.000532,0,,0.000532,0.002172,10.4,0.000532,0.002172,7.8,,
0.000536,0.2,0.000536,0,,0.000536,0.002176,10.4,0.000536,0.002176,7.6,,
0.00054,0.2,0.00054,0,,0.00054,0.00218,10.2,0.00054,0.00218,7.8,,
0.000544,0.2,0.000544,0,,0.000544,0.002184,10.2,0.000544,0.002184,7.8,,
0.000548,0.2,0.000548,0,,0.000548,0.002188,10.4,0.000548,0.002188,7.8,,
0.000552,0.2,0.000552,0,,0.000552,0.002192,10.2,0.000552,0.002192,7.8,,
0.000556,0.2,0.000556,0,,0.000556,0.002196,10.2,0.000556,0.002196,7.8,,
0.00056,0.2,0.00056,0,,0.00056,0.0022,10.4,0.00056,0.0022,7.8,,
0.000564,0.2,0.000564,0,,0.000564,0.002204,10.4,0.000564,0.002204,7.8,,
0.000568,0.2,0.000568,0,,0.000568,0.002208,10.4,0.000568,0.002208,7.8,,
0.000572,0.2,0.000572,0,,0.000572,0.002212,10.4,0.000572,0.002212,7.8,,
0.000576,0.2,0.000576,0,,0.000576,0.002216,10.4,0.000576,0.002216,7.8,,
0.00058,0.2,0.00058,0,,0.00058,0.00222,10.4,0.00058,0.00222,7.8,,
0.000584,0.2,0.000584,0,,0.000584,0.002224,10.4,0.000584,0.002224,8,,
0.000588,0,0.000588,0,,0.000588,0.002228,10.4,0.000588,0.002228,8,,
0.000592,0.2,0.000592,0,,0.000592,0.002232,10.2,0.000592,0.002232,8,,
0.000596,0.2,0.000596,0,,0.000596,0.002236,10.4,0.000596,0.002236,8,,
0.0006,0.2,0.0006,0,,0.0006,0.00224,10.4,0.0006,0.00224,8,,
0.000604,0.2,0.000604,0,,0.000604,0.002244,10.2,0.000604,0.002244,8,,
0.000608,0.2,0.000608,0,,0.000608,0.002248,10.2,0.000608,0.002248,8,,
0.000612,0.2,0.000612,0,,0.000612,0.002252,10.4,0.000612,0.002252,8,,
0.000616,0.2,0.000616,0,,0.000616,0.002256,10.4,0.000616,0.002256,8,,
0.00062,0,0.00062,0,,0.00062,0.00226,10.4,0.00062,0.00226,8.2,,
0.000624,0.2,0.000624,0.2,,0.000624,0.002264,10.4,0.000624,0.002264,8,,
0.000628,0.2,0.000628,0,,0.000628,0.002268,10.2,0.000628,0.002268,8.2,,
0.000632,0.2,0.000632,0.2,,0.000632,0.002272,10.4,0.000632,0.002272,8.2,,
0.000636,0.2,0.000636,0,,0.000636,0.002276,10.4,0.000636,0.002276,8.2,,
0.00064,0.2,0.00064,0,,0.00064,0.00228,10.4,0.00064,0.00228,8.2,,
0.000644,0.2,0.000644,0,,0.000644,0.002284,10.4,0.000644,0.002284,8.2,,
0.000648,0.2,0.000648,0,,0.000648,0.002288,10.4,0.000648,0.002288,8.2,,
0.000652,0.2,0.000652,0,,0.000652,0.002292,10.4,0.000652,0.002292,8.2,,
0.000656,0.2,0.000656,0,,0.000656,0.002296,10.4,0.000656,0.002296,8.2,,
0.00066,0.2,0.00066,0,,0.00066,0.0023,10.4,0.00066,0.0023,8.4,,
0.000664,0.2,0.000664,0,,0.000664,0.002304,10.2,0.000664,0.002304,8.4,,
0.000668,0.2,0.000668,0,,0.000668,0.002308,10.4,0.000668,0.002308,8.2,,
0.000672,0.2,0.000672,0,,0.000672,0.002312,10.4,0.000672,0.002312,8.4,,
0.000676,0.2,0.000676,0,,0.000676,0.002316,10.4,0.000676,0.002316,8.4,,
0.00068,0.2,0.00068,0,,0.00068,0.00232,10.2,0.00068,0.00232,8.2,,
0.000684,0.2,0.000684,0,,0.000684,0.002324,10.4,0.000684,0.002324,8.4,,
0.000688,0.2,0.000688,0.2,,0.000688,0.002328,10.2,0.000688,0.002328,8.4,,
0.000692,0.2,0.000692,0,,0.000692,0.002332,10.4,0.000692,0.002332,8.6,,
0.000696,0.2,0.000696,0,,0.000696,0.002336,10.4,0.000696,0.002336,8.4,,
0.0007,0.2,0.0007,0,,0.0007,0.00234,10.4,0.0007,0.00234,8.4,,
0.000704,0.2,0.000704,0,,0.000704,0.002344,10.2,0.000704,0.002344,8.6,,
0.000708,0.2,0.000708,0,,0.000708,0.002348,10.2,0.000708,0.002348,8.4,,
0.000712,0.2,0.000712,0,,0.000712,0.002352,10.2,0.000712,0.002352,8.6,,
0.000716,0.2,0.000716,0,,0.000716,0.002356,10.2,0.000716,0.002356,8.6,,
0.00072,0.2,0.00072,0,,0.00072,0.00236,10.4,0.00072,0.00236,8.6,,
0.000724,0.2,0.000724,0,,0.000724,0.002364,10.4,0.000724,0.002364,8.6,,
0.000728,0.2,0.000728,0,,0.000728,0.002368,10.2,0.000728,0.002368,8.6,,
0.000732,0.2,0.000732,0,,0.000732,0.002372,10.2,0.000732,0.002372,8.6,,
0.000736,0.2,0.000736,0,,0.000736,0.002376,10.4,0.000736,0.002376,8.6,,
0.00074,0.2,0.00074,0,,0.00074,0.00238,10.4,0.00074,0.00238,8.6,,
0.000744,0.2,0.000744,0,,0.000744,0.002384,10.4,0.000744,0.002384,8.6,,
0.000748,0.2,0.000748,0,,0.000748,0.002388,10.4,0.000748,0.002388,8.6,,
0.000752,0.2,0.000752,0,,0.000752,0.002392,10.4,0.000752,0.002392,8.6,,
0.000756,0.2,0.000756,0.2,,0.000756,0.002396,10.4,0.000756,0.002396,8.6,,
0.00076,0.2,0.00076,0,,0.00076,0.0024,10.4,0.00076,0.0024,8.6,,
0.000764,0.2,0.000764,0.2,,0.000764,0.002404,10.4,0.000764,0.002404,8.8,,
0.000768,0.2,0.000768,0,,0.000768,0.002408,10.4,0.000768,0.002408,8.6,,
0.000772,0.2,0.000772,0,,0.000772,0.002412,10.4,0.000772,0.002412,8.6,,
0.000776,0.2,0.000776,0,,0.000776,0.002416,10.2,0.000776,0.002416,8.8,,
0.00078,0.2,0.00078,0,,0.00078,0.00242,10.4,0.00078,0.00242,8.8,,
0.000784,0.2,0.000784,0,,0.000784,0.002424,10.4,0.000784,0.002424,8.8,,
0.000788,0.2,0.000788,0,,0.000788,0.002428,10.4,0.000788,0.002428,8.6,,
0.000792,0.2,0.000792,0,,0.000792,0.002432,10.4,0.000792,0.002432,8.8,,
0.000796,0.2,0.000796,0,,0.000796,0.002436,10.4,0.000796,0.002436,8.8,,
0.0008,0.2,0.0008,0,,0.0008,0.00244,10.4,0.0008,0.00244,8.8,,
0.000804,0.2,0.000804,0,,0.000804,0.002444,10.2,0.000804,0.002444,8.8,,
0.000808,0.2,0.000808,0,,0.000808,0.002448,10.4,0.000808,0.002448,8.8,,
0.000812,0.2,0.000812,0.2,,0.000812,0.002452,10.4,0.000812,0.002452,8.8,,
0.000816,0.2,0.000816,0,,0.000816,0.002456,10.2,0.000816,0.002456,8.8,,
0.00082,0.2,0.00082,0.2,,0.00082,0.00246,10.4,0.00082,0.00246,8.8,,
0.000824,0.2,0.000824,0,,0.000824,0.002464,10.4,0.000824,0.002464,8.8,,
0.000828,0.2,0.000828,0,,0.000828,0.002468,10.4,0.000828,0.002468,8.8,,
0.000832,0.2,0.000832,0,,0.000832,0.002472,10.4,0.000832,0.002472,8.8,,
0.000836,0.2,0.000836,0,,0.000836,0.002476,10.4,0.000836,0.002476,8.8,,
0.00084,0.2,0.00084,0,,0.00084,0.00248,10.4,0.00084,0.00248,8.8,,
0.000844,0.2,0.000844,0,,0.000844,0.002484,10.4,0.000844,0.002484,8.8,,
0.000848,0.2,0.000848,0,,0.000848,0.002488,10.4,0.000848,0.002488,8.8,,
0.000852,0.2,0.000852,0.2,,0.000852,0.002492,10.2,0.000852,0.002492,9,,
0.000856,0.2,0.000856,0,,0.000856,0.002496,10.4,0.000856,0.002496,9,,
0.00086,0.2,0.00086,0,,0.00086,0.0025,10.2,0.00086,0.0025,9,,
0.000864,0.2,0.000864,0,,0.000864,0.002504,10.2,0.000864,0.002504,9,,
0.000868,0.2,0.000868,0,,0.000868,0.002508,10.4,0.000868,0.002508,9,,
0.000872,0.2,0.000872,0,,0.000872,0.002512,10.4,0.000872,0.002512,9,,
0.000876,0.2,0.000876,0,,0.000876,0.002516,10.4,0.000876,0.002516,9,,
0.00088,0.2,0.00088,0,,0.00088,0.00252,10.2,0.00088,0.00252,9,,
0.000884,0.2,0.000884,0,,0.000884,0.002524,10.2,0.000884,0.002524,9,,
0.000888,0.2,0.000888,0,,0.000888,0.002528,10.4,0.000888,0.002528,9,,
0.000892,0.2,0.000892,0,,0.000892,0.002532,10.4,0.000892,0.002532,9,,
0.000896,0.2,0.000896,0,,0.000896,0.002536,10.4,0.000896,0.002536,9,,
0.0009,0.2,0.0009,0.2,,0.0009,0.00254,10.4,0.0009,0.00254,9,,
0.000904,0.2,0.000904,0,,0.000904,0.002544,10.4,0.000904,0.002544,9,,
0.000908,0.2,0.000908,0,,0.000908,0.002548,10.4,0.000908,0.002548,9,,
0.000912,0.2,0.000912,0.2,,0.000912,0.002552,10.4,0.000912,0.002552,9,,
0.000916,0,0.000916,0,,0.000916,0.002556,10.4,0.000916,0.002556,9,,
0.00092,0.2,0.00092,0,,0.00092,0.00256,10.2,0.00092,0.00256,9.2,,
0.000924,0.2,0.000924,0.2,,0.000924,0.002564,10.2,0.000924,0.002564,9,,
0.000928,0.2,0.000928,0,,0.000928,0.002568,10.4,0.000928,0.002568,9,,
0.000932,0.2,0.000932,0,,0.000932,0.002572,10.4,0.000932,0.002572,9,,
0.000936,0.2,0.000936,0,,0.000936,0.002576,10.4,0.000936,0.002576,9.2,,
0.00094,0.2,0.00094,0,,0.00094,0.00258,10.2,0.00094,0.00258,9.2,,
0.000944,0.2,0.000944,0,,0.000944,0.002584,10.4,0.000944,0.002584,9,,
0.000948,0.2,0.000948,0.2,,0.000948,0.002588,10.2,0.000948,0.002588,9.2,,
0.000952,0.2,0.000952,0.2,,0.000952,0.002592,10.4,0.000952,0.002592,9,,
0.000956,0.2,0.000956,0,,0.000956,0.002596,10.2,0.000956,0.002596,9.2,,
0.00096,0.2,0.00096,0.2,,0.00096,0.0026,10.4,0.00096,0.0026,9.2,,
0.000964,0.2,0.000964,0,,0.000964,0.002604,10.4,0.000964,0.002604,9.2,,
0.000968,0.2,0.000968,0,,0.000968,0.002608,10.4,0.000968,0.002608,9.2,,
0.000972,0.2,0.000972,0,,0.000972,0.002612,10.4,0.000972,0.002612,9.2,,
0.000976,0.2,0.000976,0,,0.000976,0.002616,10.4,0.000976,0.002616,9.2,,
0.00098,0.2,0.00098,0,,0.00098,0.00262,10.4,0.00098,0.00262,9.2,,
0.000984,0,0.000984,0,,0.000984,0.002624,10.2,0.000984,0.002624,9.2,,
0.000988,0.2,0.000988,0,,0.000988,0.002628,10.4,0.000988,0.002628,9.2,,
0.000992,0.2,0.000992,0,,0.000992,0.002632,10.4,0.000992,0.002632,9.2,,
0.000996,0.2,0.000996,0,,0.000996,0.002636,10.4,0.000996,0.002636,9.2,,
0.001,0.2,0.001,0,,0.001,0.00264,10.4,0.001,0.00264,9.2,,
0.001004,0.2,0.001004,0,,0.001004,0.002644,10.4,0.001004,0.002644,9.2,,
0.001008,0.2,0.001008,0,,0.001008,0.002648,10.4,0.001008,0.002648,9.2,,
0.001012,0.2,0.001012,0,,0.001012,0.002652,10.4,0.001012,0.002652,9.2,,
0.001016,0.2,0.001016,0,,0.001016,0.002656,10.2,0.001016,0.002656,9.2,,
0.00102,0.2,0.00102,0,,0.00102,0.00266,10.2,0.00102,0.00266,9.2,,
0.001024,0.2,0.001024,0,,0.001024,0.002664,10.4,0.001024,0.002664,9.2,,
0.001028,0.2,0.001028,0,,0.001028,0.002668,10.4,0.001028,0.002668,9.2,,
0.001032,0.2,0.001032,0,,0.001032,0.002672,10.4,0.001032,0.002672,9.2,,
0.001036,0.2,0.001036,0,,0.001036,0.002676,10.4,0.001036,0.002676,9.2,,
0.00104,0.2,0.00104,0,,0.00104,0.00268,10.4,0.00104,0.00268,9.2,,
0.001044,0.2,0.001044,0,,0.001044,0.002684,10.4,0.001044,0.002684,9.2,,
0.001048,0.2,0.001048,0,,0.001048,0.002688,10.4,0.001048,0.002688,9.2,,
0.001052,0.2,0.001052,0,,0.001052,0.002692,10.4,0.001052,0.002692,9.2,,
0.001056,0.2,0.001056,0,,0.001056,0.002696,10.4,0.001056,0.002696,9.4,,
0.00106,0.2,0.00106,0,,0.00106,0.0027,10.4,0.00106,0.0027,9.2,,
0.001064,0.2,0.001064,0,,0.001064,0.002704,10.2,0.001064,0.002704,9.2,,
0.001068,0.2,0.001068,0,,0.001068,0.002708,10.4,0.001068,0.002708,9.2,,
0.001072,0.2,0.001072,0,,0.001072,0.002712,10.4,0.001072,0.002712,9.4,,
0.001076,0.2,0.001076,0,,0.001076,0.002716,10.4,0.001076,0.002716,9.4,,
0.00108,0,0.00108,0,,0.00108,0.00272,10.2,0.00108,0.00272,9.4,,
0.001084,0.2,0.001084,0,,0.001084,0.002724,10.4,0.001084,0.002724,9.2,,
0.001088,0.2,0.001088,0,,0.001088,0.002728,10.4,0.001088,0.002728,9.4,,
0.001092,0.2,0.001092,0,,0.001092,0.002732,10.4,0.001092,0.002732,9.4,,
0.001096,0.2,0.001096,0,,0.001096,0.002736,10.4,0.001096,0.002736,9.4,,
0.0011,0.2,0.0011,0,,0.0011,0.00274,10.2,0.0011,0.00274,9.4,,
0.001104,0.2,0.001104,0,,0.001104,0.002744,10.4,0.001104,0.002744,9.4,,
0.001108,0.2,0.001108,0,,0.001108,0.002748,10.4,0.001108,0.002748,9.2,,
0.001112,0,0.001112,0,,0.001112,0.002752,10.2,0.001112,0.002752,9.4,,
0.001116,0.2,0.001116,0,,0.001116,0.002756,10.4,0.001116,0.002756,9.4,,
0.00112,0.2,0.00112,0,,0.00112,0.00276,10.2,0.00112,0.00276,9.4,,
0.001124,0.2,0.001124,0,,0.001124,0.002764,10.4,0.001124,0.002764,9.4,,
0.001128,0.2,0.001128,0,,0.001128,0.002768,10.4,0.001128,0.002768,9.4,,
0.001132,0.2,0.001132,0,,0.001132,0.002772,10.2,0.001132,0.002772,9.4,,
0.001136,0.2,0.001136,0,,0.001136,0.002776,10.2,0.001136,0.002776,9.4,,
0.00114,0.2,0.00114,0,,0.00114,0.00278,10.4,0.00114,0.00278,9.4,,
0.001144,0.2,0.001144,0,,0.001144,0.002784,10.2,0.001144,0.002784,9.4,,
0.001148,0.2,0.001148,0,,0.001148,0.002788,10.4,0.001148,0.002788,9.4,,
0.001152,0.2,0.001152,0,,0.001152,0.002792,10.2,0.001152,0.002792,9.4,,
0.001156,0.2,0.001156,0,,0.001156,0.002796,10.4,0.001156,0.002796,9.4,,
0.00116,0.2,0.00116,0,,0.00116,0.0028,10.4,0.00116,0.0028,9.4,,
0.001164,0.2,0.001164,0,,0.001164,0.002804,10.4,0.001164,0.002804,9.4,,
0.001168,0.2,0.001168,0.2,,0.001168,0.002808,10.2,0.001168,0.002808,9.4,,
0.001172,0.2,0.001172,0,,0.001172,0.002812,10.4,0.001172,0.002812,9.4,,
0.001176,0.2,0.001176,0,,0.001176,0.002816,10.4,0.001176,0.002816,9.4,,
0.00118,0.2,0.00118,0,,0.00118,0.00282,10.4,0.00118,0.00282,9.4,,
