Time - Plot 0,Amplitude - Plot 0,,,
5055.437184,-46.9897,,,
5080.097854,-46.9897,,,
5104.758523,-46.9897,,,
5129.419192,-46.9897,,,
5154.079861,-46.9897,,,
5178.74053,-46.9897,,,
5203.401199,-46.9897,,,
5228.061869,-46.9897,,,
5252.722538,-46.9897,,,
5277.383207,-46.9897,,,
5302.043876,-46.9897,,,
5326.704545,-46.9897,,,
5351.365215,-45.7897,,,
5376.025884,-42.9897,,,
5400.686553,-45.7897,,,
5425.347222,-46.9897,,,
5450.007891,-46.9897,,,
5474.668561,-46.9897,,,
5499.32923,-43.7897,,,
5523.989899,-40.9897,,,
5548.650568,-46.9897,,,
5573.311237,-46.9897,,,
5597.971907,-46.9897,,,
5622.632576,-46.9897,,,
5647.293245,-46.9897,,,
5671.953914,-46.9897,,,
5696.614583,-46.9897,,,
5721.275253,-46.9897,,,
5745.935922,-46.9897,,,
5770.596591,-46.9897,,,
5795.25726,-46.9897,,,
5819.917929,-46.9897,,,
5844.578598,-43.7897,,,
5869.239268,-46.9897,,,
5893.899937,-46.9897,,,
5918.560606,-46.9897,,,
5943.221275,-46.9897,,,
5967.881944,-46.9897,,,
5992.542614,-46.9897,,,
6017.203283,-46.9897,,,
6041.863952,-46.9897,,,
6066.524621,-46.9897,,,
6091.18529,-46.9897,,,
6115.84596,-46.9897,,,
6140.506629,-46.9897,,,
6165.167298,-46.9897,,,
6189.827967,-46.9897,,,
6214.488636,-46.9897,,,
6239.149306,-46.9897,,,
6263.809975,-45.7897,,,
6288.470644,-46.9897,,,
6313.131313,-46.9897,,,
6337.791982,-46.9897,,,
6362.452652,-46.9897,,,
6387.113321,-46.9897,,,
6411.77399,-46.9897,,,
6436.434659,-46.9897,,,
6461.095328,-46.9897,,,
6485.755997,-46.9897,,,
6510.416667,-46.9897,,,
6535.077336,-46.9897,,,
6559.738005,-46.9897,,,
6584.398674,-46.9897,,,
6609.059343,-46.9897,,,
6633.720013,-42.9897,,,
6658.380682,-45.7897,,,
6683.041351,-46.9897,,,
6707.70202,-46.9897,,,
6732.362689,-46.9897,,,
6757.023359,-46.9897,,,
6781.684028,-46.9897,,,
6806.344697,-46.9897,,,
6831.005366,-46.9897,,,
6855.666035,-46.9897,,,
6880.326705,-46.9897,,,
6904.987374,-46.9897,,,
6929.648043,-46.9897,,,
6954.308712,-46.9897,,,
6978.969381,-46.9897,,,
7003.630051,-45.7897,,,
7028.29072,-46.9897,,,
7052.951389,-46.9897,,,
7077.612058,-46.9897,,,
7102.272727,-46.9897,,,
7126.933396,-45.7897,,,
7151.594066,-46.9897,,,
7176.254735,-46.9897,,,
7200.915404,-46.9897,,,
7225.576073,-46.9897,,,
7250.236742,-46.9897,,,
7274.897412,-46.9897,,,
7299.558081,-46.9897,,,
7324.21875,-46.9897,,,
7348.879419,-46.9897,,,
7373.540088,-46.9897,,,
7398.200758,-46.9897,,,
7422.861427,-45.7897,,,
7447.522096,-46.9897,,,
7472.182765,-45.7897,,,
7496.843434,-43.3897,,,
7521.504104,-46.9897,,,
7546.164773,-46.9897,,,
7570.825442,-46.9897,,,
7595.486111,-46.9897,,,
7620.14678,-46.9897,,,
7644.807449,-46.9897,,,
7669.468119,-46.9897,,,
7694.128788,-46.9897,,,
7718.789457,-46.9897,,,
7743.450126,-46.9897,,,
7768.110795,-46.9897,,,
7792.771465,-45.7897,,,
7817.432134,-46.9897,,,
7842.092803,-46.9897,,,
7866.753472,-46.9897,,,
7891.414141,-46.9897,,,
7916.074811,-46.9897,,,
7940.73548,-46.9897,,,
7965.396149,-46.9897,,,
7990.056818,-46.9897,,,
8014.717487,-42.9897,,,
8039.378157,-46.9897,,,
8064.038826,-46.9897,,,
8088.699495,-46.9897,,,
8113.360164,-46.9897,,,
8138.020833,-46.9897,,,
8162.681503,-46.9897,,,
8187.342172,-46.9897,,,
8212.002841,-46.9897,,,
8236.66351,-46.9897,,,
8261.324179,-46.9897,,,
8285.984848,-46.9897,,,
8310.645518,-46.9897,,,
8335.306187,-43.7897,,,
8359.966856,-46.9897,,,
8384.627525,-46.9897,,,
8409.288194,-46.9897,,,
8433.948864,-46.9897,,,
8458.609533,-46.9897,,,
8483.270202,-46.9897,,,
8507.930871,-46.9897,,,
8532.59154,-46.9897,,,
8557.25221,-46.9897,,,
8581.912879,-46.9897,,,
8606.573548,-46.9897,,,
8631.234217,-46.9897,,,
8655.894886,-46.9897,,,
8680.555556,-46.9897,,,
8705.216225,-46.9897,,,
8729.876894,-45.7897,,,
8754.537563,-46.9897,,,
8779.198232,-46.9897,,,
8803.858902,-46.9897,,,
8828.519571,-46.9897,,,
8853.18024,-46.9897,,,
8877.840909,-46.9897,,,
8902.501578,-46.9897,,,
8927.162247,-46.9897,,,
8951.822917,-46.9897,,,
8976.483586,-45.7897,,,
9001.144255,-46.9897,,,
9025.804924,-43.7897,,,
9050.465593,-46.9897,,,
9075.126263,-46.9897,,,
9099.786932,-46.9897,,,
9124.447601,-46.9897,,,
9149.10827,-46.9897,,,
9173.768939,-46.9897,,,
9198.429609,-46.9897,,,
9223.090278,-46.9897,,,
9247.750947,-46.9897,,,
9272.411616,-46.9897,,,
9297.072285,-46.9897,,,
9321.732955,-46.9897,,,
9346.393624,-46.9897,,,
9371.054293,-46.9897,,,
9395.714962,-45.7897,,,
9420.375631,-46.9897,,,
9445.036301,-46.9897,,,
9469.69697,-46.9897,,,
9494.357639,-42.9897,,,
9519.018308,-46.9897,,,
9543.678977,-46.9897,,,
9568.339646,-46.9897,,,
9593.000316,-46.9897,,,
9617.660985,-46.9897,,,
9642.321654,-46.9897,,,
9666.982323,-46.9897,,,
9691.642992,-46.9897,,,
9716.303662,-46.9897,,,
9740.964331,-46.9897,,,
9765.625,-46.9897,,,
9790.285669,-46.9897,,,
9814.946338,-46.9897,,,
9839.607008,-46.9897,,,
9864.267677,-46.9897,,,
9888.928346,-37.7897,,,
9913.589015,-31.3897,,,
9938.249684,-21.7897,,,
9962.910354,-5.3897,,,
9987.571023,8.6103,,,
10012.23169,9.0103,,,
10036.89236,-4.9897,,,
10061.55303,-21.7897,,,
10086.2137,-30.9897,,,
10110.87437,-41.7897,,,
10135.53504,-38.9897,,,
10160.19571,-45.7897,,,
10184.85638,-46.9897,,,
10209.51705,-46.9897,,,
10234.17772,-45.7897,,,
10258.83838,-46.9897,,,
10283.49905,-46.9897,,,
10308.15972,-46.9897,,,
10332.82039,-46.9897,,,
10357.48106,-46.9897,,,
10382.14173,-46.9897,,,
10406.8024,-46.9897,,,
10431.46307,-45.7897,,,
10456.12374,-46.9897,,,
10480.78441,-45.7897,,,
10505.44508,-46.9897,,,
10530.10575,-46.9897,,,
10554.76641,-46.9897,,,
10579.42708,-46.9897,,,
10604.08775,-46.9897,,,
10628.74842,-46.9897,,,
10653.40909,-46.9897,,,
10678.06976,-46.9897,,,
10702.73043,-46.9897,,,
10727.3911,-46.9897,,,
10752.05177,-46.9897,,,
10776.71244,-46.9897,,,
10801.37311,-46.9897,,,
10826.03378,-46.9897,,,
10850.69444,-43.7897,,,
10875.35511,-45.7897,,,
10900.01578,-46.9897,,,
10924.67645,-46.9897,,,
10949.33712,-46.9897,,,
10973.99779,-46.9897,,,
10998.65846,-46.9897,,,
11023.31913,-46.9897,,,
11047.9798,-46.9897,,,
11072.64047,-46.9897,,,
11097.30114,-46.9897,,,
11121.96181,-46.9897,,,
11146.62248,-46.9897,,,
11171.28314,-46.9897,,,
11195.94381,-46.9897,,,
11220.60448,-46.9897,,,
11245.26515,-46.9897,,,
11269.92582,-46.9897,,,
11294.58649,-46.9897,,,
11319.24716,-46.9897,,,
11343.90783,-46.9897,,,
11368.5685,-46.9897,,,
11393.22917,-46.9897,,,
11417.88984,-46.9897,,,
11442.55051,-46.9897,,,
11467.21117,-46.9897,,,
11491.87184,-46.9897,,,
11516.53251,-46.9897,,,
11541.19318,-46.9897,,,
11565.85385,-46.9897,,,
11590.51452,-46.9897,,,
11615.17519,-46.9897,,,
11639.83586,-46.9897,,,
11664.49653,-46.9897,,,
11689.1572,-46.9897,,,
11713.81787,-46.9897,,,
11738.47854,-46.9897,,,
11763.13921,-46.9897,,,
11787.79987,-46.9897,,,
11812.46054,-45.7897,,,
11837.12121,-42.9897,,,
11861.78188,-46.9897,,,
11886.44255,-46.9897,,,
11911.10322,-46.9897,,,
11935.76389,-46.9897,,,
11960.42456,-46.9897,,,
11985.08523,-46.9897,,,
12009.7459,-46.9897,,,
12034.40657,-46.9897,,,
12059.06724,-45.7897,,,
12083.7279,-46.9897,,,
12108.38857,-46.9897,,,
12133.04924,-46.9897,,,
12157.70991,-46.9897,,,
12182.37058,-46.9897,,,
12207.03125,-46.9897,,,
12231.69192,-46.9897,,,
12256.35259,-46.9897,,,
12281.01326,-46.9897,,,
12305.67393,-46.9897,,,
12330.3346,-46.9897,,,
12354.99527,-46.9897,,,
12379.65593,-46.9897,,,
12404.3166,-46.9897,,,
12428.97727,-46.9897,,,
12453.63794,-46.9897,,,
12478.29861,-46.9897,,,
12502.95928,-43.7897,,,
12527.61995,-46.9897,,,
12552.28062,-46.9897,,,
12576.94129,-46.9897,,,
12601.60196,-46.9897,,,
12626.26263,-46.9897,,,
12650.9233,-46.9897,,,
12675.58397,-46.9897,,,
12700.24463,-46.9897,,,
12724.9053,-46.9897,,,
12749.56597,-46.9897,,,
12774.22664,-46.9897,,,
12798.88731,-46.9897,,,
12823.54798,-46.9897,,,
12848.20865,-46.9897,,,
12872.86932,-46.9897,,,
12897.52999,-46.9897,,,
12922.19066,-46.9897,,,
12946.85133,-46.9897,,,
12971.512,-46.9897,,,
12996.17266,-46.9897,,,
13020.83333,-45.7897,,,
13045.494,-46.9897,,,
13070.15467,-46.9897,,,
13094.81534,-46.9897,,,
13119.47601,-46.9897,,,
13144.13668,-46.9897,,,
13168.79735,-46.9897,,,
13193.45802,-46.9897,,,
13218.11869,-46.9897,,,
13242.77936,-46.9897,,,
13267.44003,-46.9897,,,
13292.10069,-46.9897,,,
13316.76136,-46.9897,,,
13341.42203,-46.9897,,,
13366.0827,-46.9897,,,
13390.74337,-46.9897,,,
13415.40404,-46.9897,,,
13440.06471,-46.9897,,,
13464.72538,-46.9897,,,
13489.38605,-46.9897,,,
13514.04672,-42.9897,,,
13538.70739,-45.7897,,,
13563.36806,-45.7897,,,
13588.02873,-45.7897,,,
13612.68939,-46.9897,,,
13637.35006,-46.9897,,,
13662.01073,-46.9897,,,
13686.6714,-46.9897,,,
13711.33207,-46.9897,,,
13735.99274,-46.9897,,,
13760.65341,-46.9897,,,
13785.31408,-46.9897,,,
13809.97475,-46.9897,,,
13834.63542,-46.9897,,,
13859.29609,-46.9897,,,
13883.95676,-46.9897,,,
13908.61742,-46.9897,,,
13933.27809,-46.9897,,,
13957.93876,-46.9897,,,
13982.59943,-46.9897,,,
14007.2601,-46.9897,,,
14031.92077,-46.9897,,,
14056.58144,-46.9897,,,
14081.24211,-46.9897,,,
14105.90278,-46.9897,,,
14130.56345,-46.9897,,,
14155.22412,-46.9897,,,
14179.88479,-46.9897,,,
14204.54546,-46.9897,,,
14229.20612,-46.9897,,,
14253.86679,-46.9897,,,
14278.52746,-46.9897,,,
14303.18813,-46.9897,,,
14327.8488,-46.9897,,,
14352.50947,-46.9897,,,
14377.17014,-46.9897,,,
14401.83081,-46.9897,,,
14426.49148,-46.9897,,,
14451.15215,-46.9897,,,
14475.81282,-46.9897,,,
14500.47349,-46.9897,,,
14525.13415,-43.3897,,,
14549.79482,-43.7897,,,
14574.45549,-43.7897,,,
14599.11616,-46.9897,,,
14623.77683,-46.9897,,,
14648.4375,-45.7897,,,
14673.09817,-46.9897,,,
14697.75884,-46.9897,,,
14722.41951,-46.9897,,,
14747.08018,-46.9897,,,
14771.74085,-46.9897,,,
14796.40152,-46.9897,,,
14821.06218,-46.9897,,,
14845.72285,-46.9897,,,
14870.38352,-46.9897,,,
14895.04419,-46.9897,,,
14919.70486,-46.9897,,,
14944.36553,-46.9897,,,
14969.0262,-45.7897,,,
14993.68687,-46.9897,,,
15018.34754,-46.9897,,,
15043.00821,-46.9897,,,
15067.66888,-46.9897,,,
15092.32955,-46.9897,,,
15116.99022,-46.9897,,,
15141.65088,-46.9897,,,
15166.31155,-46.9897,,,
15190.97222,-45.7897,,,
15215.63289,-46.9897,,,
15240.29356,-46.9897,,,
15264.95423,-46.9897,,,
15289.6149,-46.9897,,,
15314.27557,-46.9897,,,
15338.93624,-46.9897,,,
15363.59691,-46.9897,,,
15388.25758,-46.9897,,,
15412.91825,-46.9897,,,
15437.57891,-45.7897,,,
15462.23958,-45.7897,,,
15486.90025,-46.9897,,,
15511.56092,-42.9897,,,
15536.22159,-45.7897,,,
15560.88226,-46.9897,,,
15585.54293,-45.7897,,,
15610.2036,-46.9897,,,
15634.86427,-46.9897,,,
15659.52494,-46.9897,,,
15684.18561,-45.7897,,,
15708.84628,-46.9897,,,
15733.50694,-46.9897,,,
15758.16761,-46.9897,,,
15782.82828,-45.7897,,,
15807.48895,-46.9897,,,
15832.14962,-46.9897,,,
15856.81029,-46.9897,,,
15881.47096,-46.9897,,,
15906.13163,-46.9897,,,
15930.7923,-46.9897,,,
15955.45297,-46.9897,,,
15980.11364,-46.9897,,,
16004.77431,-46.9897,,,
16029.43498,-46.9897,,,
16054.09564,-46.9897,,,
16078.75631,-46.9897,,,
16103.41698,-46.9897,,,
16128.07765,-46.9897,,,
16152.73832,-46.9897,,,
16177.39899,-46.9897,,,
16202.05966,-46.9897,,,
16226.72033,-46.9897,,,
16251.381,-46.9897,,,
16276.04167,-46.9897,,,
16300.70234,-46.9897,,,
16325.36301,-45.7897,,,
16350.02367,-46.9897,,,
16374.68434,-46.9897,,,
16399.34501,-46.9897,,,
16424.00568,-46.9897,,,
16448.66635,-46.9897,,,
16473.32702,-46.9897,,,
16497.98769,-41.7897,,,
16522.64836,-46.9897,,,
16547.30903,-46.9897,,,
16571.9697,-46.9897,,,
16596.63037,-46.9897,,,
16621.29104,-46.9897,,,
16645.95171,-46.9897,,,
16670.61237,-46.9897,,,
16695.27304,-46.9897,,,
16719.93371,-46.9897,,,
16744.59438,-46.9897,,,
16769.25505,-46.9897,,,
16793.91572,-46.9897,,,
16818.57639,-46.9897,,,
16843.23706,-46.9897,,,
16867.89773,-46.9897,,,
16892.5584,-45.7897,,,
16917.21907,-46.9897,,,
16941.87974,-46.9897,,,
16966.5404,-46.9897,,,
16991.20107,-46.9897,,,
17015.86174,-46.9897,,,
17040.52241,-46.9897,,,
17065.18308,-46.9897,,,
17089.84375,-45.7897,,,
17114.50442,-45.7897,,,
17139.16509,-46.9897,,,
17163.82576,-46.9897,,,
17188.48643,-46.9897,,,
17213.1471,-46.9897,,,
17237.80777,-46.9897,,,
17262.46843,-46.9897,,,
17287.1291,-46.9897,,,
17311.78977,-46.9897,,,
17336.45044,-46.9897,,,
17361.11111,-46.9897,,,
17385.77178,-46.9897,,,
17410.43245,-46.9897,,,
17435.09312,-46.9897,,,
17459.75379,-46.9897,,,
17484.41446,-46.9897,,,
17509.07513,-45.7897,,,
17533.7358,-46.9897,,,
17558.39647,-46.9897,,,
17583.05713,-46.9897,,,
17607.7178,-46.9897,,,
17632.37847,-46.9897,,,
17657.03914,-46.9897,,,
17681.69981,-46.9897,,,
17706.36048,-46.9897,,,
17731.02115,-46.9897,,,
17755.68182,-46.9897,,,
17780.34249,-46.9897,,,
17805.00316,-46.9897,,,
17829.66383,-46.9897,,,
17854.3245,-42.9897,,,
17878.98516,-46.9897,,,
17903.64583,-46.9897,,,
17928.3065,-46.9897,,,
17952.96717,-46.9897,,,
17977.62784,-46.9897,,,
18002.28851,-42.9897,,,
18026.94918,-43.7897,,,
18051.60985,-45.7897,,,
18076.27052,-46.9897,,,
18100.93119,-46.9897,,,
18125.59186,-46.9897,,,
18150.25253,-46.9897,,,
18174.91319,-46.9897,,,
18199.57386,-45.7897,,,
18224.23453,-46.9897,,,
18248.8952,-46.9897,,,
18273.55587,-46.9897,,,
18298.21654,-46.9897,,,
18322.87721,-46.9897,,,
18347.53788,-46.9897,,,
18372.19855,-46.9897,,,
18396.85922,-46.9897,,,
18421.51989,-46.9897,,,
18446.18056,-46.9897,,,
18470.84123,-46.9897,,,
18495.50189,-46.9897,,,
18520.16256,-46.9897,,,
18544.82323,-46.9897,,,
18569.4839,-46.9897,,,
18594.14457,-46.9897,,,
18618.80524,-46.9897,,,
18643.46591,-46.9897,,,
18668.12658,-46.9897,,,
18692.78725,-46.9897,,,
18717.44792,-46.9897,,,
18742.10859,-46.9897,,,
18766.76926,-46.9897,,,
18791.42992,-46.9897,,,
18816.09059,-46.9897,,,
18840.75126,-46.9897,,,
18865.41193,-46.9897,,,
18890.0726,-40.5897,,,
18914.73327,-35.7897,,,
18939.39394,-27.7897,,,
18964.05461,-10.1897,,,
18988.71528,3.0103,,,
19013.37595,2.6103,,,
19038.03662,-12.5897,,,
19062.69729,-27.7897,,,
19087.35796,-40.9897,,,
19112.01862,-40.9897,,,
19136.67929,-46.9897,,,
19161.33996,-46.9897,,,
19186.00063,-45.7897,,,
19210.6613,-46.9897,,,
19235.32197,-46.9897,,,
19259.98264,-46.9897,,,
19284.64331,-46.9897,,,
19309.30398,-43.3897,,,
19333.96465,-43.3897,,,
19358.62532,-46.9897,,,
19383.28599,-46.9897,,,
19407.94665,-46.9897,,,
19432.60732,-46.9897,,,
19457.26799,-46.9897,,,
19481.92866,-46.9897,,,
19506.58933,-46.9897,,,
19531.25,-46.9897,,,
19555.91067,-46.9897,,,
19580.57134,-45.7897,,,
19605.23201,-45.7897,,,
19629.89268,-46.9897,,,
19654.55335,-46.9897,,,
19679.21402,-46.9897,,,
19703.87468,-46.9897,,,
19728.53535,-46.9897,,,
19753.19602,-46.9897,,,
19777.85669,-43.7897,,,
19802.51736,-43.7897,,,
19827.17803,-45.7897,,,
19851.8387,-46.9897,,,
19876.49937,-46.9897,,,
19901.16004,-46.9897,,,
19925.82071,-46.9897,,,
19950.48138,-46.9897,,,
19975.14205,-46.9897,,,
19999.80272,-46.9897,,,
20024.46338,-46.9897,,,
20049.12405,-46.9897,,,
20073.78472,-46.9897,,,
20098.44539,-46.9897,,,
20123.10606,-46.9897,,,
20147.76673,-46.9897,,,
20172.4274,-45.7897,,,
20197.08807,-46.9897,,,
20221.74874,-46.9897,,,
20246.40941,-46.9897,,,
20271.07008,-46.9897,,,
20295.73075,-46.9897,,,
20320.39141,-46.9897,,,
20345.05208,-46.9897,,,
20369.71275,-46.9897,,,
20394.37342,-46.9897,,,
20419.03409,-45.7897,,,
20443.69476,-45.7897,,,
20468.35543,-41.7897,,,
20493.0161,-42.9897,,,
20517.67677,-46.9897,,,
20542.33744,-46.9897,,,
20566.99811,-46.9897,,,
20591.65878,-46.9897,,,
20616.31944,-46.9897,,,
20640.98011,-46.9897,,,
20665.64078,-46.9897,,,
20690.30145,-46.9897,,,
20714.96212,-46.9897,,,
20739.62279,-46.9897,,,
20764.28346,-46.9897,,,
20788.94413,-46.9897,,,
20813.6048,-46.9897,,,
20838.26547,-43.7897,,,
20862.92614,-46.9897,,,
20887.58681,-46.9897,,,
20912.24748,-45.7897,,,
20936.90814,-46.9897,,,
20961.56881,-46.9897,,,
20986.22948,-40.9897,,,
21010.89015,-40.9897,,,
21035.55082,-46.9897,,,
21060.21149,-46.9897,,,
21084.87216,-46.9897,,,
21109.53283,-46.9897,,,
21134.1935,-46.9897,,,
21158.85417,-46.9897,,,
21183.51484,-46.9897,,,
21208.17551,-46.9897,,,
21232.83617,-46.9897,,,
21257.49684,-46.9897,,,
21282.15751,-46.9897,,,
21306.81818,-46.9897,,,
21331.47885,-46.9897,,,
21356.13952,-46.9897,,,
21380.80019,-46.9897,,,
21405.46086,-45.7897,,,
21430.12153,-45.7897,,,
21454.7822,-45.7897,,,
21479.44287,-46.9897,,,
21504.10354,-43.7897,,,
21528.76421,-45.7897,,,
21553.42487,-46.9897,,,
21578.08554,-46.9897,,,
21602.74621,-46.9897,,,
21627.40688,-46.9897,,,
21652.06755,-46.9897,,,
21676.72822,-46.9897,,,
21701.38889,-46.9897,,,
21726.04956,-43.7897,,,
21750.71023,-46.9897,,,
21775.3709,-46.9897,,,
21800.03157,-46.9897,,,
21824.69224,-46.9897,,,
21849.3529,-46.9897,,,
21874.01357,-46.9897,,,
21898.67424,-46.9897,,,
21923.33491,-46.9897,,,
21947.99558,-46.9897,,,
21972.65625,-46.9897,,,
21997.31692,-46.9897,,,
22021.97759,-45.7897,,,
22046.63826,-46.9897,,,
22071.29893,-46.9897,,,
22095.9596,-45.7897,,,
22120.62027,-46.9897,,,
22145.28093,-46.9897,,,
22169.9416,-45.7897,,,
22194.60227,-46.9897,,,
22219.26294,-46.9897,,,
22243.92361,-46.9897,,,
22268.58428,-46.9897,,,
22293.24495,-46.9897,,,
22317.90562,-45.7897,,,
22342.56629,-46.9897,,,
22367.22696,-46.9897,,,
22391.88763,-46.9897,,,
22416.5483,-46.9897,,,
22441.20897,-46.9897,,,
22465.86963,-46.9897,,,
22490.5303,-46.9897,,,
22515.19097,-46.9897,,,
22539.85164,-46.9897,,,
22564.51231,-42.9897,,,
22589.17298,-46.9897,,,
22613.83365,-46.9897,,,
22638.49432,-46.9897,,,
22663.15499,-46.9897,,,
22687.81566,-46.9897,,,
22712.47633,-46.9897,,,
22737.137,-46.9897,,,
22761.79766,-46.9897,,,
22786.45833,-46.9897,,,
22811.119,-46.9897,,,
22835.77967,-46.9897,,,
22860.44034,-46.9897,,,
22885.10101,-46.9897,,,
22909.76168,-46.9897,,,
22934.42235,-46.9897,,,
22959.08302,-46.9897,,,
22983.74369,-46.9897,,,
