Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,
5.61E-06,10,5.61E-06,4.8,,,
5.62E-06,10.2,5.62E-06,4.8,,,
5.63E-06,10,5.63E-06,5,,,
5.64E-06,10.4,5.64E-06,5,,,
5.65E-06,10.2,5.65E-06,5,,,
5.66E-06,10,5.66E-06,5,,,
5.67E-06,10,5.67E-06,5,,,
5.68E-06,10,5.68E-06,4.8,,,
5.69E-06,10,5.69E-06,5,,,
5.70E-06,10,5.70E-06,5,,,
5.71E-06,10,5.71E-06,4.8,,,
5.72E-06,10,5.72E-06,5,,,
5.73E-06,10,5.73E-06,5,,,
5.74E-06,10.4,5.74E-06,4.8,,,
5.75E-06,10.2,5.75E-06,4.8,,,
5.76E-06,10.2,5.76E-06,4.8,,,
5.77E-06,10,5.77E-06,4.8,,,
5.78E-06,10.2,5.78E-06,4.8,,,
5.79E-06,10.4,5.79E-06,4.8,,,
5.80E-06,10,5.80E-06,4.8,,,
5.81E-06,10.2,5.81E-06,4.8,,,
5.82E-06,10.2,5.82E-06,5,,,
5.83E-06,10.4,5.83E-06,4.8,,,
5.84E-06,10.2,5.84E-06,5,,,
5.85E-06,10.2,5.85E-06,4.8,,,
5.86E-06,10.2,5.86E-06,4.8,,,
5.87E-06,9.8,5.87E-06,5,,,
5.88E-06,10.2,5.88E-06,4.8,,,
5.89E-06,10,5.89E-06,4.8,,,
5.90E-06,10.2,5.90E-06,4.8,,,
5.91E-06,10.2,5.91E-06,4.8,,,
5.92E-06,10.2,5.92E-06,4.6,,,
5.93E-06,10,5.93E-06,4.8,,,
5.94E-06,10.2,5.94E-06,4.8,,,
5.95E-06,10.2,5.95E-06,4.6,,,
5.96E-06,10,5.96E-06,4.6,,,
5.97E-06,10.4,5.97E-06,4.4,,,
5.98E-06,10.4,5.98E-06,4.8,,,
5.99E-06,10.2,5.99E-06,4.6,,,
6.00E-06,10,6.00E-06,4.8,,,
6.01E-06,10.2,6.01E-06,4.8,,,
6.02E-06,10.4,6.02E-06,4.8,,,
6.03E-06,9.8,6.03E-06,4.8,,,
6.04E-06,9.8,6.04E-06,4.8,,,
6.05E-06,10.2,6.05E-06,4.6,,,
6.06E-06,10.2,6.06E-06,5,,,
6.07E-06,10,6.07E-06,4.8,,,
6.08E-06,10,6.08E-06,4.8,,,
6.09E-06,10.2,6.09E-06,5,,,
6.10E-06,10.4,6.10E-06,4.8,,,
6.11E-06,10.2,6.11E-06,4.6,,,
6.12E-06,10.2,6.12E-06,4.8,,,
6.13E-06,10,6.13E-06,4.8,,,
6.14E-06,10.4,6.14E-06,5,,,
6.15E-06,9.8,6.15E-06,4.8,,,
6.16E-06,10,6.16E-06,4.8,,,
6.17E-06,10.2,6.17E-06,4.6,,,
6.18E-06,10.2,6.18E-06,4.8,,,
6.19E-06,10.2,6.19E-06,5.2,,,
6.20E-06,10,6.20E-06,4.8,,,
6.21E-06,10,6.21E-06,4.6,,,
6.22E-06,10.2,6.22E-06,5,,,
6.23E-06,10,6.23E-06,4.6,,,
6.24E-06,10,6.24E-06,4.6,,,
6.25E-06,10.2,6.25E-06,4.8,,,
6.26E-06,9.8,6.26E-06,4.8,,,
6.27E-06,10.2,6.27E-06,4.6,,,
6.28E-06,10,6.28E-06,4.8,,,
6.29E-06,9.8,6.29E-06,4.6,,,
6.30E-06,10,6.30E-06,4.4,,,
6.31E-06,10.2,6.31E-06,4.8,,,
6.32E-06,10,6.32E-06,4.8,,,
6.33E-06,10.2,6.33E-06,4.6,,,
6.34E-06,10.2,6.34E-06,4.8,,,
6.35E-06,10.4,6.35E-06,5.2,,,
6.36E-06,10.2,6.36E-06,4.8,,,
6.37E-06,10.2,6.37E-06,5,,,
6.38E-06,10,6.38E-06,4.8,,,
6.39E-06,10.2,6.39E-06,4.8,,,
6.40E-06,10.2,6.40E-06,4.8,,,
6.41E-06,10.2,6.41E-06,4.8,,,
6.42E-06,10,6.42E-06,4.8,,,
6.43E-06,10.2,6.43E-06,4.6,,,
6.44E-06,10.4,6.44E-06,4.8,,,
6.45E-06,10.2,6.45E-06,4.8,,,
6.46E-06,10,6.46E-06,4.8,,,
6.47E-06,10,6.47E-06,4.8,,,
6.48E-06,10.2,6.48E-06,4.8,,,
6.49E-06,10.4,6.49E-06,4.8,,,
6.50E-06,10.4,6.50E-06,5,,,
6.51E-06,10,6.51E-06,4.6,,,
6.52E-06,10.2,6.52E-06,4.8,,,
6.53E-06,10,6.53E-06,4.8,,,
6.54E-06,10.2,6.54E-06,4.6,,,
6.55E-06,10,6.55E-06,4.8,,,
6.56E-06,10.2,6.56E-06,4.6,,,
6.57E-06,10.2,6.57E-06,4.8,,,
6.58E-06,10.2,6.58E-06,4.8,,,
6.59E-06,10.2,6.59E-06,4.6,,,
6.60E-06,10,6.60E-06,4.8,,,
6.61E-06,10,6.61E-06,4.8,,,
6.62E-06,10.2,6.62E-06,4.8,,,
6.63E-06,10.2,6.63E-06,4.6,,,
6.64E-06,10.2,6.64E-06,4.6,,,
6.65E-06,10.2,6.65E-06,5,,,
6.66E-06,10.2,6.66E-06,5,,,
6.67E-06,10.2,6.67E-06,4.8,,,
6.68E-06,10.2,6.68E-06,4.8,,,
6.69E-06,10,6.69E-06,4.6,,,
6.70E-06,10,6.70E-06,4.6,,,
6.71E-06,10.2,6.71E-06,4.8,,,
6.72E-06,10.2,6.72E-06,4.8,,,
6.73E-06,10.2,6.73E-06,4.6,,,
6.74E-06,10,6.74E-06,4.8,,,
6.75E-06,10,6.75E-06,4.8,,,
6.76E-06,10,6.76E-06,4.6,,,
6.77E-06,10.4,6.77E-06,4.8,,,
6.78E-06,10.2,6.78E-06,4.6,,,
6.79E-06,10,6.79E-06,4.6,,,
6.80E-06,10.4,6.80E-06,4.8,,,
6.81E-06,10,6.81E-06,4.6,,,
6.82E-06,10.4,6.82E-06,4.8,,,
6.83E-06,10.4,6.83E-06,4.8,,,
6.84E-06,10.2,6.84E-06,4.8,,,
6.85E-06,9.8,6.85E-06,4.8,,,
6.86E-06,10,6.86E-06,4.8,,,
6.87E-06,10,6.87E-06,4.8,,,
6.88E-06,10,6.88E-06,4.8,,,
6.89E-06,10,6.89E-06,4.8,,,
6.90E-06,10.2,6.90E-06,4.8,,,
6.91E-06,10.2,6.91E-06,4.8,,,
6.92E-06,10.4,6.92E-06,4.8,,,
6.93E-06,10.4,6.93E-06,5,,,
6.94E-06,10.6,6.94E-06,4.4,,,
6.95E-06,10.2,6.95E-06,4.8,,,
6.96E-06,10.2,6.96E-06,4.6,,,
6.97E-06,10.4,6.97E-06,4.6,,,
6.98E-06,10,6.98E-06,4.6,,,
6.99E-06,10.2,6.99E-06,5.2,,,
7.00E-06,10.2,7.00E-06,4.8,,,
7.01E-06,10.2,7.01E-06,4.8,,,
7.02E-06,10.2,7.02E-06,4.8,,,
7.03E-06,10,7.03E-06,4.6,,,
7.04E-06,10,7.04E-06,4.6,,,
7.05E-06,10.2,7.05E-06,4.8,,,
7.06E-06,10,7.06E-06,4.8,,,
7.07E-06,10.2,7.07E-06,4.8,,,
7.08E-06,9.8,7.08E-06,4.8,,,
7.09E-06,10.2,7.09E-06,4.6,,,
7.10E-06,10.4,7.10E-06,4.6,,,
7.11E-06,10.2,7.11E-06,4.8,,,
7.12E-06,10.2,7.12E-06,4.6,,,
7.13E-06,10.2,7.13E-06,4.8,,,
7.14E-06,10,7.14E-06,4.8,,,
7.15E-06,10,7.15E-06,4.8,,,
7.16E-06,10.2,7.16E-06,4.8,,,
7.17E-06,10,7.17E-06,4.8,,,
7.18E-06,10.2,7.18E-06,5,,,
7.19E-06,9.8,7.19E-06,4.4,,,
7.20E-06,10.2,7.20E-06,4.8,,,
7.21E-06,10,7.21E-06,4.8,,,
7.22E-06,10.4,7.22E-06,4.8,,,
7.23E-06,10.2,7.23E-06,4.8,,,
7.24E-06,10.2,7.24E-06,4.6,,,
7.25E-06,10.2,7.25E-06,4.8,,,
7.26E-06,10.2,7.26E-06,4.8,,,
7.27E-06,10,7.27E-06,4.6,,,
7.28E-06,10,7.28E-06,4.8,,,
7.29E-06,10.4,7.29E-06,4.4,,,
7.30E-06,10.2,7.30E-06,4.8,,,
7.31E-06,10,7.31E-06,4.8,,,
7.32E-06,10.2,7.32E-06,4.6,,,
7.33E-06,10.2,7.33E-06,4.8,,,
7.34E-06,10.4,7.34E-06,4.6,,,
7.35E-06,10,7.35E-06,4.6,,,
7.36E-06,10.2,7.36E-06,5,,,
7.37E-06,10,7.37E-06,4.8,,,
7.38E-06,10.2,7.38E-06,4.8,,,
7.39E-06,10.2,7.39E-06,4.6,,,
7.40E-06,10.2,7.40E-06,4.4,,,
7.41E-06,10,7.41E-06,4.6,,,
7.42E-06,10.2,7.42E-06,4.8,,,
7.43E-06,10.4,7.43E-06,5,,,
7.44E-06,10.4,7.44E-06,4.8,,,
7.45E-06,10.2,7.45E-06,4.6,,,
7.46E-06,10.2,7.46E-06,4.8,,,
7.47E-06,10.2,7.47E-06,4.6,,,
7.48E-06,10.4,7.48E-06,4.6,,,
7.49E-06,10.4,7.49E-06,4.6,,,
7.50E-06,10.2,7.50E-06,4.8,,,
7.51E-06,10,7.51E-06,4.6,,,
7.52E-06,10,7.52E-06,4.6,,,
7.53E-06,10,7.53E-06,4.8,,,
7.54E-06,10,7.54E-06,4.6,,,
7.55E-06,10.2,7.55E-06,4.4,,,
7.56E-06,10.2,7.56E-06,4.6,,,
7.57E-06,7.4,7.57E-06,4.4,,,
7.58E-06,2.2,7.58E-06,1.2,,,
7.59E-06,3.2,7.59E-06,-3,,,
7.60E-06,3.6,7.60E-06,-7.2,,,
7.61E-06,2.4,7.61E-06,-8.4,,,
7.62E-06,1.8,7.62E-06,-7.8,,,
7.63E-06,-0.6,7.63E-06,-5.4,,,
7.64E-06,-0.6,7.64E-06,-3.6,,,
7.65E-06,-1,7.65E-06,-3.2,,,
7.66E-06,0,7.66E-06,-3.6,,,
7.67E-06,0.8,7.67E-06,-5,,,
7.68E-06,1,7.68E-06,-5.6,,,
7.69E-06,1.2,7.69E-06,-5.8,,,
7.70E-06,0.4,7.70E-06,-5.6,,,
7.71E-06,0.4,7.71E-06,-5.2,,,
7.72E-06,0,7.72E-06,-4.4,,,
7.73E-06,0.2,7.73E-06,-4.4,,,
7.74E-06,0.2,7.74E-06,-4.8,,,
7.75E-06,0.6,7.75E-06,-5.2,,,
7.76E-06,0.6,7.76E-06,-5.2,,,
7.77E-06,0.6,7.77E-06,-5.4,,,
7.78E-06,0,7.78E-06,-5.2,,,
7.79E-06,0.4,7.79E-06,-5,,,
7.80E-06,0.2,7.80E-06,-5.2,,,
7.81E-06,0.4,7.81E-06,-4.6,,,
7.82E-06,0.4,7.82E-06,-4.6,,,
7.83E-06,0.2,7.83E-06,-5,,,
7.84E-06,0.6,7.84E-06,-5.2,,,
7.85E-06,0.2,7.85E-06,-5.2,,,
7.86E-06,0.2,7.86E-06,-5,,,
7.87E-06,0.6,7.87E-06,-5,,,
7.88E-06,0.4,7.88E-06,-5.2,,,
7.89E-06,0.4,7.89E-06,-5,,,
7.90E-06,0.4,7.90E-06,-5.2,,,
7.91E-06,0.4,7.91E-06,-4.8,,,
7.92E-06,0.4,7.92E-06,-4.8,,,
7.93E-06,0.4,7.93E-06,-5.2,,,
7.94E-06,0,7.94E-06,-5,,,
7.95E-06,0.4,7.95E-06,-5.2,,,
7.96E-06,0.4,7.96E-06,-5,,,
7.97E-06,0.2,7.97E-06,-5,,,
7.98E-06,0.2,7.98E-06,-4.8,,,
7.99E-06,0.4,7.99E-06,-4.8,,,
8.00E-06,0.4,8.00E-06,-5,,,
8.01E-06,0.4,8.01E-06,-5,,,
8.02E-06,0.2,8.02E-06,-5,,,
8.03E-06,0.2,8.03E-06,-5.2,,,
8.04E-06,0.2,8.04E-06,-5,,,
8.05E-06,0.6,8.05E-06,-5.2,,,
8.06E-06,0.4,8.06E-06,-4.8,,,
8.07E-06,0.2,8.07E-06,-4.8,,,
8.08E-06,0.8,8.08E-06,-5.2,,,
8.09E-06,0,8.09E-06,-5,,,
8.10E-06,0.2,8.10E-06,-4.8,,,
8.11E-06,0.4,8.11E-06,-5.2,,,
8.12E-06,0.6,8.12E-06,-4.8,,,
8.13E-06,0.2,8.13E-06,-5,,,
8.14E-06,0.6,8.14E-06,-5,,,
8.15E-06,0.4,8.15E-06,-4.8,,,
8.16E-06,0.2,8.16E-06,-4.6,,,
8.17E-06,0.4,8.17E-06,-5,,,
8.18E-06,0.4,8.18E-06,-5.4,,,
8.19E-06,0.2,8.19E-06,-5.2,,,
8.20E-06,0.8,8.20E-06,-4.8,,,
8.21E-06,0.2,8.21E-06,-5,,,
8.22E-06,0.4,8.22E-06,-5,,,
8.23E-06,0.4,8.23E-06,-5.2,,,
8.24E-06,0.4,8.24E-06,-4.8,,,
8.25E-06,0.4,8.25E-06,-5,,,
8.26E-06,0.4,8.26E-06,-5.2,,,
8.27E-06,0.4,8.27E-06,-5,,,
8.28E-06,0.2,8.28E-06,-5.2,,,
8.29E-06,0.4,8.29E-06,-4.8,,,
8.30E-06,0.4,8.30E-06,-5,,,
8.31E-06,0.4,8.31E-06,-5,,,
8.32E-06,0.6,8.32E-06,-4.8,,,
8.33E-06,0.8,8.33E-06,-4.8,,,
8.34E-06,0.2,8.34E-06,-5,,,
8.35E-06,0.4,8.35E-06,-4.8,,,
8.36E-06,0.4,8.36E-06,-4.8,,,
8.37E-06,0.4,8.37E-06,-5,,,
8.38E-06,0.4,8.38E-06,-4.6,,,
8.39E-06,0.2,8.39E-06,-5,,,
8.40E-06,0.4,8.40E-06,-5,,,
8.41E-06,0.4,8.41E-06,-5.2,,,
8.42E-06,0.4,8.42E-06,-4.8,,,
8.43E-06,0.6,8.43E-06,-4.8,,,
8.44E-06,0.2,8.44E-06,-4.8,,,
8.45E-06,0.6,8.45E-06,-4.8,,,
8.46E-06,0.6,8.46E-06,-5,,,
8.47E-06,0.6,8.47E-06,-4.8,,,
8.48E-06,0.6,8.48E-06,-4.8,,,
8.49E-06,0.2,8.49E-06,-5,,,
8.50E-06,0.4,8.50E-06,-5,,,
8.51E-06,0,8.51E-06,-5,,,
8.52E-06,0.4,8.52E-06,-4.8,,,
8.53E-06,0.8,8.53E-06,-5,,,
8.54E-06,0.4,8.54E-06,-5,,,
8.55E-06,0.4,8.55E-06,-4.8,,,
8.56E-06,0.2,8.56E-06,-5,,,
8.57E-06,0.2,8.57E-06,-5,,,
8.58E-06,0.2,8.58E-06,-4.8,,,
8.59E-06,0.2,8.59E-06,-5,,,
8.60E-06,0.4,8.60E-06,-5,,,
8.61E-06,0.4,8.61E-06,-5.2,,,
8.62E-06,0.6,8.62E-06,-5.2,,,
8.63E-06,0.4,8.63E-06,-5.2,,,
8.64E-06,0.4,8.64E-06,-5.2,,,
8.65E-06,0.4,8.65E-06,-4.8,,,
8.66E-06,0.4,8.66E-06,-5,,,
8.67E-06,0.4,8.67E-06,-5,,,
8.68E-06,0.2,8.68E-06,-4.8,,,
8.69E-06,0.4,8.69E-06,-5.2,,,
8.70E-06,0.2,8.70E-06,-5,,,
8.71E-06,0.4,8.71E-06,-5.2,,,
8.72E-06,0.6,8.72E-06,-5.2,,,
8.73E-06,0.4,8.73E-06,-5.2,,,
8.74E-06,0.4,8.74E-06,-5.2,,,
8.75E-06,0.2,8.75E-06,-5,,,
8.76E-06,0.2,8.76E-06,-5,,,
8.77E-06,0.2,8.77E-06,-5.2,,,
8.78E-06,0.4,8.78E-06,-5,,,
8.79E-06,0.2,8.79E-06,-5,,,
8.80E-06,0.4,8.80E-06,-4.8,,,
8.81E-06,0.4,8.81E-06,-4.8,,,
8.82E-06,0.2,8.82E-06,-4.8,,,
8.83E-06,0.6,8.83E-06,-5,,,
8.84E-06,0.2,8.84E-06,-5,,,
8.85E-06,0.2,8.85E-06,-5,,,
8.86E-06,0.8,8.86E-06,-5,,,
8.87E-06,0.2,8.87E-06,-5.2,,,
8.88E-06,0.2,8.88E-06,-4.8,,,
8.89E-06,0.4,8.89E-06,-5.2,,,
8.90E-06,0.4,8.90E-06,-5,,,
8.91E-06,0.4,8.91E-06,-5,,,
8.92E-06,0.2,8.92E-06,-5,,,
8.93E-06,0.4,8.93E-06,-4.8,,,
8.94E-06,0.4,8.94E-06,-5.4,,,
8.95E-06,0.4,8.95E-06,-5.2,,,
8.96E-06,0,8.96E-06,-5,,,
8.97E-06,0.2,8.97E-06,-5.2,,,
8.98E-06,0,8.98E-06,-4.8,,,
8.99E-06,0.2,8.99E-06,-4.8,,,
9.00E-06,0.2,9.00E-06,-5.2,,,
9.01E-06,0,9.01E-06,-5,,,
9.02E-06,0.2,9.02E-06,-5.2,,,
9.03E-06,0.2,9.03E-06,-5,,,
9.04E-06,0.4,9.04E-06,-5,,,
9.05E-06,0.2,9.05E-06,-5,,,
9.06E-06,0.4,9.06E-06,-4.8,,,
9.07E-06,0.4,9.07E-06,-5.2,,,
9.08E-06,0.2,9.08E-06,-5,,,
9.09E-06,0.2,9.09E-06,-5,,,
9.10E-06,0.2,9.10E-06,-5.2,,,
9.11E-06,0.6,9.11E-06,-4.8,,,
9.12E-06,0,9.12E-06,-5.2,,,
9.13E-06,0.2,9.13E-06,-5,,,
9.14E-06,0.4,9.14E-06,-4.8,,,
9.15E-06,0.2,9.15E-06,-4.8,,,
9.16E-06,0.2,9.16E-06,-4.8,,,
9.17E-06,0,9.17E-06,-5.2,,,
9.18E-06,0.2,9.18E-06,-5,,,
9.19E-06,0.2,9.19E-06,-5,,,
9.20E-06,0.4,9.20E-06,-5,,,
9.21E-06,0.2,9.21E-06,-5.4,,,
9.22E-06,0.2,9.22E-06,-5,,,
9.23E-06,0.4,9.23E-06,-4.6,,,
9.24E-06,0.4,9.24E-06,-4.8,,,
9.25E-06,0,9.25E-06,-5,,,
9.26E-06,0.2,9.26E-06,-5,,,
9.27E-06,0.2,9.27E-06,-5.4,,,
9.28E-06,0.4,9.28E-06,-5,,,
9.29E-06,0.2,9.29E-06,-5,,,
9.30E-06,0.4,9.30E-06,-5,,,
9.31E-06,0.4,9.31E-06,-5,,,
9.32E-06,0.6,9.32E-06,-5,,,
9.33E-06,0.4,9.33E-06,-4.8,,,
9.34E-06,0.4,9.34E-06,-4.8,,,
9.35E-06,0.2,9.35E-06,-5.2,,,
9.36E-06,0.4,9.36E-06,-5.2,,,
9.37E-06,0.4,9.37E-06,-4.6,,,
9.38E-06,0.2,9.38E-06,-5,,,
9.39E-06,0.2,9.39E-06,-4.8,,,
9.40E-06,0.2,9.40E-06,-5.2,,,
9.41E-06,0.4,9.41E-06,-4.8,,,
9.42E-06,0.2,9.42E-06,-4.8,,,
9.43E-06,0.2,9.43E-06,-5,,,
9.44E-06,0.4,9.44E-06,-5.2,,,
9.45E-06,0.4,9.45E-06,-5,,,
9.46E-06,0.4,9.46E-06,-4.8,,,
9.47E-06,0.6,9.47E-06,-4.8,,,
9.48E-06,0.2,9.48E-06,-4.6,,,
9.49E-06,0.6,9.49E-06,-5.2,,,
9.50E-06,0.2,9.50E-06,-5.2,,,
9.51E-06,0.2,9.51E-06,-4.8,,,
9.52E-06,0.2,9.52E-06,-4.8,,,
9.53E-06,0,9.53E-06,-5,,,
9.54E-06,0.4,9.54E-06,-4.8,,,
9.55E-06,0.2,9.55E-06,-5,,,
9.56E-06,0.2,9.56E-06,-5,,,
9.57E-06,0,9.57E-06,-4.6,,,
9.58E-06,0.4,9.58E-06,-5.2,,,
9.59E-06,0.2,9.59E-06,-5,,,
9.60E-06,0.4,9.60E-06,-5,,,
9.61E-06,0.4,9.61E-06,-5,,,
9.62E-06,0,9.62E-06,-5,,,
9.63E-06,0.2,9.63E-06,-5.2,,,
9.64E-06,0.2,9.64E-06,-4.8,,,
9.65E-06,0.4,9.65E-06,-4.8,,,
9.66E-06,0.4,9.66E-06,-5,,,
9.67E-06,0.6,9.67E-06,-4.8,,,
9.68E-06,0.4,9.68E-06,-4.8,,,
9.69E-06,0.4,9.69E-06,-4.8,,,
9.70E-06,0.4,9.70E-06,-4.8,,,
9.71E-06,0.4,9.71E-06,-4.8,,,
9.72E-06,0.4,9.72E-06,-5,,,
9.73E-06,0.4,9.73E-06,-5,,,
9.74E-06,0.2,9.74E-06,-5,,,
9.75E-06,0.4,9.75E-06,-5,,,
9.76E-06,0.2,9.76E-06,-5,,,
9.77E-06,0.4,9.77E-06,-5,,,
9.78E-06,0.4,9.78E-06,-5,,,
9.79E-06,0.4,9.79E-06,-4.6,,,
9.80E-06,0.4,9.80E-06,-4.8,,,
9.81E-06,0.2,9.81E-06,-5,,,
9.82E-06,0.4,9.82E-06,-5,,,
9.83E-06,0,9.83E-06,-5,,,
9.84E-06,0,9.84E-06,-4.8,,,
9.85E-06,0.6,9.85E-06,-4.8,,,
9.86E-06,0.2,9.86E-06,-5,,,
9.87E-06,0.4,9.87E-06,-4.8,,,
9.88E-06,0.2,9.88E-06,-4.8,,,
9.89E-06,0.4,9.89E-06,-4.8,,,
9.90E-06,0.4,9.90E-06,-5,,,
9.91E-06,0.2,9.91E-06,-5,,,
9.92E-06,0.4,9.92E-06,-5,,,
9.93E-06,0.4,9.93E-06,-5.2,,,
9.94E-06,0.4,9.94E-06,-5,,,
9.95E-06,0,9.95E-06,-5.2,,,
9.96E-06,0.4,9.96E-06,-4.6,,,
9.97E-06,0.2,9.97E-06,-5,,,
9.98E-06,0.2,9.98E-06,-4.6,,,
9.99E-06,0.2,9.99E-06,-5,,,
1.00E-05,0.2,1.00E-05,-5,,,
1.00E-05,0.2,1.00E-05,-5.2,,,
1.00E-05,0.6,1.00E-05,-4.8,,,
1.00E-05,0,1.00E-05,-4.8,,,
1.00E-05,0.2,1.00E-05,-4.8,,,
1.01E-05,0.2,1.01E-05,-5,,,
1.01E-05,0.4,1.01E-05,-5.2,,,
1.01E-05,0.4,1.01E-05,-5,,,
1.01E-05,0.2,1.01E-05,-5,,,
1.01E-05,0.2,1.01E-05,-5,,,
1.01E-05,0.6,1.01E-05,-4.8,,,
1.01E-05,0.4,1.01E-05,-5.2,,,
1.01E-05,0.4,1.01E-05,-5,,,
1.01E-05,0.2,1.01E-05,-4.8,,,
1.01E-05,0.4,1.01E-05,-4.8,,,
1.02E-05,0.4,1.02E-05,-4.8,,,
1.02E-05,0,1.02E-05,-5.2,,,
1.02E-05,0.4,1.02E-05,-4.8,,,
1.02E-05,0.2,1.02E-05,-4.8,,,
1.02E-05,0.2,1.02E-05,-4.8,,,
1.02E-05,0,1.02E-05,-5,,,
1.02E-05,0.6,1.02E-05,-5.2,,,
1.02E-05,0.2,1.02E-05,-4.8,,,
1.02E-05,0.4,1.02E-05,-4.6,,,
1.02E-05,0.2,1.02E-05,-5,,,
1.03E-05,0.4,1.03E-05,-5,,,
1.03E-05,0.2,1.03E-05,-5.2,,,
1.03E-05,0.4,1.03E-05,-5,,,
1.03E-05,0.4,1.03E-05,-4.8,,,
1.03E-05,0.6,1.03E-05,-5.2,,,
1.03E-05,0.6,1.03E-05,-4.8,,,
1.03E-05,0.8,1.03E-05,-5,,,
1.03E-05,0.4,1.03E-05,-4.8,,,
1.03E-05,0.2,1.03E-05,-4.6,,,
1.03E-05,0.2,1.03E-05,-4.8,,,
1.04E-05,0.2,1.04E-05,-5,,,
1.04E-05,0.2,1.04E-05,-4.8,,,
1.04E-05,0.2,1.04E-05,-4.8,,,
1.04E-05,0.2,1.04E-05,-5,,,
1.04E-05,0.2,1.04E-05,-5.4,,,
1.04E-05,0.6,1.04E-05,-4.8,,,
1.04E-05,0.6,1.04E-05,-4.6,,,
1.04E-05,0.2,1.04E-05,-4.8,,,
1.04E-05,0.2,1.04E-05,-4.8,,,
1.04E-05,0.4,1.04E-05,-4.8,,,
1.05E-05,0.6,1.05E-05,-4.8,,,
1.05E-05,0.4,1.05E-05,-4.6,,,
1.05E-05,0.4,1.05E-05,-4.6,,,
1.05E-05,0.4,1.05E-05,-5,,,
1.05E-05,0.4,1.05E-05,-5.2,,,
1.05E-05,0,1.05E-05,-4.8,,,
1.05E-05,0.4,1.05E-05,-4.8,,,
1.05E-05,0.2,1.05E-05,-5.2,,,
1.05E-05,0.4,1.05E-05,-4.6,,,
1.05E-05,0.4,1.05E-05,-5.2,,,
1.06E-05,0,1.06E-05,-5,,,
1.06E-05,0,1.06E-05,-4.6,,,
1.06E-05,0.2,1.06E-05,-5,,,
1.06E-05,0.2,1.06E-05,-4.8,,,
1.06E-05,0.4,1.06E-05,-5,,,
1.06E-05,0.2,1.06E-05,-4.8,,,
1.06E-05,0.2,1.06E-05,-5,,,
1.06E-05,0,1.06E-05,-5.4,,,
1.06E-05,0.4,1.06E-05,-4.8,,,
1.06E-05,0.2,1.06E-05,-4.6,,,
1.07E-05,0.4,1.07E-05,-5,,,
1.07E-05,0.2,1.07E-05,-4.8,,,
1.07E-05,0.2,1.07E-05,-5,,,
1.07E-05,0.4,1.07E-05,-4.8,,,
1.07E-05,0.2,1.07E-05,-4.8,,,
1.07E-05,0.4,1.07E-05,-4.8,,,
1.07E-05,0.2,1.07E-05,-4.8,,,
1.07E-05,0,1.07E-05,-5,,,
1.07E-05,0.2,1.07E-05,-5,,,
1.07E-05,0.4,1.07E-05,-5,,,
1.08E-05,0.2,1.08E-05,-4.8,,,
1.08E-05,0.4,1.08E-05,-4.6,,,
1.08E-05,0.4,1.08E-05,-5.2,,,
1.08E-05,0.4,1.08E-05,-4.8,,,
1.08E-05,0.4,1.08E-05,-4.6,,,
1.08E-05,0.2,1.08E-05,-4.6,,,
1.08E-05,0.6,1.08E-05,-5,,,
1.08E-05,0.2,1.08E-05,-5,,,
1.08E-05,0.4,1.08E-05,-4.6,,,
1.08E-05,0.6,1.08E-05,-4.8,,,
1.09E-05,0.2,1.09E-05,-4.8,,,
1.09E-05,0.2,1.09E-05,-4.6,,,
1.09E-05,0.4,1.09E-05,-5,,,
1.09E-05,0.2,1.09E-05,-4.6,,,
1.09E-05,0.2,1.09E-05,-4.8,,,
1.09E-05,0.4,1.09E-05,-5,,,
1.09E-05,0.2,1.09E-05,-4.8,,,
1.09E-05,0.4,1.09E-05,-5.2,,,
1.09E-05,0.2,1.09E-05,-5,,,
1.09E-05,0.4,1.09E-05,-4.8,,,
1.10E-05,0.2,1.10E-05,-4.6,,,
1.10E-05,0.4,1.10E-05,-4.6,,,
1.10E-05,0.2,1.10E-05,-4.8,,,
1.10E-05,0.4,1.10E-05,-5,,,
1.10E-05,0.4,1.10E-05,-4.8,,,
1.10E-05,0,1.10E-05,-4.8,,,
1.10E-05,0.2,1.10E-05,-4.6,,,
1.10E-05,0.2,1.10E-05,-4.8,,,
1.10E-05,0.2,1.10E-05,-4.8,,,
1.10E-05,0.2,1.10E-05,-4.6,,,
1.11E-05,0.6,1.11E-05,-5.2,,,
1.11E-05,0.4,1.11E-05,-4.8,,,
1.11E-05,0.2,1.11E-05,-4.8,,,
1.11E-05,0.2,1.11E-05,-5,,,
1.11E-05,0.4,1.11E-05,-4.6,,,
1.11E-05,0.2,1.11E-05,-5,,,
1.11E-05,0.2,1.11E-05,-4.8,,,
1.11E-05,0.2,1.11E-05,-4.8,,,
1.11E-05,0.2,1.11E-05,-4.8,,,
1.11E-05,0.4,1.11E-05,-4.6,,,
1.12E-05,0.4,1.12E-05,-5.4,,,
1.12E-05,0.2,1.12E-05,-5,,,
1.12E-05,0.4,1.12E-05,-4.6,,,
1.12E-05,0.6,1.12E-05,-5,,,
1.12E-05,0.2,1.12E-05,-5,,,
1.12E-05,0.4,1.12E-05,-5.2,,,
1.12E-05,0.4,1.12E-05,-4.8,,,
1.12E-05,0.4,1.12E-05,-4.6,,,
1.12E-05,0.2,1.12E-05,-5,,,
