Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,
1.12E-05,0.2,1.12E-05,-5,,,
1.13E-05,0,1.13E-05,-5.2,,,
1.13E-05,0.2,1.13E-05,-5,,,
1.13E-05,0.6,1.13E-05,-4.8,,,
1.13E-05,0.4,1.13E-05,-5,,,
1.13E-05,0.4,1.13E-05,-4.8,,,
1.13E-05,0.8,1.13E-05,-5,,,
1.13E-05,0.2,1.13E-05,-4.8,,,
1.13E-05,0.4,1.13E-05,-4.8,,,
1.13E-05,0.2,1.13E-05,-5,,,
1.13E-05,0.4,1.13E-05,-5.2,,,
1.14E-05,0.4,1.14E-05,-4.8,,,
1.14E-05,0.4,1.14E-05,-4.8,,,
1.14E-05,0.4,1.14E-05,-4.8,,,
1.14E-05,0.2,1.14E-05,-5,,,
1.14E-05,0.4,1.14E-05,-4.8,,,
1.14E-05,0.6,1.14E-05,-4.6,,,
1.14E-05,0.4,1.14E-05,-5.2,,,
1.14E-05,0.4,1.14E-05,-4.8,,,
1.14E-05,0.2,1.14E-05,-4.8,,,
1.14E-05,0.6,1.14E-05,-4.6,,,
1.15E-05,0.6,1.15E-05,-4.8,,,
1.15E-05,0.6,1.15E-05,-5,,,
1.15E-05,0.4,1.15E-05,-5,,,
1.15E-05,0.2,1.15E-05,-5.2,,,
1.15E-05,0,1.15E-05,-5,,,
1.15E-05,0.4,1.15E-05,-4.8,,,
1.15E-05,0.4,1.15E-05,-5,,,
1.15E-05,0.2,1.15E-05,-5,,,
1.15E-05,0.4,1.15E-05,-5,,,
1.15E-05,0.2,1.15E-05,-4.8,,,
1.16E-05,0.2,1.16E-05,-4.8,,,
1.16E-05,0.4,1.16E-05,-5,,,
1.16E-05,0.2,1.16E-05,-5,,,
1.16E-05,0.6,1.16E-05,-5,,,
1.16E-05,0.4,1.16E-05,-5,,,
1.16E-05,0.2,1.16E-05,-5,,,
1.16E-05,0,1.16E-05,-5.2,,,
1.16E-05,0.4,1.16E-05,-4.8,,,
1.16E-05,0.4,1.16E-05,-4.8,,,
1.16E-05,0.2,1.16E-05,-4.8,,,
1.17E-05,0.4,1.17E-05,-4.8,,,
1.17E-05,0.4,1.17E-05,-5,,,
1.17E-05,0.6,1.17E-05,-5,,,
1.17E-05,0.4,1.17E-05,-4.8,,,
1.17E-05,0.6,1.17E-05,-4.8,,,
1.17E-05,0.4,1.17E-05,-5,,,
1.17E-05,0.4,1.17E-05,-5,,,
1.17E-05,0.2,1.17E-05,-4.8,,,
1.17E-05,0.2,1.17E-05,-5,,,
1.17E-05,0.2,1.17E-05,-4.8,,,
1.18E-05,0.4,1.18E-05,-4.8,,,
1.18E-05,0.2,1.18E-05,-5.2,,,
1.18E-05,0.6,1.18E-05,-5,,,
1.18E-05,0.4,1.18E-05,-4.8,,,
1.18E-05,0.2,1.18E-05,-4.8,,,
1.18E-05,0.6,1.18E-05,-5,,,
1.18E-05,0.2,1.18E-05,-5,,,
1.18E-05,0.4,1.18E-05,-4.8,,,
1.18E-05,0.6,1.18E-05,-5.2,,,
1.18E-05,0.4,1.18E-05,-5,,,
1.19E-05,0.4,1.19E-05,-4.8,,,
1.19E-05,0.4,1.19E-05,-5.2,,,
1.19E-05,0.6,1.19E-05,-4.6,,,
1.19E-05,0.2,1.19E-05,-5,,,
1.19E-05,0.4,1.19E-05,-5.2,,,
1.19E-05,0.2,1.19E-05,-5,,,
1.19E-05,0.4,1.19E-05,-5.4,,,
1.19E-05,0.4,1.19E-05,-5,,,
1.19E-05,0.4,1.19E-05,-5,,,
1.19E-05,0.2,1.19E-05,-4.8,,,
1.20E-05,0.4,1.20E-05,-4.8,,,
1.20E-05,0.4,1.20E-05,-4.6,,,
1.20E-05,0.2,1.20E-05,-5,,,
1.20E-05,0.2,1.20E-05,-4.8,,,
1.20E-05,0.2,1.20E-05,-5,,,
1.20E-05,0.4,1.20E-05,-5,,,
1.20E-05,0.4,1.20E-05,-4.8,,,
1.20E-05,0,1.20E-05,-5,,,
1.20E-05,0.4,1.20E-05,-4.8,,,
1.20E-05,0.4,1.20E-05,-5,,,
1.21E-05,0.4,1.21E-05,-5,,,
1.21E-05,0.4,1.21E-05,-4.6,,,
1.21E-05,0.6,1.21E-05,-5,,,
1.21E-05,0.4,1.21E-05,-4.8,,,
1.21E-05,0.4,1.21E-05,-5,,,
1.21E-05,0.4,1.21E-05,-4.8,,,
1.21E-05,0.4,1.21E-05,-4.8,,,
1.21E-05,0.4,1.21E-05,-4.6,,,
1.21E-05,0.6,1.21E-05,-4.6,,,
1.21E-05,0.2,1.21E-05,-5.2,,,
1.22E-05,0.2,1.22E-05,-5,,,
1.22E-05,0.6,1.22E-05,-4.8,,,
1.22E-05,0.4,1.22E-05,-5.2,,,
1.22E-05,0,1.22E-05,-5.2,,,
1.22E-05,0.4,1.22E-05,-5,,,
1.22E-05,0.4,1.22E-05,-4.8,,,
1.22E-05,0.4,1.22E-05,-4.8,,,
1.22E-05,0.2,1.22E-05,-4.8,,,
1.22E-05,0.2,1.22E-05,-5,,,
1.22E-05,0.4,1.22E-05,-5.4,,,
1.23E-05,0.4,1.23E-05,-5,,,
1.23E-05,0.4,1.23E-05,-4.8,,,
1.23E-05,0.4,1.23E-05,-5,,,
1.23E-05,0.4,1.23E-05,-5,,,
1.23E-05,0.8,1.23E-05,-4.8,,,
1.23E-05,0.4,1.23E-05,-5,,,
1.23E-05,0.4,1.23E-05,-4.6,,,
1.23E-05,0.2,1.23E-05,-4.8,,,
1.23E-05,0.2,1.23E-05,-5,,,
1.23E-05,0.4,1.23E-05,-4.6,,,
1.24E-05,0.2,1.24E-05,-4.8,,,
1.24E-05,0.2,1.24E-05,-4.6,,,
1.24E-05,0.2,1.24E-05,-5.2,,,
1.24E-05,0.2,1.24E-05,-4.8,,,
1.24E-05,0.4,1.24E-05,-4.6,,,
1.24E-05,0.4,1.24E-05,-5,,,
1.24E-05,0.4,1.24E-05,-4.8,,,
1.24E-05,0.4,1.24E-05,-4.8,,,
1.24E-05,0.6,1.24E-05,-4.8,,,
1.24E-05,0.6,1.24E-05,-4.6,,,
1.25E-05,0.4,1.25E-05,-4.8,,,
1.25E-05,0.4,1.25E-05,-5,,,
1.25E-05,0.2,1.25E-05,-5.2,,,
1.25E-05,0.2,1.25E-05,-5,,,
1.25E-05,0.6,1.25E-05,-4.6,,,
1.25E-05,0.2,1.25E-05,-5.2,,,
1.25E-05,0.4,1.25E-05,-5,,,
1.25E-05,0.4,1.25E-05,-5,,,
1.25E-05,0.2,1.25E-05,-5,,,
1.25E-05,0.2,1.25E-05,-4.8,,,
1.26E-05,0.4,1.26E-05,-5.2,,,
1.26E-05,0.2,1.26E-05,-5,,,
1.26E-05,3.4,1.26E-05,-4.8,,,
1.26E-05,8.6,1.26E-05,-1.4,,,
1.26E-05,7.2,1.26E-05,3.2,,,
1.26E-05,7,1.26E-05,7.2,,,
1.26E-05,7.8,1.26E-05,8.6,,,
1.26E-05,9.4,1.26E-05,7.4,,,
1.26E-05,11.4,1.26E-05,5.4,,,
1.26E-05,11.4,1.26E-05,3.6,,,
1.27E-05,11.6,1.27E-05,2.8,,,
1.27E-05,10.4,1.27E-05,3.8,,,
1.27E-05,10,1.27E-05,4.6,,,
1.27E-05,9.4,1.27E-05,5.6,,,
1.27E-05,9.4,1.27E-05,6,,,
1.27E-05,10.2,1.27E-05,5.6,,,
1.27E-05,10.4,1.27E-05,5,,,
1.27E-05,10.6,1.27E-05,4.6,,,
1.27E-05,10.6,1.27E-05,4.2,,,
1.27E-05,10.2,1.27E-05,4.6,,,
1.28E-05,10,1.28E-05,4.8,,,
1.28E-05,10.2,1.28E-05,5.2,,,
1.28E-05,10.2,1.28E-05,5,,,
1.28E-05,10.2,1.28E-05,5,,,
1.28E-05,10.2,1.28E-05,4.8,,,
1.28E-05,10.4,1.28E-05,4.6,,,
1.28E-05,10.2,1.28E-05,4.6,,,
1.28E-05,10.4,1.28E-05,4.8,,,
1.28E-05,10.2,1.28E-05,5,,,
1.28E-05,10.2,1.28E-05,5,,,
1.29E-05,10,1.29E-05,4.6,,,
1.29E-05,10,1.29E-05,4.8,,,
1.29E-05,10.2,1.29E-05,4.8,,,
1.29E-05,10,1.29E-05,4.4,,,
1.29E-05,10,1.29E-05,4.8,,,
1.29E-05,10,1.29E-05,4.6,,,
1.29E-05,10.2,1.29E-05,5,,,
1.29E-05,10,1.29E-05,5,,,
1.29E-05,10,1.29E-05,5,,,
1.29E-05,10.2,1.29E-05,5,,,
1.30E-05,10.2,1.30E-05,4.8,,,
1.30E-05,10,1.30E-05,5,,,
1.30E-05,9.8,1.30E-05,4.6,,,
1.30E-05,9.8,1.30E-05,4.8,,,
1.30E-05,10.2,1.30E-05,4.8,,,
1.30E-05,10,1.30E-05,4.8,,,
1.30E-05,10.2,1.30E-05,5,,,
1.30E-05,10,1.30E-05,4.8,,,
1.30E-05,10,1.30E-05,4.6,,,
1.30E-05,10.2,1.30E-05,4.8,,,
1.31E-05,10.4,1.31E-05,4.6,,,
1.31E-05,10.2,1.31E-05,4.6,,,
1.31E-05,10.2,1.31E-05,4.8,,,
1.31E-05,10,1.31E-05,5,,,
1.31E-05,10.2,1.31E-05,5,,,
1.31E-05,10.2,1.31E-05,4.8,,,
1.31E-05,10.2,1.31E-05,4.8,,,
1.31E-05,10.2,1.31E-05,5.2,,,
1.31E-05,10,1.31E-05,4.6,,,
1.31E-05,10,1.31E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.32E-05,10,1.32E-05,4.8,,,
1.32E-05,10,1.32E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.32E-05,9.8,1.32E-05,4.8,,,
1.32E-05,10.2,1.32E-05,4.4,,,
1.32E-05,10.2,1.32E-05,4.8,,,
1.33E-05,10,1.33E-05,4.8,,,
1.33E-05,10.2,1.33E-05,5,,,
1.33E-05,10.2,1.33E-05,5,,,
1.33E-05,10.2,1.33E-05,5,,,
1.33E-05,10,1.33E-05,4.8,,,
1.33E-05,10,1.33E-05,5,,,
1.33E-05,10,1.33E-05,4.6,,,
1.33E-05,10.2,1.33E-05,4.8,,,
1.33E-05,10.2,1.33E-05,5,,,
1.33E-05,10.2,1.33E-05,4.8,,,
1.34E-05,10.2,1.34E-05,4.6,,,
1.34E-05,10.4,1.34E-05,4.8,,,
1.34E-05,10.4,1.34E-05,5.2,,,
1.34E-05,10.4,1.34E-05,4.8,,,
1.34E-05,10,1.34E-05,5,,,
1.34E-05,10.2,1.34E-05,4.8,,,
1.34E-05,10,1.34E-05,5,,,
1.34E-05,10.2,1.34E-05,4.8,,,
1.34E-05,10.2,1.34E-05,4.8,,,
1.34E-05,10.2,1.34E-05,4.6,,,
1.35E-05,10.2,1.35E-05,4.8,,,
1.35E-05,10.2,1.35E-05,4.6,,,
1.35E-05,10.2,1.35E-05,5,,,
1.35E-05,10,1.35E-05,4.8,,,
1.35E-05,10,1.35E-05,4.6,,,
1.35E-05,10.2,1.35E-05,4.6,,,
1.35E-05,10.2,1.35E-05,4.6,,,
1.35E-05,10.2,1.35E-05,4.8,,,
1.35E-05,10,1.35E-05,4.8,,,
1.35E-05,10,1.35E-05,4.8,,,
1.36E-05,10,1.36E-05,5,,,
1.36E-05,10.2,1.36E-05,4.8,,,
1.36E-05,10.2,1.36E-05,4.8,,,
1.36E-05,10,1.36E-05,5,,,
1.36E-05,10.2,1.36E-05,5,,,
1.36E-05,10.2,1.36E-05,5,,,
1.36E-05,10,1.36E-05,5,,,
1.36E-05,10,1.36E-05,4.8,,,
1.36E-05,10.4,1.36E-05,4.8,,,
1.36E-05,10.4,1.36E-05,4.8,,,
1.37E-05,10.2,1.37E-05,5,,,
1.37E-05,10.4,1.37E-05,4.8,,,
1.37E-05,10,1.37E-05,4.8,,,
1.37E-05,10,1.37E-05,4.8,,,
1.37E-05,10.2,1.37E-05,4.8,,,
1.37E-05,10,1.37E-05,4.8,,,
1.37E-05,10.2,1.37E-05,4.8,,,
1.37E-05,10.2,1.37E-05,4.6,,,
1.37E-05,10.4,1.37E-05,4.8,,,
1.37E-05,10.2,1.37E-05,4.6,,,
1.38E-05,10.4,1.38E-05,5,,,
1.38E-05,10.2,1.38E-05,4.8,,,
1.38E-05,10,1.38E-05,4.8,,,
1.38E-05,10,1.38E-05,5,,,
1.38E-05,10.2,1.38E-05,4.8,,,
1.38E-05,10,1.38E-05,4.8,,,
1.38E-05,10.2,1.38E-05,5,,,
1.38E-05,10,1.38E-05,5,,,
1.38E-05,10.2,1.38E-05,4.8,,,
1.38E-05,10.2,1.38E-05,4.8,,,
1.39E-05,10.2,1.39E-05,5,,,
1.39E-05,10.2,1.39E-05,4.8,,,
1.39E-05,10.2,1.39E-05,4.8,,,
1.39E-05,10,1.39E-05,5,,,
1.39E-05,10.2,1.39E-05,4.6,,,
1.39E-05,10.2,1.39E-05,5,,,
1.39E-05,10,1.39E-05,4.8,,,
1.39E-05,10.2,1.39E-05,5.2,,,
1.39E-05,10.2,1.39E-05,4.8,,,
1.39E-05,10.2,1.39E-05,5,,,
1.40E-05,9.8,1.40E-05,5,,,
1.40E-05,10,1.40E-05,4.6,,,
1.40E-05,10.2,1.40E-05,4.8,,,
1.40E-05,10.2,1.40E-05,4.8,,,
1.40E-05,10.2,1.40E-05,4.8,,,
1.40E-05,10,1.40E-05,4.8,,,
1.40E-05,10.2,1.40E-05,5,,,
1.40E-05,10.2,1.40E-05,4.8,,,
1.40E-05,10.2,1.40E-05,5,,,
1.40E-05,10.4,1.40E-05,5,,,
1.41E-05,10.2,1.41E-05,4.8,,,
1.41E-05,10.2,1.41E-05,4.8,,,
1.41E-05,10.2,1.41E-05,4.8,,,
1.41E-05,10,1.41E-05,4.8,,,
1.41E-05,10,1.41E-05,4.8,,,
1.41E-05,10,1.41E-05,4.6,,,
1.41E-05,10.4,1.41E-05,5.4,,,
1.41E-05,10.2,1.41E-05,4.8,,,
1.41E-05,9.8,1.41E-05,4.8,,,
1.41E-05,10.2,1.41E-05,4.8,,,
1.42E-05,10.2,1.42E-05,4.8,,,
1.42E-05,10.4,1.42E-05,4.8,,,
1.42E-05,10.4,1.42E-05,5,,,
1.42E-05,10.2,1.42E-05,4.8,,,
1.42E-05,10.2,1.42E-05,4.8,,,
1.42E-05,10.2,1.42E-05,4.8,,,
1.42E-05,9.8,1.42E-05,4.6,,,
1.42E-05,10.2,1.42E-05,4.4,,,
1.42E-05,10,1.42E-05,4.8,,,
1.42E-05,10.2,1.42E-05,5,,,
1.43E-05,10.2,1.43E-05,5,,,
1.43E-05,10.4,1.43E-05,4.8,,,
1.43E-05,10.2,1.43E-05,5,,,
1.43E-05,10,1.43E-05,5,,,
1.43E-05,10,1.43E-05,5,,,
1.43E-05,10.2,1.43E-05,4.8,,,
1.43E-05,10.4,1.43E-05,5.2,,,
1.43E-05,10.2,1.43E-05,5,,,
1.43E-05,10,1.43E-05,4.8,,,
1.43E-05,9.8,1.43E-05,4.8,,,
1.44E-05,10.2,1.44E-05,4.6,,,
1.44E-05,10.4,1.44E-05,5,,,
1.44E-05,10.2,1.44E-05,5,,,
1.44E-05,10,1.44E-05,4.6,,,
1.44E-05,10.2,1.44E-05,5,,,
1.44E-05,10.2,1.44E-05,5,,,
1.44E-05,10.4,1.44E-05,4.8,,,
1.44E-05,10.2,1.44E-05,5,,,
1.44E-05,10.2,1.44E-05,4.8,,,
1.44E-05,10.2,1.44E-05,4.6,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,5,,,
1.45E-05,10.4,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10.2,1.45E-05,4.8,,,
1.45E-05,10,1.45E-05,5,,,
1.46E-05,10.2,1.46E-05,4.8,,,
1.46E-05,10,1.46E-05,5.2,,,
1.46E-05,10,1.46E-05,5,,,
1.46E-05,10,1.46E-05,4.8,,,
1.46E-05,10.2,1.46E-05,5,,,
1.46E-05,10.4,1.46E-05,5,,,
1.46E-05,10.2,1.46E-05,5,,,
1.46E-05,10,1.46E-05,4.8,,,
1.46E-05,10.2,1.46E-05,4.8,,,
1.46E-05,10.2,1.46E-05,4.8,,,
1.47E-05,10.4,1.47E-05,5,,,
1.47E-05,10.2,1.47E-05,4.8,,,
1.47E-05,10,1.47E-05,4.8,,,
1.47E-05,10,1.47E-05,4.8,,,
1.47E-05,10.2,1.47E-05,4.8,,,
1.47E-05,10.4,1.47E-05,4.8,,,
1.47E-05,10.2,1.47E-05,4.8,,,
1.47E-05,10.2,1.47E-05,4.8,,,
1.47E-05,10,1.47E-05,5,,,
1.47E-05,10.2,1.47E-05,4.8,,,
1.48E-05,10.2,1.48E-05,4.8,,,
1.48E-05,10,1.48E-05,5,,,
1.48E-05,10.2,1.48E-05,5,,,
1.48E-05,10.2,1.48E-05,4.6,,,
1.48E-05,10,1.48E-05,4.8,,,
1.48E-05,10.2,1.48E-05,5,,,
1.48E-05,10.2,1.48E-05,4.6,,,
1.48E-05,10.2,1.48E-05,5,,,
1.48E-05,10.2,1.48E-05,4.6,,,
1.48E-05,10.4,1.48E-05,5,,,
1.49E-05,10.4,1.49E-05,4.8,,,
1.49E-05,10.4,1.49E-05,4.8,,,
1.49E-05,10,1.49E-05,5,,,
1.49E-05,10.2,1.49E-05,4.6,,,
1.49E-05,10.2,1.49E-05,5,,,
1.49E-05,10,1.49E-05,4.8,,,
1.49E-05,10,1.49E-05,5,,,
1.49E-05,10,1.49E-05,4.8,,,
1.49E-05,10.6,1.49E-05,4.8,,,
1.49E-05,10.2,1.49E-05,4.8,,,
1.50E-05,10,1.50E-05,4.8,,,
1.50E-05,10.2,1.50E-05,4.8,,,
1.50E-05,10.2,1.50E-05,4.8,,,
1.50E-05,10.2,1.50E-05,4.8,,,
1.50E-05,10.2,1.50E-05,4.8,,,
1.50E-05,10,1.50E-05,4.8,,,
1.50E-05,10.2,1.50E-05,4.6,,,
1.50E-05,10.2,1.50E-05,5,,,
1.50E-05,10.2,1.50E-05,4.8,,,
1.50E-05,10,1.50E-05,4.8,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.4,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,5.2,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.51E-05,10.2,1.51E-05,5,,,
1.51E-05,10.2,1.51E-05,4.8,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.52E-05,10.2,1.52E-05,5,,,
1.52E-05,10.2,1.52E-05,5,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.52E-05,10.2,1.52E-05,4.6,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.52E-05,10,1.52E-05,4.8,,,
1.52E-05,10.2,1.52E-05,4.8,,,
1.53E-05,10,1.53E-05,5,,,
1.53E-05,10.4,1.53E-05,4.8,,,
1.53E-05,10.2,1.53E-05,4.8,,,
1.53E-05,10.2,1.53E-05,4.8,,,
1.53E-05,10.2,1.53E-05,4.8,,,
1.53E-05,10.4,1.53E-05,5.2,,,
1.53E-05,10.2,1.53E-05,4.6,,,
1.53E-05,10.4,1.53E-05,4.8,,,
1.53E-05,10,1.53E-05,4.8,,,
1.53E-05,10.4,1.53E-05,4.6,,,
1.54E-05,10.2,1.54E-05,5,,,
1.54E-05,10.6,1.54E-05,4.8,,,
1.54E-05,10,1.54E-05,4.8,,,
1.54E-05,10.2,1.54E-05,5,,,
1.54E-05,10.4,1.54E-05,4.6,,,
1.54E-05,10.4,1.54E-05,5,,,
1.54E-05,10,1.54E-05,5,,,
1.54E-05,10.4,1.54E-05,4.8,,,
1.54E-05,10.4,1.54E-05,4.8,,,
1.54E-05,10.2,1.54E-05,4.6,,,
1.55E-05,10.2,1.55E-05,5,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.55E-05,10,1.55E-05,4.8,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.55E-05,10.2,1.55E-05,4.6,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.55E-05,10.2,1.55E-05,5,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.55E-05,10.2,1.55E-05,4.8,,,
1.56E-05,10.4,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,5.2,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10.2,1.56E-05,4.8,,,
1.56E-05,10,1.56E-05,4.8,,,
1.56E-05,10.4,1.56E-05,4.8,,,
1.57E-05,10.4,1.57E-05,4.8,,,
1.57E-05,10,1.57E-05,4.8,,,
1.57E-05,10,1.57E-05,4.8,,,
1.57E-05,10.4,1.57E-05,4.8,,,
1.57E-05,10.4,1.57E-05,4.6,,,
1.57E-05,10,1.57E-05,4.6,,,
1.57E-05,10.4,1.57E-05,4.8,,,
1.57E-05,10.2,1.57E-05,4.6,,,
1.57E-05,10.4,1.57E-05,4.8,,,
1.57E-05,10.2,1.57E-05,4.8,,,
1.58E-05,10.2,1.58E-05,5,,,
1.58E-05,10.2,1.58E-05,4.6,,,
1.58E-05,10.2,1.58E-05,4.8,,,
1.58E-05,10.2,1.58E-05,4.8,,,
1.58E-05,10.2,1.58E-05,5,,,
1.58E-05,10,1.58E-05,5,,,
1.58E-05,10.2,1.58E-05,4.8,,,
1.58E-05,10.2,1.58E-05,4.6,,,
1.58E-05,10,1.58E-05,4.8,,,
1.58E-05,10.2,1.58E-05,4.8,,,
1.59E-05,10.2,1.59E-05,4.4,,,
1.59E-05,10.2,1.59E-05,4.8,,,
1.59E-05,10,1.59E-05,4.4,,,
1.59E-05,10.2,1.59E-05,4.8,,,
1.59E-05,10,1.59E-05,4.8,,,
1.59E-05,10.4,1.59E-05,5,,,
1.59E-05,10.2,1.59E-05,4.6,,,
1.59E-05,10.4,1.59E-05,4.8,,,
1.59E-05,10,1.59E-05,4.8,,,
1.59E-05,9.8,1.59E-05,4.8,,,
1.60E-05,10,1.60E-05,4.8,,,
1.60E-05,10.2,1.60E-05,4.8,,,
1.60E-05,10.2,1.60E-05,4.6,,,
1.60E-05,10.4,1.60E-05,4.8,,,
1.60E-05,10.4,1.60E-05,4.8,,,
1.60E-05,10.2,1.60E-05,4.6,,,
1.60E-05,10.2,1.60E-05,4.8,,,
1.60E-05,10.2,1.60E-05,5,,,
1.60E-05,10.2,1.60E-05,4.8,,,
1.60E-05,10,1.60E-05,4.6,,,
1.61E-05,10,1.61E-05,4.6,,,
1.61E-05,10.2,1.61E-05,4.8,,,
1.61E-05,10.2,1.61E-05,4.8,,,
1.61E-05,10.2,1.61E-05,4.6,,,
1.61E-05,10.2,1.61E-05,4.8,,,
1.61E-05,10.2,1.61E-05,4.6,,,
1.61E-05,10,1.61E-05,4.8,,,
1.61E-05,10.4,1.61E-05,4.8,,,
1.61E-05,10.2,1.61E-05,4.6,,,
1.61E-05,10.4,1.61E-05,4.8,,,
1.62E-05,10.4,1.62E-05,5,,,
1.62E-05,10,1.62E-05,4.8,,,
1.62E-05,10.2,1.62E-05,4.8,,,
1.62E-05,10,1.62E-05,4.8,,,
1.62E-05,10,1.62E-05,4.6,,,
1.62E-05,10.4,1.62E-05,4.4,,,
1.62E-05,10.4,1.62E-05,5,,,
1.62E-05,10.2,1.62E-05,4.8,,,
1.62E-05,10.2,1.62E-05,4.6,,,
1.62E-05,10.2,1.62E-05,5,,,
1.63E-05,10.4,1.63E-05,4.8,,,
1.63E-05,10.2,1.63E-05,4.8,,,
1.63E-05,10,1.63E-05,4.8,,,
1.63E-05,10,1.63E-05,5,,,
1.63E-05,10.2,1.63E-05,4.8,,,
1.63E-05,10.4,1.63E-05,4.8,,,
1.63E-05,10.4,1.63E-05,5,,,
1.63E-05,10,1.63E-05,5,,,
1.63E-05,10.4,1.63E-05,4.6,,,
1.63E-05,10.2,1.63E-05,4.8,,,
1.64E-05,10.2,1.64E-05,5,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.6,,,
1.64E-05,10.4,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.6,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.64E-05,10.2,1.64E-05,4.8,,,
1.65E-05,10.2,1.65E-05,4.8,,,
1.65E-05,10.4,1.65E-05,4.8,,,
1.65E-05,10.2,1.65E-05,4.6,,,
1.65E-05,10.2,1.65E-05,4.8,,,
1.65E-05,10.2,1.65E-05,4.8,,,
1.65E-05,10.2,1.65E-05,4.6,,,
1.65E-05,10.4,1.65E-05,4.8,,,
1.65E-05,10,1.65E-05,4.8,,,
1.65E-05,10.4,1.65E-05,4.4,,,
1.65E-05,10.2,1.65E-05,4.8,,,
1.66E-05,10.2,1.66E-05,5,,,
1.66E-05,10.2,1.66E-05,4.8,,,
1.66E-05,10.2,1.66E-05,4.8,,,
1.66E-05,10.4,1.66E-05,4.8,,,
1.66E-05,10.2,1.66E-05,4.8,,,
1.66E-05,10,1.66E-05,4.6,,,
1.66E-05,10,1.66E-05,4.8,,,
1.66E-05,10.4,1.66E-05,4.8,,,
1.66E-05,10.2,1.66E-05,4.8,,,
1.66E-05,10.6,1.66E-05,4.8,,,
1.67E-05,10,1.67E-05,4.8,,,
1.67E-05,10,1.67E-05,4.6,,,
1.67E-05,10.4,1.67E-05,4.8,,,
1.67E-05,10.2,1.67E-05,4.6,,,
1.67E-05,10,1.67E-05,4.6,,,
1.67E-05,10.2,1.67E-05,4.6,,,
1.67E-05,10.2,1.67E-05,4.6,,,
1.67E-05,10.4,1.67E-05,4.6,,,
1.67E-05,10.4,1.67E-05,4.8,,,
1.67E-05,10.2,1.67E-05,4.8,,,
1.68E-05,10.2,1.68E-05,4.8,,,
1.68E-05,10.2,1.68E-05,4.6,,,
1.68E-05,10.2,1.68E-05,4.8,,,
1.68E-05,10.2,1.68E-05,4.8,,,
1.68E-05,10,1.68E-05,4.8,,,
1.68E-05,10.2,1.68E-05,5,,,
1.68E-05,10,1.68E-05,4.6,,,
1.68E-05,9.8,1.68E-05,5,,,
1.68E-05,10.2,1.68E-05,4.8,,,
1.68E-05,10.4,1.68E-05,4.8,,,
1.69E-05,10,1.69E-05,4.6,,,
1.69E-05,10,1.69E-05,4.4,,,
1.69E-05,10.2,1.69E-05,4.6,,,
1.69E-05,10,1.69E-05,4.8,,,
1.69E-05,10,1.69E-05,4.8,,,
1.69E-05,10.2,1.69E-05,4.8,,,
1.69E-05,10,1.69E-05,5,,,
1.69E-05,10,1.69E-05,5,,,
1.69E-05,10,1.69E-05,4.8,,,
1.69E-05,10.2,1.69E-05,4.8,,,
1.70E-05,10.2,1.70E-05,4.8,,,
1.70E-05,10.4,1.70E-05,4.6,,,
