Time - Plot 0,Amplitude - Plot 0
0.00444,-0.72
0.00446,-0.48
0.00448,-0.64
0.0045,-0.48
0.00452,-0.56
0.00454,-0.48
0.00456,-0.56
0.00458,-0.4
0.0046,-0.48
0.00462,-0.4
0.00464,-0.4
0.00466,-0.32
0.00468,-0.4
0.0047,-0.32
0.00472,-0.4
0.00474,-0.24
0.00476,-0.32
0.00478,-0.24
0.0048,-0.32
0.00482,-0.16
0.00484,-0.32
0.00486,0
0.00488,-0.24
0.0049,-0.08
0.00492,-0.08
0.00494,0.08
0.00496,-0.08
0.00498,0.16
0.005,0
0.00502,0.08
0.00504,0
0.00506,0.16
0.00508,0.08
0.0051,0.16
0.00512,0.08
0.00514,0.32
0.00516,0.16
0.00518,0.4
0.0052,0.24
0.00522,0.4
0.00524,0.32
0.00526,0.4
0.00528,0.32
0.0053,0.48
0.00532,0.4
0.00534,0.48
0.00536,0.48
0.00538,0.56
0.0054,0.48
0.00542,0.56
0.00544,0.48
0.00546,0.72
0.00548,0.64
0.0055,0.72
0.00552,0.56
0.00554,0.64
0.00556,0.48
0.00558,0.72
0.0056,0.56
0.00562,0.72
0.00564,0.48
0.00566,0.64
0.00568,0.64
0.0057,0.72
0.00572,0.56
0.00574,0.8
0.00576,0.64
0.00578,0.72
0.0058,0.56
0.00582,0.8
0.00584,0.64
0.00586,0.72
0.00588,0.64
0.0059,0.72
0.00592,0.64
0.00594,0.72
0.00596,0.64
0.00598,0.72
0.006,0.56
0.00602,0.8
0.00604,0.72
0.00606,0.72
0.00608,0.64
0.0061,0.72
0.00612,0.64
0.00614,0.8
0.00616,0.64
0.00618,0.72
0.0062,0.72
0.00622,0.8
0.00624,0.64
0.00626,0.8
0.00628,0.64
0.0063,0.8
0.00632,0.64
0.00634,0.8
0.00636,0.64
0.00638,0.8
0.0064,0.72
0.00642,0.72
0.00644,0.64
0.00646,0.72
0.00648,0.72
0.0065,0.8
0.00652,0.64
0.00654,0.8
0.00656,0.64
0.00658,0.72
0.0066,0.72
0.00662,0.8
0.00664,0.72
0.00666,0.8
0.00668,0.72
0.0067,0.72
0.00672,0.56
0.00674,0.8
0.00676,0.64
0.00678,0.8
0.0068,0.64
0.00682,0.72
0.00684,0.64
0.00686,0.8
0.00688,0.64
0.0069,0.72
0.00692,0.72
0.00694,0.8
0.00696,0.64
0.00698,0.8
0.007,0.64
0.00702,0.8
0.00704,0.64
0.00706,0.72
0.00708,0.64
0.0071,0.8
0.00712,0.72
0.00714,0.72
0.00716,0.72
0.00718,0.8
0.0072,0.64
0.00722,0.8
0.00724,0.64
0.00726,0.72
0.00728,0.64
0.0073,0.8
0.00732,0.64
0.00734,0.64
0.00736,0.64
0.00738,0.8
0.0074,0.72
0.00742,0.8
0.00744,0.72
0.00746,0.72
0.00748,0.72
0.0075,0.8
0.00752,0.64
0.00754,0.8
0.00756,0.72
0.00758,0.8
0.0076,0.72
0.00762,0.8
0.00764,0.72
0.00766,0.8
0.00768,0.72
0.0077,0.8
0.00772,0.64
0.00774,0.8
0.00776,0.64
0.00778,0.72
0.0078,0.64
0.00782,0.72
0.00784,0.64
0.00786,0.72
0.00788,0.72
0.0079,0.72
0.00792,0.72
0.00794,0.8
0.00796,0.72
0.00798,0.8
0.008,0.64
0.00802,0.8
0.00804,0.64
0.00806,0.8
0.00808,0.64
0.0081,0.72
0.00812,0.64
0.00814,0.72
0.00816,0.72
0.00818,0.8
0.0082,0.72
0.00822,0.8
0.00824,0.64
0.00826,0.8
0.00828,0.64
0.0083,0.8
0.00832,0.64
0.00834,0.8
0.00836,0.64
0.00838,0.72
0.0084,0.64
0.00842,0.8
0.00844,0.64
0.00846,0.8
0.00848,0.64
0.0085,0.72
0.00852,0.64
0.00854,0.8
0.00856,0.64
0.00858,0.72
0.0086,0.64
0.00862,0.8
0.00864,0.56
0.00866,0.8
0.00868,0.64
0.0087,0.72
0.00872,0.72
0.00874,0.8
0.00876,0.64
0.00878,0.72
0.0088,0.64
0.00882,0.72
0.00884,0.64
0.00886,0.72
0.00888,0.64
0.0089,0.72
0.00892,0.64
0.00894,0.8
0.00896,0.64
0.00898,0.8
0.009,0.64
0.00902,0.72
0.00904,0.56
0.00906,0.72
0.00908,0.64
0.0091,0.72
0.00912,0.72
0.00914,0.72
0.00916,0.64
0.00918,0.64
0.0092,0.64
0.00922,0.64
0.00924,0.64
0.00926,0.72
0.00928,0.56
0.0093,0.72
0.00932,0.64
0.00934,0.72
0.00936,0.64
0.00938,0.64
0.0094,0.64
0.00942,0.72
0.00944,0.64
0.00946,0.72
0.00948,0.56
0.0095,0.64
0.00952,0.56
0.00954,0.72
0.00956,0.48
0.00958,0.72
0.0096,0.48
0.00962,0.64
0.00964,0.48
0.00966,0.56
0.00968,0.4
0.0097,0.56
0.00972,0.4
0.00974,0.48
0.00976,0.32
0.00978,0.4
0.0098,0.24
0.00982,0.48
0.00984,0.24
0.00986,0.4
0.00988,0.16
0.0099,0.24
0.00992,0.16
0.00994,0.24
0.00996,0.08
0.00998,0.24
0.01,0
0.01002,0.16
0.01004,0
0.01006,0.16
0.01008,-0.08
0.0101,0
0.01012,-0.16
0.01014,0
0.01016,-0.24
0.01018,-0.08
0.0102,-0.32
0.01022,-0.16
0.01024,-0.4
0.01026,-0.16
0.01028,-0.32
0.0103,-0.24
0.01032,-0.4
0.01034,-0.32
0.01036,-0.4
0.01038,-0.32
0.0104,-0.56
0.01042,-0.32
0.01044,-0.48
0.01046,-0.4
0.01048,-0.56
0.0105,-0.48
0.01052,-0.72
0.01054,-0.48
0.01056,-0.72
0.01058,-0.48
0.0106,-0.72
0.01062,-0.56
0.01064,-0.8
0.01066,-0.64
0.01068,-0.8
0.0107,-0.72
0.01072,-0.88
0.01074,-0.72
0.01076,-0.96
0.01078,-0.8
0.0108,-0.96
0.01082,-0.8
0.01084,-0.96
0.01086,-0.8
0.01088,-1.04
0.0109,-0.96
0.01092,-1.12
0.01094,-0.96
0.01096,-1.12
0.01098,-1.04
0.011,-1.2
0.01102,-1.04
0.01104,-1.28
0.01106,-1.12
0.01108,-1.28
0.0111,-1.04
0.01112,-1.28
0.01114,-1.2
0.01116,-1.36
0.01118,-1.2
0.0112,-1.36
0.01122,-1.12
0.01124,-1.36
0.01126,-1.28
0.01128,-1.44
0.0113,-1.36
0.01132,-1.44
0.01134,-1.36
0.01136,-1.52
0.01138,-1.36
0.0114,-1.52
0.01142,-1.44
0.01144,-1.6
0.01146,-1.44
0.01148,-1.6
0.0115,-1.52
0.01152,-1.68
0.01154,-1.52
0.01156,-1.68
0.01158,-1.52
0.0116,-1.68
0.01162,-1.6
0.01164,-1.76
0.01166,-1.6
0.01168,-1.76
0.0117,-1.6
0.01172,-1.76
0.01174,-1.68
0.01176,-1.84
0.01178,-1.6
0.0118,-1.84
0.01182,-1.68
0.01184,-1.84
0.01186,-1.76
0.01188,-1.84
0.0119,-1.68
0.01192,-1.84
0.01194,-1.76
0.01196,-1.92
0.01198,-1.76
0.012,-2
0.01202,-1.76
0.01204,-2
0.01206,-1.76
0.01208,-1.92
0.0121,-1.84
0.01212,-2.08
0.01214,-1.84
0.01216,-2
0.01218,-1.84
0.0122,-2.08
0.01222,-1.84
0.01224,-2
0.01226,-1.84
0.01228,-2
0.0123,-1.84
0.01232,-2
0.01234,-1.84
0.01236,-2.08
0.01238,-1.84
0.0124,-2
0.01242,-1.84
0.01244,-2
0.01246,-1.92
0.01248,-2
0.0125,-1.84
0.01252,-2
0.01254,-1.92
0.01256,-2.08
0.01258,-1.92
0.0126,-2.16
0.01262,-1.92
0.01264,-2
0.01266,-1.84
0.01268,-2.16
0.0127,-1.84
0.01272,-2
0.01274,-1.84
0.01276,-2.08
0.01278,-1.92
0.0128,-2.08
0.01282,-1.92
0.01284,-2.08
0.01286,-1.92
0.01288,-2
0.0129,-1.92
0.01292,-2
0.01294,-1.92
0.01296,-2
0.01298,-1.84
0.013,-1.92
0.01302,-1.84
0.01304,-1.92
0.01306,-1.76
0.01308,-1.92
0.0131,-1.68
0.01312,-1.92
0.01314,-1.76
0.01316,-1.84
0.01318,-1.6
0.0132,-1.84
0.01322,-1.68
0.01324,-1.92
0.01326,-1.76
0.01328,-1.76
0.0133,-1.68
0.01332,-1.76
0.01334,-1.68
0.01336,-1.76
0.01338,-1.52
0.0134,-1.76
0.01342,-1.52
0.01344,-1.68
0.01346,-1.6
0.01348,-1.68
0.0135,-1.52
0.01352,-1.6
0.01354,-1.44
0.01356,-1.6
0.01358,-1.52
0.0136,-1.6
0.01362,-1.44
0.01364,-1.52
0.01366,-1.44
0.01368,-1.52
0.0137,-1.44
0.01372,-1.44
0.01374,-1.36
0.01376,-1.36
0.01378,-1.28
0.0138,-1.36
0.01382,-1.28
0.01384,-1.36
0.01386,-1.28
0.01388,-1.36
0.0139,-1.2
0.01392,-1.28
0.01394,-1.2
0.01396,-1.2
0.01398,-1.12
0.014,-1.2
0.01402,-1.04
0.01404,-1.2
0.01406,-1.04
0.01408,-1.12
0.0141,-1.04
0.01412,-1.12
0.01414,-0.96
0.01416,-1.04
0.01418,-0.96
0.0142,-0.96
0.01422,-0.88
0.01424,-0.96
0.01426,-0.8
0.01428,-0.88
0.0143,-0.8
0.01432,-0.8
0.01434,-0.72
0.01436,-0.8
0.01438,-0.56
0.0144,-0.8
0.01442,-0.64
0.01444,-0.72
0.01446,-0.56
0.01448,-0.64
0.0145,-0.56
0.01452,-0.56
0.01454,-0.48
0.01456,-0.56
0.01458,-0.48
0.0146,-0.48
0.01462,-0.32
0.01464,-0.4
0.01466,-0.24
0.01468,-0.4
0.0147,-0.24
0.01472,-0.4
0.01474,-0.16
0.01476,-0.32
0.01478,-0.16
0.0148,-0.32
0.01482,-0.16
0.01484,-0.24
0.01486,-0.16
0.01488,-0.24
0.0149,0
0.01492,-0.08
0.01494,0.08
0.01496,-0.08
0.01498,0.08
0.015,-0.08
0.01502,0.16
0.01504,0
0.01506,0.16
0.01508,0.08
0.0151,0.24
0.01512,0.16
0.01514,0.32
0.01516,0.24
0.01518,0.4
0.0152,0.24
0.01522,0.48
0.01524,0.32
0.01526,0.4
0.01528,0.32
0.0153,0.56
0.01532,0.4
0.01534,0.56
0.01536,0.4
0.01538,0.56
0.0154,0.48
0.01542,0.56
0.01544,0.56
0.01546,0.64
0.01548,0.48
0.0155,0.64
0.01552,0.56
0.01554,0.64
0.01556,0.48
0.01558,0.72
0.0156,0.56
0.01562,0.64
0.01564,0.56
0.01566,0.72
0.01568,0.64
0.0157,0.72
0.01572,0.56
0.01574,0.72
0.01576,0.64
0.01578,0.72
0.0158,0.56
0.01582,0.72
0.01584,0.64
0.01586,0.72
0.01588,0.56
0.0159,0.8
0.01592,0.64
0.01594,0.72
0.01596,0.56
0.01598,0.64
0.016,0.64
0.01602,0.72
0.01604,0.64
0.01606,0.8
0.01608,0.64
0.0161,0.8
0.01612,0.72
0.01614,0.8
0.01616,0.64
0.01618,0.72
0.0162,0.64
0.01622,0.8
0.01624,0.64
0.01626,0.72
0.01628,0.64
0.0163,0.8
